Front,Back
آرام,"Rank: 1001

Meaning: rest; comfort

Frequency evidence: 1405

Semantic verification: kaikki+readurdu+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
کب,"Rank: 1002

Meaning: when

Frequency evidence: 1383

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
تیس,"Rank: 1003

Meaning: thirty

Frequency evidence: 1313

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
جون,"Rank: 1004

Meaning: June

Frequency evidence: 1276

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
تب,"Rank: 1005

Meaning: then

Frequency evidence: 1261

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
سردی,"Rank: 1006

Meaning: winter (season of the year)

Frequency evidence: 1258

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
جناب,"Rank: 1007

Meaning: sir; mister

Frequency evidence: 1221

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
رواں,"Rank: 1008

Meaning: flowing; fluent; well-versed

Frequency evidence: 1219

Semantic verification: kaikki+readurdu

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
روح,"Rank: 1009

Meaning: soul; spirit

Frequency evidence: 1214

Semantic verification: kaikki+readurdu+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
چالیس,"Rank: 1010

Meaning: forty

Frequency evidence: 1196

Semantic verification: kaikki+word2word

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
تمہیں,"Rank: 1011

Meaning: contracted dative; accusative of تم (tum)

Frequency evidence: 1194

Semantic verification: kaikki+readurdu

Sources:
- CLE Urdu 5,000 corpus frequency list — ordering authority
- CLE Urdu WordNet/closed-class lists — lexical-form gate
- Kaikki/Wiktextract, ReadUrdu, word2word — independent semantic signals
- Candidate only; requires final audit before promotion"
