front,zipf,reason
کرنے,6.33,no_independent_opus_dictionary_sense_support
والے,6.27,no_independent_opus_dictionary_sense_support
ہونے,6.24,no_independent_opus_dictionary_sense_support
جائے,6.23,no_independent_opus_dictionary_sense_support
کرتے,6.20,no_independent_opus_dictionary_sense_support
گئے,6.17,no_independent_opus_dictionary_sense_support
رہا,6.16,no_independent_opus_dictionary_sense_support
گئی,6.12,no_independent_opus_dictionary_sense_support
پی,6.08,no_independent_opus_dictionary_sense_support
کریں,6.08,no_independent_opus_dictionary_sense_support
انہوں,6.05,no_independent_opus_dictionary_sense_support
جاتا,6.05,no_independent_opus_dictionary_sense_support
لوگوں,6.05,no_independent_opus_dictionary_sense_support
ہوئی,6.05,no_independent_opus_dictionary_sense_support
دے,6.04,no_independent_opus_dictionary_sense_support
بن,6.02,no_independent_opus_dictionary_sense_support
رہی,6.02,no_independent_opus_dictionary_sense_support
جا,5.97,no_independent_opus_dictionary_sense_support
کیلئے,5.97,no_independent_opus_dictionary_sense_support
ہوتی,5.93,no_independent_opus_dictionary_sense_support
والی,5.91,no_independent_opus_dictionary_sense_support
وسلم,5.88,no_independent_opus_dictionary_sense_support
کرے,5.87,no_independent_opus_dictionary_sense_support
جانے,5.81,no_independent_opus_dictionary_sense_support
ٹی,5.79,no_independent_opus_dictionary_sense_support
جاتی,5.78,no_independent_opus_dictionary_sense_support
جائیں,5.77,no_independent_opus_dictionary_sense_support
ایم,5.75,no_independent_opus_dictionary_sense_support
دینے,5.75,no_independent_opus_dictionary_sense_support
علیہ,5.75,no_independent_opus_dictionary_sense_support
نواز,5.75,no_independent_opus_dictionary_sense_support
جیسے,5.74,no_independent_opus_dictionary_sense_support
والا,5.74,no_independent_opus_dictionary_sense_support
الله,5.71,no_independent_opus_dictionary_sense_support
جاتے,5.71,no_independent_opus_dictionary_sense_support
عمران,5.70,no_independent_opus_dictionary_sense_support
دونوں,5.69,no_independent_opus_dictionary_sense_support
کیے,5.69,no_independent_opus_dictionary_sense_support
ایس,5.68,no_independent_opus_dictionary_sense_support
قرآن,5.68,no_independent_opus_dictionary_sense_support
والوں,5.67,no_independent_opus_dictionary_sense_support
بی,5.63,no_independent_opus_dictionary_sense_support
تعالی,5.63,no_independent_opus_dictionary_sense_support
ڈی,5.63,no_independent_opus_dictionary_sense_support
علیه,5.62,no_independent_opus_dictionary_sense_support
این,5.61,no_independent_opus_dictionary_sense_support
صلی,5.61,no_independent_opus_dictionary_sense_support
پوری,5.61,no_independent_opus_dictionary_sense_support
ایسی,5.60,no_independent_opus_dictionary_sense_support
بنانے,5.60,no_independent_opus_dictionary_sense_support
مل,5.60,no_independent_opus_dictionary_sense_support
آنے,5.59,no_independent_opus_dictionary_sense_support
ن,5.59,no_independent_opus_dictionary_sense_support
آف,5.56,no_independent_opus_dictionary_sense_support
کرکے,5.51,no_independent_opus_dictionary_sense_support
السلام,5.46,no_independent_opus_dictionary_sense_support
نئے,5.46,no_independent_opus_dictionary_sense_support
تحت,5.44,no_independent_opus_dictionary_sense_support
فرمایا,5.42,no_independent_opus_dictionary_sense_support
لینے,5.42,no_independent_opus_dictionary_sense_support
مقام,5.42,no_independent_opus_dictionary_sense_support
ا,5.39,no_independent_opus_dictionary_sense_support
رکھ,5.39,no_independent_opus_dictionary_sense_support
رکھنے,5.39,no_independent_opus_dictionary_sense_support
تر,5.38,no_independent_opus_dictionary_sense_support
صلی,5.38,no_independent_opus_dictionary_sense_support
گردی,5.38,no_independent_opus_dictionary_sense_support
ادارے,5.37,no_independent_opus_dictionary_sense_support
ذریعے,5.37,no_independent_opus_dictionary_sense_support
سپریم,5.37,no_independent_opus_dictionary_sense_support
نا,5.36,no_independent_opus_dictionary_sense_support
نبی,5.36,no_independent_opus_dictionary_sense_support
پورے,5.36,no_independent_opus_dictionary_sense_support
چاہئے,5.36,no_independent_opus_dictionary_sense_support
کیس,5.36,no_independent_opus_dictionary_sense_support
آتے,5.35,no_independent_opus_dictionary_sense_support
اقبال,5.34,no_independent_opus_dictionary_sense_support
کمیشن,5.33,no_independent_opus_dictionary_sense_support
