rank,status,note,proposed_target,proposed_english,proposed_pos
951,REPAIR,"خواہ is primarily a conjunction/discourse word meaning whether/or, even if, or whether...or. 'Soliciting' and suffix POS are not appropriate core analyses.",خواہ,"whether; or; even if; whether...or",conjunction
952,PASS,,,,
953,REPAIR,"معاہدے is an inflected form of معاہدہ and must explicitly give agreements/treaties/agreement rather than only inflection labels.",معاہدے,"agreements; treaties; agreement/treaty (oblique/vocative singular, context-dependent)",noun
954,REPAIR,"رحیم means merciful/compassionate and is also the name Rahim; the current 'very merciful' is acceptable but incomplete for ordinary name usage.",رحیم,"merciful; compassionate; Rahim (name)",adjective / name
955,PASS,,,,
956,PASS,,,,
957,REPAIR,"دماغ centrally means brain/mind/intellect. 'Conceit, pride' is idiomatic/peripheral and should not lead the general learner entry.",دماغ,"brain; mind; intellect",noun
958,PASS,,,,
959,PASS,,,,
960,PASS,,,,
961,PASS,,,,
962,REPAIR,"مبارک means blessed/auspicious and is used in congratulations ('congratulations!/happy ...'). The source's English wording is awkward and should be normalized.",مبارک,"blessed; auspicious; congratulations!; happy (as in Happy Birthday/Eid, context-dependent)",adjective / interjection
963,REPAIR,"ہار is a major homograph: defeat/loss, necklace/garland, and the verb stem/imperative of ہارنا meaning lose/give up. The source lists only defeat/loss.",ہار,"defeat; loss; necklace; garland; lose!/give up (verb stem, context-dependent)",noun / verb stem
964,REPAIR,"مری is the feminine singular perfect form meaning died and is also Murree, the place name. 'Closed-class' is incorrect.",مری,"died (feminine singular); Murree (place name)",verb form / proper noun
965,REPAIR,"The standard Urdu spelling is دعویٰ. The word means claim/assertion and can mean legal claim/lawsuit. The current unmarked final alif-maqsura spelling is less precise for a learner workbook.",دعویٰ,"claim; assertion; legal claim; lawsuit",noun
966,PASS,,,,
967,REPAIR,"پہ is a colloquial/variant form of پر meaning on/at/upon. A learner entry should give the direct English meaning rather than only 'synonym of پر'.",پہ,"on; at; upon (variant/colloquial form of پر)",postposition
968,REPAIR,"ذرا means a little/slightly/just and is often a politeness softener ('please/just...'). 'Petit' is French dictionary contamination.",ذرا,"a little; slightly; just; please/just (politeness softener)",adverb / particle
969,REPAIR,"ہفتہ centrally means week and can also mean Saturday; in colloquial South Asian usage hafta can mean an extortion/protection payment. The source omits 'week' entirely.",ہفتہ,"week; Saturday; protection/extortion payment (slang/context-dependent)",noun
970,PASS,,,,
971,PASS,,,,
972,REPAIR,"کلب in modern Urdu is the English loan 'club'. 'Dog' reflects an Arabic/literary homograph کَلْب and should not be presented unqualified in the standard Urdu entry.",کلب,"club; dog (rare/literary Arabic-derived homograph, context-dependent)",noun
973,PASS,,,,
974,REPAIR,"جناح is extremely common as the proper name/surname Jinnah in Urdu, especially Muhammad Ali Jinnah; it also has the Arabic-derived noun sense wing/flank. The source omits the proper-name meaning despite name POS.",جناح,"Jinnah (surname/proper name); wing; flank",proper noun / noun
975,PASS,,,,
976,REPAIR,"سود means interest (on money)/profit/usury. 'Content word' is not a POS.",سود,"interest (on money); profit; usury",noun
977,REPAIR,"شکایت centrally means complaint/grievance/objection and can refer to a medical complaint/symptom. The entry should lead with the normal general meaning.",شکایت,"complaint; grievance; objection; medical complaint/symptom (context-dependent)",noun
978,PASS,,,,
979,PASS,,,,
980,REPAIR,"داد means praise/appreciation/applause and, in legal/literary usage, justice/redress. 'Content word' is not a POS.",داد,"praise; appreciation; applause; justice/redress (context-dependent)",noun
981,PASS,,,,
982,PASS,,,,
983,PASS,,,,
984,PASS,,,,
985,PASS,,,,
986,PASS,,,,
987,REPAIR,"بہن centrally means sister. Female cousin or a respectful address for another woman can occur contextually, but 'any female person' is too broad.",بہن,"sister; female cousin (context-dependent); respectful address for a woman (context-dependent)",noun
988,PASS,,,,
989,PASS,,,,
990,REPAIR,"خام centrally means raw/unripe/crude/unfinished and can mean rough/approximate. The source omits the basic 'raw' meaning and adds misleading 'smaller/lower'.",خام,"raw; unripe; crude; unfinished; rough; approximate",adjective
991,PASS,,,,
992,PASS,,,,
993,PASS,,,,
994,REPAIR,"نگرانی centrally means supervision/monitoring/oversight/watch. 'Security' is context-dependent and should not replace these core senses.",نگرانی,"supervision; monitoring; oversight; watch; security (context-dependent)",noun
995,PASS,,,,
996,REPAIR,"قید is a noun meaning imprisonment/confinement/captivity/restriction. 'Captive' is an English adjective/noun and is not the best direct gloss for the Urdu noun.",قید,"imprisonment; confinement; captivity; restriction",noun
997,PASS,,,,
998,REPAIR,"چلی is very commonly the feminine singular perfect form of چلنا meaning went/left/moved, and the same spelling is used for Chile. Name-only POS is incorrect.",چلی,"went; left; moved (feminine singular form of چلنا); Chile (country)",verb form / proper noun
999,REPAIR,"ساڑھے is a numerical quantifier meaning and a half/half past, used with numbers (especially 3 and above). Adjective alone is not the clearest POS.",ساڑھے,"and a half; half past (used with numbers)",numeral / quantifier
1000,PASS,,,,
