rank,status,note,proposed_target,proposed_english,proposed_pos
351,PASS,,,,
352,PASS,,,,
353,PASS,,,,
354,PASS,,,,
355,REPAIR,Central safety/security sense omitted.,,peace; tranquility; safety; security,
356,REPAIR,"موت centrally and overwhelmingly means death/demise. The source's 'urine, piss' is a separate vulgar/Indic homograph contamination and should not be mixed into this standard learner entry.",موت,death; demise; mortality,noun
357,REPAIR,سمیت functions as a postposition/particle meaning including/together with. 'Closed-class' is too vague.,سمیت,including; together with; along with,postposition / particle
358,PASS,,,,
359,PASS,,,,
360,REPAIR,فی is a distributive postposition/particle meaning per/each. 'Closed-class' is too vague for learner grammar.,فی,per; each; for each,postposition / distributive particle
361,PASS,,,,
362,PASS,,,,
363,PASS,,,,
364,PASS,,,,
365,PASS,,,,
366,REPAIR,کارکردگی centrally means performance/functioning/output/efficiency. The generic gloss 'work' is too vague and misses 'performance'.,کارکردگی,performance; functioning; output; efficiency,noun
367,PASS,,,,
368,REPAIR,"ہمیشہ is primarily the adverb always/forever. 'Eternal' is an adjectival English derivative rather than the normal direct use, so adjective POS is unnecessary.",ہمیشہ,always; forever; ever,adverb
369,PASS,,,,
370,PASS,,,,
371,PASS,,,,
372,PASS,,,,
373,REPAIR,"آمدنی means income/earnings/revenue in modern Urdu. 'Arrival, coming' is confusion with آمد and should be removed.",آمدنی,income; earnings; revenue,noun
374,PASS,,,,
375,REPAIR,ضرور means certainly/definitely/surely and often conveys necessarily/must in context. Interjection POS is not needed.,ضرور,certainly; definitely; surely; necessarily/must (context-dependent),adverb
376,REPAIR,انتہائی can mean extreme/utmost adjectivally and very commonly functions as 'extremely'. Adjective-only POS misses that learner-important use.,انتہائی,extreme; utmost; extremely,adjective / adverb
377,PASS,,,,
378,PASS,,,,
379,PASS,,,,
380,REPAIR,اچھا centrally means good/nice/fine and also okay/well as an interjection/adverb. The source omits 'good' and includes the spurious noun gloss 'aim'.,اچھا,good; nice; fine; well; okay; alright,adjective / adverb / interjection
381,PASS,,,,
382,PASS,,,,
383,PASS,,,,
384,PASS,,,,
385,PASS,,,,
386,PASS,,,,
387,PASS,,,,
388,PASS,,,,
389,PASS,,,,
390,REPAIR,پسند is the noun liking/preference/choice and can describe something liked/pleasing in compounds. The English verb-like gloss 'like' without grammatical framing is ambiguous.,پسند,liking; preference; choice; liked/pleasing (in compounds/context-dependent),noun / adjective element
391,PASS,,,,
392,PASS,,,,
393,REPAIR,"کون is the interrogative pronoun 'who?', not a noun in ordinary use.",کون,who?,interrogative pronoun
394,PASS,,,,
395,REPAIR,یوں means thus/like this/in this way/so. 'Actually' is not a normal direct meaning and should be removed.,یوں,thus; like this; in this way; so,adverb
396,PASS,,,,
397,PASS,,,,
398,REPAIR,ہدایت means guidance/instruction/direction and is also used as a personal name. 'The truth' is not a suitable core English gloss.,ہدایت,"guidance; instruction; direction; Hidayat (personal name, context-dependent)",noun / name
399,PASS,,,,
400,PASS,,,,
