rank,status,note,proposed_target,proposed_english,proposed_pos
751,PASS,,,,
752,PASS,,,,
753,REPAIR,"توقع centrally means expectation/anticipation/hope. 'Wish, desire' is possible contextually but should not lead the entry.",توقع,"expectation; anticipation; hope",noun
754,PASS,,,,
755,PASS,,,,
756,PASS,,,,
757,REPAIR,"مند is a productive suffix meaning possessing/having/endowed with, often equivalent to English -ful. 'With, characteristic of' is too vague.",مند,"having; possessing; endowed with; -ful (suffix)",suffix
758,PASS,,,,
759,PASS,,,,
760,PASS,,,,
761,PASS,,,,
762,PASS,,,,
763,REPAIR,"بخش is a homograph: it can mean share/portion/gift and is also the verb stem/imperative of بخشنا meaning forgive/spare/give. The source omits the very common verb use.",بخش,"share; portion; gift; forgive!; spare!; grant/give (verb stem, context-dependent)",noun / verb stem / imperative
764,PASS,,,,
765,PASS,,,,
766,PASS,,,,
767,REPAIR,"وفد means delegation/deputation. An individual ambassador is سفیر; 'an ambassador' is not an appropriate direct meaning of وفد.",وفد,"delegation; deputation",noun
768,REPAIR,"عشق centrally means passionate/deep love as well as passion/devotion. Omitting 'love' is a basic semantic gap.",عشق,"love; passionate love; passion; devotion",noun
769,PASS,,,,
770,PASS,,,,
771,PASS,,,,
772,REPAIR,"تعریف means praise/commendation and also definition/description. The customs-tariff table sense is specialized dictionary noise for a general learner entry.",تعریف,"praise; commendation; admiration; definition; description",noun
773,PASS,,,,
774,REPAIR,"تیاری means preparation/readiness. 'Show' is erroneous source contamination.",تیاری,"preparation; readiness",noun
775,REPAIR,"حالیہ means recent/current/latest and is an adjective. The noun gloss 'participle' is grammatical source noise.",حالیہ,"recent; current; latest",adjective
776,PASS,,,,
777,PASS,,,,
778,PASS,,,,
779,REPAIR,"دعوت means invitation and also feast/banquet/meal; it can mean call/mission in religious contexts. 'Incantation' is not a suitable core gloss.",دعوت,"invitation; feast; banquet; call/mission (context-dependent)",noun
780,REPAIR,"بری is a major homograph: feminine of برا = bad, while بَری can mean free/acquitted/innocent of a charge. The source gives only a grammatical cross-reference and no English meaning.",بری,"bad (feminine of برا); free; acquitted; cleared/innocent of a charge (context-dependent)",adjective
781,PASS,,,,
782,PASS,,,,
783,PASS,,,,
784,PASS,,,,
785,PASS,,,,
786,PASS,,,,
787,REPAIR,"کمال is primarily a noun meaning perfection/excellence/mastery/wonder and can be an exclamation 'amazing!'. The source's adjective senses entire/extreme/perfect misanalyze the word.",کمال,"perfection; excellence; mastery; wonder; amazing! (exclamatory use)",noun / interjection
788,PASS,,,,
789,REPAIR,"درجہ means degree/level/rank/class/status. The source is broadly correct but omits the common rank/class senses.",درجہ,"degree; level; rank; class; status; extent",noun
790,PASS,,,,
791,PASS,,,,
792,PASS,,,,
793,PASS,,,,
794,PASS,,,,
795,REPAIR,"تیسرے is the masculine plural/oblique form of تیسرا 'third' and functions as an adjective/determiner, not an unspecified closed-class item.",تیسرے,"third (masculine plural/oblique)",adjective / determiner
796,PASS,,,,
797,PASS,,,,
798,PASS,,,,
799,PASS,,,,
800,PASS,,,,
