rank,status,note,proposed_target,proposed_english,proposed_pos
251,REPAIR,The geographical Amur/Amour dictionary sense is irrelevant to a French learner entry. The core word is amour = love/affection.,amour,love; affection; romantic love,noun
252,REPAIR,Ouvrir primarily means open; 'turn on/switch on' is not a safe general equivalent for devices. It can also begin/open a session or access.,ouvrir,to open; to begin/start; to open up; to access,verb
253,PASS,,,,
254,PASS,,,,
255,REPAIR,"'Famous' is not a normal standalone gloss for gros. Core senses are big/large, thick, fat, coarse, and major/important in context.",gros,big; large; thick; fat; coarse; major/important (context-dependent),adjective / noun
256,PASS,,,,
257,PASS,,,,
258,PASS,,,,
259,PASS,,,,
260,PASS,,,,
261,PASS,,,,
262,REPAIR,"Porte is not only the noun 'door'; the same written form is also the present-tense verb form 'carries/wears' from porter, a very common learner reading.",porte,"door; carries; wears (verb form of porter, context-dependent)",noun / finite verb form
263,PASS,,,,
264,PASS,,,,
265,PASS,,,,
266,PASS,,,,
267,REPAIR,The same written form is also the common plural noun sous meaning money/cash; both Larousse and the Académie française explicitly record the plural familiar sense 'argent'.,,"under; below; beneath; money/cash (plural noun of sou, informal)",
268,PASS,,,,
269,PASS,,,,
270,PASS,,,,
271,REPAIR,"Type also commonly means guy/man/person informally, not only type/kind/category.",type,type; kind; guy; man/person (informal),noun
272,PASS,,,,
273,PASS,,,,
274,PASS,,,,
275,REPAIR,The entry should explicitly mark register: foutre is vulgar and has broad colloquial uses beyond a literal English 'fuck/screw'.,foutre,"to fuck; to put/do/throw (vulgar, highly context-dependent); semen (dated/vulgar noun)",verb / noun (vulgar)
276,REPAIR,"Droit is a major multifunction word: adjective 'right/straight/upright', adverb 'straight', and noun 'right/entitlement; law'. The current gloss omits the ordinary adjective/adverb meanings.",droit,right; straight; upright; straight ahead; right/entitlement; law,adjective / adverb / noun
277,PASS,,,,
278,REPAIR,Putain is vulgar and functions not only as a noun but very commonly as an interjection/intensifier. Register and POS must be explicit.,putain,prostitute; damn!/fuck!; fucking/bloody (vulgar intensifier),noun / interjection / intensifier (vulgar)
279,PASS,,,,
280,PASS,,,,
281,PASS,,,,
282,PASS,,,,
283,REPAIR,Jeune also functions as a noun meaning a young person/youth; noun POS is present but the noun meaning is missing.,jeune,young; young person; youth,adjective / noun
284,PASS,,,,
285,PASS,,,,
286,PASS,,,,
287,PASS,,,,
288,PASS,,,,
289,PASS,,,,
290,REPAIR,The intransitive 'escape/run away' sense normally appears as se sauver; bare sauver means save/rescue. The entry should distinguish this.,sauver,to save; to rescue; to escape/run away (se sauver),verb
291,REPAIR,Train also appears in the essential construction être en train de ('to be in the process of') and can mean pace/course/process; noun-only 'train' is too narrow for a high-frequency learner item.,train,train; pace/course; process (être en train de = to be in the process of),noun / fixed verbal construction component
292,PASS,,,,
293,PASS,,,,
294,REPAIR,Bare asseoir is transitive ('seat; set/establish'); 'sit down' is normally s'asseoir. The current gloss conflates the two.,asseoir,to seat; to set/establish; to sit down (s'asseoir),verb
295,PASS,,,,
296,PASS,,,,
297,PASS,,,,
298,PASS,,,,
299,PASS,,,,
300,PASS,,,,
