rank,status,note,proposed_target,proposed_english,proposed_pos
1,PASS,,,,
2,PASS,,,,
3,PASS,,,,
4,PASS,,,,
5,PASS,,,,
6,PASS,,,,
7,PASS,,,,
8,PASS,,,,
9,PASS,,,,
10,PASS,,,,
11,PASS,,,,
12,PASS,,,,
13,PASS,,,,
14,PASS,,,,
15,PASS,,,,
16,PASS,,,,
17,PASS,,,,
18,PASS,,,,
19,PASS,,,,
20,PASS,,,,
21,PASS,,,,
22,REPAIR,"For learner-facing MSA, ليس is the present negative copula ('is not/are not'); ordinary past 'was not' is normally لم يكن or ما كان.",ليس,"is not; are not (ليس, negative copular verb)",negative copular verb
23,PASS,,,,
24,PASS,,,,
25,PASS,,,,
26,PASS,,,,
27,PASS,,,,
28,PASS,,,,
29,PASS,,,,
30,PASS,,,,
31,REPAIR,"ماذا functions as an interrogative pronoun/expression, not an interrogative particle.",ماذا,what?,interrogative pronoun / interrogative expression
32,PASS,,,,
33,PASS,,,,
34,PASS,,,,
35,PASS,,,,
36,PASS,,,,
37,PASS,,,,
38,PASS,,,,
39,PASS,,,,
40,PASS,,,,
41,PASS,,,,
42,PASS,,,,
43,PASS,,,,
44,PASS,,,,
45,PASS,,,,
46,PASS,,,,
47,PASS,,,,
48,PASS,,,,
49,PASS,,,,
50,PASS,,,,
