rank,status,note,proposed_target,proposed_english,proposed_pos
301,PASS,,,,
302,REPAIR,"Attention is also the interjection/warning 'watch out!/careful!', which should be represented because interjection POS is already listed.",attention,attention; vigilance; care; watch out!; careful!,noun / interjection
303,PASS,,,,
304,PASS,,,,
305,PASS,,,,
306,PASS,,,,
307,PASS,,,,
308,REPAIR,"The current gloss omits the basic adjective 'strong' and noun 'fort/stronghold', despite listing adjective/adverb/noun POS.",fort,strong; powerful; loud; strongly; very; fort; stronghold,adjective / adverb / noun
309,REPAIR,"'Shar (shari'a)' is unrelated dictionary contamination. Chéri means cherished/beloved and, substantivally, darling/sweetheart.",chéri,cherished; beloved; dear; darling; sweetheart,adjective / noun / past participle
310,REPAIR,"Important is normally the adjective 'important/significant/considerable'; the same form can technically be the present participle of importer, so either the participle must be labeled or omitted. For learner clarity, keep it explicit but secondary.",important,"important; significant; considerable; importing (present participle of importer, context-dependent)",adjective / present participle
311,PASS,,,,
312,PASS,,,,
313,PASS,,,,
314,PASS,,,,
315,PASS,,,,
316,REPAIR,"Voici is a presentative expression ('here is/are'), not a preposition. 'Ago' occurs only in special time constructions and should not be the primary gloss.",voici,here is; here are; this is; these are,presentative / interjection-like expression
317,REPAIR,"Partie does not ordinarily mean an English social 'party'. Core meanings are part/portion, game/match/round, and party/group in some formal contexts.",partie,part; portion; game; match; round; party/group (formal/context-dependent),noun
318,REPAIR,The foreign-currency 'lira/lire' dictionary material is irrelevant here. French lire is the verb 'to read'.,lire,to read,verb
319,PASS,,,,
320,PASS,,,,
321,PASS,,,,
322,PASS,,,,
323,PASS,,,,
324,REPAIR,The current definition omits the basic meaning entirely. Eau means water; rain/body-fluid senses are contextual extensions.,eau,water; waters; liquid/fluid (context-dependent),noun
325,PASS,,,,
326,PASS,,,,
327,PASS,,,,
328,PASS,,,,
329,REPAIR,"Suite also commonly means continuation, rest/following part, and appears in tout de suite = immediately. The current result/sequel/sequence set is incomplete for learners.",suite,continuation; sequence; sequel; following/rest; result; immediately (tout de suite),noun / fixed adverbial expression component
330,REPAIR,Form-based homograph coverage should include vers as the plural of ver 'worm'; Larousse explicitly uses and defines plural vers in ordinary examples.,,to/toward; around/about (time/date); verse; worms (plural of ver),
331,REPAIR,Battre centrally means beat/hit and can mean fight; 'beat up' is narrower than the basic verb.,battre,to beat; to hit; to fight; to defeat; to thresh,verb
332,PASS,,,,
333,REPAIR,"Fin as a noun means end/finish; as an adjective it means fine/thin/refined/subtle. 'Kind, nice' is not a safe basic gloss.",fin,end; finish; fine; thin; refined; subtle,noun / adjective
334,PASS,,,,
335,PASS,,,,
336,REPAIR,Aide is the noun help/assistance or a helper/aide; English verb 'assist' should not be presented as the noun's direct basic gloss.,aide,help; assistance; aide; helper,noun
337,REPAIR,"The current entry omits the basic verb 'touch' and gives 'try/try out', which is not a safe general meaning. Toucher also means affect and receive/earn money.",toucher,to touch; to affect; to reach; to receive/earn; touch (noun),verb / noun
338,PASS,,,,
339,PASS,,,,
340,PASS,,,,
341,PASS,,,,
342,REPAIR,"Devant means in front of/before and can be the noun 'front'. 'Outside' is not a normal equivalent. The same spelling can also be the present participle of devoir, but that is secondary.",devant,"in front of; before; front; owing/having to (present participle of devoir, rare/context-dependent)",preposition / adverb / noun / present participle
343,PASS,,,,
344,REPAIR,"Prier means not only pray but also beg/request/ask politely, as in je vous prie.",prier,to pray; to beg; to request; to ask politely,verb
345,PASS,,,,
346,PASS,,,,
347,REPAIR,"Cause is primarily the noun cause/reason/legal case, but the same form also represents finite/imperative forms of causer. The current POS lists only noun while mentioning an imperative.",cause,"cause; reason; legal case; causes/talks (form of causer); talk! (imperative, context-dependent)",noun / finite verb form / imperative form
348,PASS,,,,
349,PASS,,,,
350,REPAIR,Poser also very commonly means to ask (a question) and to pose; these core learner uses are missing.,poser,to put; to place; to set; to pose; to ask (a question); to install,verb
