rank,status,note,proposed_target,proposed_english,proposed_pos
901,PASS,,,,
902,PASS,,,,
903,PASS,,,,
904,PASS,,,,
905,PASS,,,,
906,PASS,,,,
907,PASS,,,,
908,PASS,,,,
909,PASS,,,,
910,PASS,,,,
911,REPAIR,"حمل is a major homograph: حِمْل 'load/burden', حَمْل 'carrying/pregnancy', and حَمَلَ 'carried'. The current noun-only entry omits common meanings and the verb.",حمل,load; burden; carrying; pregnancy; carried (depending on vocalization/use),noun / verbal noun / perfect-past verb
912,REPAIR,Broad imaging/depiction senses omitted.,,photography; filming; imaging; depiction,
913,PASS,,,,
914,PASS,,,,
915,PASS,,,,
916,PASS,,,,
917,PASS,,,,
918,PASS,,,,
919,PASS,,,,
920,PASS,,,,
921,PASS,,,,
922,PASS,,,,
923,PASS,,,,
924,PASS,,,,
925,REPAIR,كبار is the plural adjective 'big/large/major/senior' and can be substantivized as elders/senior people; noun-only POS is misleading.,كبار,big; large; major; senior; elders; senior people,plural adjective / substantivized adjective
926,PASS,,,,
927,PASS,,,,
928,PASS,,,,
929,PASS,,,,
930,PASS,,,,
931,PASS,,,,
932,PASS,,,,
933,PASS,,,,
934,PASS,,,,
935,PASS,,,,
936,REPAIR,"شاهد is also the very common noun/active participle 'witness; observer; viewer/spectator', not only the perfect verb 'watched/saw/witnessed'.",شاهد,witness; observer; viewer; spectator; watched; saw; witnessed (depending on use),noun / active participle / perfect-past verb
937,REPAIR,"أصل can be أَصْل 'origin/root/basis' and أَصِلُ 'I arrive/reach', a common first-person imperfect reading omitted by the noun-only entry.",أصل,origin; root; basis; I arrive; I reach (depending on vocalization/use),noun / first-person imperfect verb
938,PASS,,,,
939,PASS,,,,
940,PASS,,,,
941,PASS,,,,
942,PASS,,,,
943,REPAIR,"يقبل is a major unvocalized verb homograph: يَقْبَل 'accepts', يُقْبِل 'approaches/comes forward', and يُقَبِّل 'kisses'. Teaching only 'kisses' is materially incorrect for learners.",يقبل,accepts; approaches; comes forward; kisses (depending on vocalization/form),imperfect-present verb
944,PASS,,,,
945,PASS,,,,
946,PASS,,,,
947,REPAIR,"سن also represents the common verb سَنَّ 'enacted/established (a law or practice); sharpened', in addition to سِنّ 'age/tooth'.",سن,age; tooth; enacted; established; sharpened (depending on vocalization/use),noun / perfect-past verb
948,PASS,,,,
949,PASS,,,,
950,PASS,,,,
