rank,status,note,proposed_target,proposed_english,proposed_pos
101,REPAIR,The current gloss omits the basic standalone meaning 'man' and foregrounds contextual senses. Homme should first teach man/adult male; husband is contextual.,homme,man; adult male; husband (context-dependent),noun
102,REPAIR,Partir fundamentally means to leave/depart/go away; the current entry omits this core sense while foregrounding secondary senses.,partir,to leave; to depart; to go away; to start/set off; to die (context-dependent),verb
103,PASS,,,,
104,PASS,,,,
105,PASS,,,,
106,REPAIR,"Arrêter does not generally mean 'to wait'. Core learner meanings are stop/halt, arrest/detain, and stop doing something.",arrêter,to stop; to halt; to arrest; to detain; to stop/cease doing something,verb
107,PASS,,,,
108,PASS,,,,
109,PASS,,,,
110,PASS,,,,
111,PASS,,,,
112,PASS,,,,
113,REPAIR,"The current gloss includes 'to penetrate', which is not a safe core learner equivalent, and omits the central sense 'put/place'.",mettre,"to put; to place; to put on; to set; to take (time, in constructions)",verb
114,REPAIR,Sortir is overwhelmingly a verb in ordinary learner French; the noun POS is dictionary noise for this entry.,sortir,to go out; to come out; to leave; to take out (transitive use),verb
115,REPAIR,'To wonder' requires the reflexive construction se demander; the bare verb demander means ask/request. The gloss should make that distinction explicit.,demander,to ask; to request; to ask for; to wonder (se demander),verb
116,REPAIR,Rester means remain/stay and can mean live/reside; ordinary English 'rest' is not a general equivalent.,rester,to stay; to remain; to live/reside (context-dependent),verb
117,PASS,,,,
118,PASS,,,,
119,PASS,,,,
120,REPAIR,The noun use of vrai is 'the true/the real' rather than simply the noun 'truth' (vérité).,vrai,true; real; genuine; the true/the real (noun use),adjective / noun
121,REPAIR,The current gloss foregrounds marginal/contextual senses and omits the basic meaning 'to know/be acquainted with'.,connaître,to know; to be acquainted/familiar with; to experience; to know about,verb
122,PASS,,,,
123,PASS,,,,
124,PASS,,,,
125,PASS,,,,
126,PASS,,,,
127,PASS,,,,
128,PASS,,,,
129,PASS,,,,
130,PASS,,,,
131,REPAIR,Aider does not mean 'to use'. Its core meanings are help/aid/assist; s'aider de means 'make use of'.,aider,to help; to aid; to assist; to make use of (s'aider de),verb
132,PASS,,,,
133,REPAIR,The 'continuous aspect' note refers to restricted/regional constructions and is not a safe core gloss for standard learner French.,après,after; afterwards; later,adverb / preposition
134,REPAIR,The Citroën model is irrelevant to a high-frequency learner vocabulary entry; the core meaning is friend/male friend.,ami,friend; male friend,noun
135,PASS,,,,
136,PASS,,,,
137,REPAIR,Common understand and mean/intend senses omitted.,,to hear; to understand; to mean/intend (context-dependent),
138,REPAIR,"The current gloss does not clearly distinguish the adverb, adjective, and noun uses. Learners need badly/wrong/ill as well as pain/harm/evil.",mal,badly; wrong; ill; bad; pain; harm; evil,adverb / adjective / noun
139,PASS,,,,
140,PASS,,,,
141,REPAIR,Beaucoup principally means 'a lot; much; many' and only translates as 'very' in limited constructions. The current one-word gloss is misleading.,beaucoup,a lot; much; many; very much,adverb / quantifier
142,PASS,,,,
143,PASS,,,,
144,PASS,,,,
145,PASS,,,,
146,REPAIR,The current entry omits the basic forms of address Mr./Mister/sir and foregrounds a historical royal title.,monsieur,Mr.; Mister; sir; gentleman,noun / title / form of address
147,PASS,,,,
148,PASS,,,,
149,REPAIR,"The current gloss includes obscure contextual senses. For a learner entry, enfant should clearly mean child/kid/offspring.",enfant,child; kid; offspring,noun
150,PASS,,,,
