rank,status,note,proposed_target,proposed_english,proposed_pos
301,PASS,,,,
302,PASS,,,,
303,PASS,,,,
304,PASS,,,,
305,PASS,,,,
306,PASS,,,,
307,PASS,,,,
308,PASS,,,,
309,PASS,,,,
310,PASS,,,,
311,PASS,,,,
312,PASS,,,,
313,PASS,,,,
314,PASS,,,,
315,PASS,,,,
316,PASS,,,,
317,PASS,,,,
318,PASS,,,,
319,PASS,,,,
320,PASS,,,,
321,PASS,,,,
322,PASS,,,,
323,PASS,,,,
324,PASS,,,,
325,PASS,,,,
326,PASS,,,,
327,PASS,,,,
328,PASS,,,,
329,PASS,,,,
330,PASS,,,,
331,PASS,,,,
332,REPAIR,"ذات is most safely taught as 'self/essence' and as the feminine possessive form corresponding to ذو ('having/possessing'); bare 'same' is too context-dependent as a primary gloss.",ذات,"self; essence; having; possessing (feminine form corresponding to ذو, depending on construction)",noun / possessive-relational form
333,PASS,,,,
334,PASS,,,,
335,PASS,,,,
336,PASS,,,,
337,PASS,,,,
338,PASS,,,,
339,PASS,,,,
340,PASS,,,,
341,PASS,,,,
342,PASS,,,,
343,PASS,,,,
344,PASS,,,,
345,PASS,,,,
346,PASS,,,,
347,PASS,,,,
348,PASS,,,,
349,PASS,,,,
350,PASS,,,,
