rank,status,note,proposed_target,proposed_english,proposed_pos
501,PASS,,,,
502,PASS,,,,
503,REPAIR,"داری is a noun/suffix element meaning possession/holding or a state/practice, especially in compounds. 'Content word' is not a POS.",داری,possession; holding; practice/state; -holding/-keeping (especially in compounds),noun / suffix
504,PASS,,,,
505,REPAIR,ذکر in standard Urdu means mention/remembrance/reference. The anatomical gloss comes from a different Arabic vocalization/lexical reading and is not appropriate for this Urdu learner entry.,ذکر,mention; remembrance; reference; discussion,noun
506,PASS,,,,
507,REPAIR,"جائزہ means review/assessment/survey/inspection/examination. 'Present, prize' is erroneous source contamination.",جائزہ,review; assessment; survey; inspection; examination,noun
508,PASS,,,,
509,REPAIR,کن is the plural/oblique interrogative form 'which/whom'. 'Closed-class' is too vague.,کن,"which; whom (plural/oblique interrogative, context-dependent)",interrogative pronoun / determiner
510,REPAIR,اصل centrally means origin/root/basis and also real/original/genuine. 'Fact; stock; bottom' is an unhelpful and partly noisy definition.,اصل,origin; root; basis; original; real; genuine,noun / adjective
511,REPAIR,صاف means clean/clear/pure/plain. The source omits the extremely common 'clear' meaning.,صاف,clean; clear; pure; plain,adjective / adverb
512,PASS,,,,
513,REPAIR,زور centrally means force/strength/power/emphasis; adverbial forcibly can derive from constructions. 'Violence; violently' alone misrepresents the noun.,زور,force; strength; power; emphasis; pressure,noun
514,REPAIR,ادب means literature as well as manners/courtesy/respect. Omitting 'literature' is a major learner defect.,ادب,literature; manners; courtesy; respect; etiquette,noun
515,REPAIR,کالا centrally means black/dark. The source omits 'black' and foregrounds figurative evil/dirty senses.,کالا,"black; dark; black-colored; evil/dark (figurative, context-dependent)",adjective / noun
516,REPAIR,یقین is a noun meaning certainty/belief/conviction/confidence. Adjective POS is incorrect.,یقین,certainty; belief; conviction; confidence,noun
517,PASS,,,,
518,REPAIR,روڈ is the English loan noun 'road'. 'Content word' is not a POS.,روڈ,road,noun
519,PASS,,,,
520,REPAIR,امید means hope/expectation. Pregnancy occurs idiomatically in امید سے 'pregnant' rather than as the standalone core noun meaning; name POS is not needed for the general entry.,امید,hope; expectation; امید سے = pregnant (idiomatic construction),noun
521,PASS,,,,
522,PASS,,,,
523,REPAIR,Central selection/choice senses omitted.,,selection; choice; election,
524,PASS,,,,
525,PASS,,,,
526,PASS,,,,
527,REPAIR,تیز centrally means fast/quick as well as sharp/intense/strong/spicy. Omitting 'fast' is a basic learner error.,تیز,fast; quick; sharp; intense; strong; spicy/hot,adjective / adverb
528,PASS,,,,
529,REPAIR,"دودھ means milk. Coconut liquid may be called coconut milk in context, but 'a woman's breast/nipple' is not a standard standalone meaning and should be removed.",دودھ,milk; coconut milk/liquid (context-dependent),noun
530,PASS,,,,
531,REPAIR,موسم centrally means weather and season; climate is also valid. The source omits 'weather' and leads with generic 'time'.,موسم,weather; season; climate,noun
532,PASS,,,,
533,PASS,,,,
534,PASS,,,,
535,PASS,,,,
536,REPAIR,نماز means ritual prayer/salat/prayer. 'Idolization' is misleading and inappropriate for the standard Urdu meaning.,نماز,prayer; ritual prayer; salat,noun
537,PASS,,,,
538,REPAIR,Common imagination/mental-image sense omitted.,,imagination; mental image; idea; conception,
539,PASS,,,,
540,REPAIR,چنانچہ is a conjunctive adverb/discourse connector meaning therefore/consequently/accordingly. 'Closed-class' is too vague.,چنانچہ,therefore; consequently; accordingly,conjunctive adverb / discourse connector
541,PASS,,,,
542,PASS,,,,
543,PASS,,,,
544,PASS,,,,
545,REPAIR,"معیار centrally means standard/quality/criterion/measure/benchmark. 'Style, way' is peripheral and can confuse a learner.",معیار,standard; quality; criterion; measure; benchmark,noun
546,PASS,,,,
547,PASS,,,,
548,PASS,,,,
549,REPAIR,"عظیم means great/grand/magnificent/vast. It can occur in the divine epithet العظیم, but labeling the ordinary adjective itself as a 'name' is misleading.",عظیم,great; grand; magnificent; vast; عظیم in the divine epithet العظیم (context-dependent),adjective
550,PASS,,,,
