rank,status,note,proposed_target,proposed_english,proposed_pos
751,PASS,,,,
752,PASS,,,,
753,PASS,,,,
754,PASS,,,,
755,PASS,,,,
756,PASS,,,,
757,PASS,,,,
758,REPAIR,"معرض is both مَعْرِض 'exhibition/fair/display' and مُعَرَّض 'exposed/susceptible', a common adjective/passive-participle reading omitted by the current entry.",معرض,"exhibition; fair; display; exposed; susceptible (depending on vocalization/use)",noun / passive participle / adjective
759,PASS,,,,
760,PASS,,,,
761,PASS,,,,
762,PASS,,,,
763,PASS,,,,
764,PASS,,,,
765,PASS,,,,
766,PASS,,,,
767,REPAIR,"حي is a major homograph: حَيّ means 'alive/living' while حَيّ also means a neighborhood/district. Omitting the adjective reading is a serious learner gap.",حي,"alive; living; neighborhood; district",adjective / noun
768,PASS,,,,
769,PASS,,,,
770,PASS,,,,
771,PASS,,,,
772,PASS,,,,
773,PASS,,,,
774,PASS,,,,
775,PASS,,,,
776,PASS,,,,
777,PASS,,,,
778,PASS,,,,
779,PASS,,,,
780,PASS,,,,
781,PASS,,,,
782,PASS,,,,
783,PASS,,,,
784,PASS,,,,
785,PASS,,,,
786,PASS,,,,
787,PASS,,,,
788,PASS,,,,
789,PASS,,,,
790,PASS,,,,
791,PASS,,,,
792,PASS,,,,
793,PASS,,,,
794,PASS,,,,
795,PASS,,,,
796,PASS,,,,
797,REPAIR,"صدر is also the extremely common noun صَدْر 'chest; breast; front/forepart', not only the perfect verb 'was issued/published/came from'.",صدر,"chest; breast; front; was issued; was published; came from (depending on vocalization/use)",noun / perfect-past verb
798,PASS,,,,
799,PASS,,,,
800,PASS,,,,
