rank,status,note,proposed_target,proposed_english,proposed_pos
401,REPAIR,"ساحل means coast/shore/beachfront and is also used as the given name Sahil. The source's specific 'female given name' label is unreliable; Sahil is commonly masculine in South Asia.",ساحل,"coast; shore; Sahil (given name, context-dependent)",noun / name
402,PASS,,,,
403,PASS,,,,
404,PASS,,,,
405,REPAIR,"بس is a major homograph/discourse word: bus; enough/that's enough; only/just; stop! It can also be a stem of بسنا in context. 'Stem' alone is not a learner meaning and adjective POS is not useful.",بس,"bus; enough; that's enough; only/just; stop!; dwell/settle (verb stem, context-dependent)",noun / adverb / interjection / verb stem
406,PASS,,,,
407,PASS,,,,
408,REPAIR,"فائدہ centrally means benefit/advantage/usefulness/profit. The source's bare 'use' can be misleading as the verb 'use'.",فائدہ,"benefit; advantage; usefulness; profit; gain",noun
409,REPAIR,"ہاں is the affirmative particle/interjection 'yes'. Noun POS is incorrect.",ہاں,"yes",particle / interjection
410,PASS,,,,
411,PASS,,,,
412,PASS,,,,
413,PASS,,,,
414,PASS,,,,
415,PASS,,,,
416,PASS,,,,
417,PASS,,,,
418,PASS,,,,
419,PASS,,,,
420,REPAIR,"خدا means God/Lord/deity. 'Husband' is confusion with خداوند or an archaic compound sense and should not be taught as a direct meaning of خدا.",خدا,"God; god; Lord; deity",noun
421,REPAIR,"حملے is an inflected form of حملہ and must explicitly give attack/attacks rather than only inflection labels.",حملے,"attacks; attack (oblique/vocative singular, context-dependent)",noun
422,PASS,,,,
423,REPAIR,"دورہ is a noun meaning visit/tour/round and, in medical contexts, attack/fit. 'Content word' is not a POS.",دورہ,"visit; tour; round; attack/fit (medical/context-dependent)",noun
424,PASS,,,,
425,REPAIR,"جسے is an oblique/dative relative pronoun meaning whom/which/to whom or which. 'Closed-class' is too vague.",جسے,"whom; which; to whom; to which",relative pronoun
426,PASS,,,,
427,PASS,,,,
428,PASS,,,,
429,PASS,,,,
430,PASS,,,,
431,PASS,,,,
432,REPAIR,"واقع in this high-frequency use means located/situated and functions as an adjective/participle, not a verb. It can also mean occurring/actual in related contexts.",واقع,"located; situated; occurring; actual (context-dependent)",adjective / participle
433,PASS,,,,
434,PASS,,,,
435,PASS,,,,
436,PASS,,,,
437,PASS,,,,
438,PASS,,,,
439,PASS,,,,
440,REPAIR,"عالم is a vocalization-dependent homograph: عالَم means world/realm, while عالِم means scholar/learned person. 'Wise; doctor' is imprecise and misses 'scholar'.",عالم,"world; realm; scholar; learned person (depending on vocalization/context)",noun
441,REPAIR,"عورت centrally means woman and can mean wife contextually. 'Pudendum' is contamination from a related Arabic lexical item and should not appear as a standard Urdu meaning.",عورت,"woman; wife (context-dependent)",noun
442,PASS,,,,
443,REPAIR,"دوسرا means second/other/another. The transliteration-like gloss 'doosra' is not an English meaning and should be removed.",دوسرا,"second; other; another",adjective / pronoun
444,PASS,,,,
445,PASS,,,,
446,PASS,,,,
447,PASS,,,,
448,REPAIR,"فٹ is both the English-derived unit 'foot/feet' and the common loan adjective 'fit' in Urdu. The latter homograph is omitted.",فٹ,"foot/feet (unit of measure); fit; fitted (loanword, context-dependent)",noun / adjective
449,REPAIR,"ہمارا means our/ours (masculine singular), not my/mine. The current first-person singular definition is a serious pronoun error.",ہمارا,"our; ours (masculine singular form)",possessive determiner / pronoun
450,PASS,,,,
