rank,status,note,proposed_target,proposed_english,proposed_pos
251,PASS,,,,
252,PASS,,,,
253,PASS,,,,
254,PASS,,,,
255,PASS,,,,
256,PASS,,,,
257,REPAIR,"Formal MSA writes the negative particle and defective verb separately: ما زال, not fused مازال.",ما زال,"still is/was; continues/continued to be",negative particle + defective verb; fixed continuative construction
258,PASS,,,,
259,PASS,,,,
260,PASS,,,,
261,PASS,,,,
262,PASS,,,,
263,PASS,,,,
264,PASS,,,,
265,PASS,,,,
266,PASS,,,,
267,PASS,,,,
268,PASS,,,,
269,REPAIR,"Formal MSA normally writes this fixed modal expression as two words: لا بد.",لا بد,"must; necessarily; inevitably",fixed modal expression
270,PASS,,,,
271,PASS,,,,
272,PASS,,,,
273,REPAIR,"مشروع is also a common adjective meaning lawful/legitimate; the current noun-only entry under-specifies a high-frequency reading.",مشروع,"project; plan; lawful; legitimate",noun / adjective
274,PASS,,,,
275,PASS,,,,
276,PASS,,,,
277,PASS,,,,
278,PASS,,,,
279,PASS,,,,
280,PASS,,,,
281,PASS,,,,
282,REPAIR,"بطولة also commonly means heroism/bravery, not only a championship or tournament.",بطولة,"championship; tournament; heroism",noun
283,REPAIR,"هيئة commonly also means form/appearance/shape; the current institutional glosses omit this major sense.",هيئة,"form; appearance; body; authority; commission; organization",noun
284,PASS,,,,
285,PASS,,,,
286,PASS,,,,
287,PASS,,,,
288,REPAIR,"Unvocalized إذن also represents إِذْن 'permission/authorization'; the current entry gives only the discourse-particle reading.",إذن,"then; therefore; in that case (إِذًا/إذن); permission; authorization (إِذْن)",particle / noun
289,PASS,,,,
290,PASS,,,,
291,PASS,,,,
292,REPAIR,"ألا is also the very common negative-question sequence أَ + لا ('don't/doesn't/isn't... ?'), which is important for learners and is used elsewhere in this workbook.",ألا,"attention/emphasis particle; that not (أَلَّا); don't/doesn't/isn't... ? (أَ + لا)",particle / interrogative particle sequence
293,PASS,,,,
294,PASS,,,,
295,PASS,,,,
296,PASS,,,,
297,PASS,,,,
298,PASS,,,,
299,PASS,,,,
300,PASS,,,,
