rank,status,note,proposed_target,proposed_english,proposed_pos
851,PASS,,,,
852,REPAIR,"Retenir commonly means keep/retain, hold back, remember, and reserve/book. The current gloss omits the high-frequency reservation and holding-back uses.",retenir,"to keep; to retain; to hold back; to remember; to reserve/book",verb
853,PASS,,,,
854,PASS,,,,
855,PASS,,,,
856,REPAIR,"Caméra is not limited to 'movie camera' in modern French; it commonly means camera/video camera.",caméra,"camera; video camera",noun
857,PASS,,,,
858,PASS,,,,
859,PASS,,,,
860,PASS,,,,
861,REPAIR,"Cuisine means not only the room kitchen but also cooking/cuisine. Omitting that basic sense is misleading.",cuisine,"kitchen; cooking; cuisine",noun
862,PASS,,,,
863,PASS,,,,
864,PASS,,,,
865,PASS,,,,
866,PASS,,,,
867,PASS,,,,
868,PASS,,,,
869,REPAIR,"Société commonly means both society and a company/business/corporation. The commercial sense is too basic to omit.",société,"society; company; business; corporation",noun
870,PASS,,,,
871,PASS,,,,
872,PASS,,,,
873,PASS,,,,
874,PASS,,,,
875,PASS,,,,
876,PASS,,,,
877,PASS,,,,
878,PASS,,,,
879,REPAIR,"Gérer should teach manage/handle/run. The source gloss 'to rule, to rock' is slang/noisy and is not an appropriate core learner definition.",gérer,"to manage; to handle; to run",verb
880,PASS,,,,
881,PASS,,,,
882,REPAIR,"Fleur centrally means flower. The current entry omits 'flower' entirely and instead leads with peripheral dictionary senses.",fleur,"flower; blossom",noun
883,PASS,,,,
884,PASS,,,,
885,PASS,,,,
886,REPAIR,"Étranger as a noun commonly means foreigner/stranger, while as an adjective it means foreign. 'Foreigner' should be explicit.",étranger,"foreign; foreigner; stranger; outsider",adjective / noun
887,PASS,,,,
888,PASS,,,,
889,PASS,,,,
890,PASS,,,,
891,PASS,,,,
892,REPAIR,"Action centrally means action. The current entry omits that basic sense and lists only secondary meanings such as campaign, share, and special offer.",action,"action; act; share/stock; campaign; special offer (retail context)",noun
893,PASS,,,,
894,REPAIR,"Remonter has common meanings go back up/climb back up, bring/raise back up, and date/go back to. 'Turn back up' is unclear learner English.",remonter,"to go back up; to climb back up; to bring/raise back up; to wind up; to go/date back to",verb
895,PASS,,,,
896,PASS,,,,
897,PASS,,,,
898,PASS,,,,
899,REPAIR,"Impliquer means involve as well as imply. Omitting 'involve' removes one of its central everyday meanings.",impliquer,"to involve; to imply; to implicate",verb
900,PASS,,,,
