rank,status,note,proposed_target,proposed_english,proposed_pos
701,PASS,,,,
702,PASS,,,,
703,PASS,,,,
704,REPAIR,"Unvocalized فرق covers فَرْق 'difference/separation', فِرَق 'teams/groups', and verbal readings such as 'separated/distinguished'. The current plural-only noun gloss is incomplete and blurs singular/plural readings.",فرق,"difference; separation; teams; groups; separated; distinguished (depending on vocalization/use)",noun / plural noun / perfect-past verb
705,PASS,,,,
706,PASS,,,,
707,PASS,,,,
708,PASS,,,,
709,PASS,,,,
710,PASS,,,,
711,PASS,,,,
712,PASS,,,,
713,PASS,,,,
714,PASS,,,,
715,PASS,,,,
716,PASS,,,,
717,PASS,,,,
718,PASS,,,,
719,REPAIR,"بدل also commonly means an allowance/compensation/substitute payment in modern MSA, in addition to substitute/instead of and verbal readings.",بدل,"substitute; allowance; compensation; instead of; changed; replaced (depending on vocalization/use)",noun / relational expression / perfect-past verb
720,PASS,,,,
721,PASS,,,,
722,PASS,,,,
723,PASS,,,,
724,PASS,,,,
725,PASS,,,,
726,PASS,,,,
727,PASS,,,,
728,REPAIR,"محافظة also commonly means preservation/maintenance/conservation, especially in المحافظة على, not only governorate/province or the feminine adjective conservative.",محافظة,"governorate; province; preservation; maintenance; conservation; conservative/preserving (feminine, depending on use)",noun / verbal noun / adjective
729,REPAIR,"خطر is also the adjective خَطِر 'dangerous' and the verb خَطَرَ 'occurred/came to mind'; these common readings are omitted.",خطر,"danger; risk; dangerous; occurred; came to mind (depending on vocalization/use)",noun / adjective / perfect-past verb
730,PASS,,,,
731,PASS,,,,
732,REPAIR,"يصدق also represents يُصَدِّق 'believes; accepts as true; ratifies/confirms', a very common form omitted by the current truthfulness-only gloss.",يصدق,"is truthful; tells the truth; proves true; believes; accepts as true; confirms/ratifies (depending on vocalization/form)",imperfect-present verb
733,PASS,,,,
734,PASS,,,,
735,PASS,,,,
736,PASS,,,,
737,PASS,,,,
738,PASS,,,,
739,PASS,,,,
740,PASS,,,,
741,PASS,,,,
742,PASS,,,,
743,PASS,,,,
744,PASS,,,,
745,PASS,,,,
746,PASS,,,,
747,PASS,,,,
748,PASS,,,,
749,PASS,,,,
750,PASS,,,,
