rank,status,note,proposed_target,proposed_english,proposed_pos
701,PASS,,,,
702,PASS,,,,
703,REPAIR,ادھر means here/this way/on this side and contextually over there/that way. 'Yonder' is archaic learner English and the entry can be clearer.,ادھر,here; this way; on this side; over there/that way (context-dependent),adverb
704,PASS,,,,
705,PASS,,,,
706,PASS,,,,
707,PASS,,,,
708,PASS,,,,
709,REPAIR,"کلو is used as a nickname/name and can refer to a dark/black-colored person or thing; the latter can be derogatory when referring to skin. The same written form is also the common modern loanword 'kilo/kilogram', which the existing repair still omits.",کلو,"Kallu/Kallo (nickname/name); dark/black-colored person or thing (can be derogatory when referring to skin); kilo/kilogram (loanword, context-dependent)",noun / name
710,PASS,,,,
711,PASS,,,,
712,REPAIR,ٹھیک very commonly means okay/fine/correct/right as well as exactly/properly. The current gloss omits the basic conversational meanings.,ٹھیک,okay; fine; correct; right; exactly; properly,adjective / adverb / interjection
713,PASS,,,,
714,PASS,,,,
715,PASS,,,,
716,PASS,,,,
717,PASS,,,,
718,PASS,,,,
719,PASS,,,,
720,PASS,,,,
721,REPAIR,نقشہ centrally means map and also plan/layout/diagram/blueprint. Omitting 'map' is a major learner defect.,نقشہ,map; plan; layout; diagram; blueprint,noun
722,PASS,,,,
723,REPAIR,کریم is a major homograph: karīm means generous/noble and is a common name; cream is also borrowed as کریم. The source lists only the given name.,کریم,"generous; noble; Kareem/Karim (name); cream (loanword, context-dependent)",adjective / name / noun
724,REPAIR,ابو is commonly used for dad/father and is also Arabic Abū 'father of' in names/kunyas. Defining it only as a diminutive of ابا is not learner-friendly.,ابو,dad; father; Abu/father of (in Arabic-style names and kunyas),noun / name element
725,PASS,,,,
726,PASS,,,,
727,REPAIR,دفعہ very commonly means time/occasion ('once/twice') and section/article/clause in legal texts. The source's 'group; class in school' misses these core senses.,دفعہ,time; occasion; section; article; clause (especially legal),noun
728,REPAIR,راستے is an inflected form of راستہ and must explicitly give road/way/route/path rather than only inflection labels.,راستے,"roads; ways; routes; paths; road/way (oblique/vocative singular, context-dependent)",noun
729,PASS,,,,
730,PASS,,,,
731,REPAIR,"وسیع means wide/broad/extensive/spacious and is an adjective, not a noun.",وسیع,wide; broad; extensive; spacious; vast,adjective
732,REPAIR,غیرت means honor/self-respect/sense of dignity and can involve modesty/shame in cultural contexts. 'Shame; bashfulness' alone risks reversing the core meaning.,غیرت,honor; self-respect; dignity; sense of honor; modesty/shame (context-dependent),noun
733,PASS,,,,
734,PASS,,,,
735,PASS,,,,
736,PASS,,,,
737,PASS,,,,
738,REPAIR,مرکز centrally means center/centre/hub/headquarters. 'Capital' can occur contextually but 'centerpoint' is awkward learner English.,مرکز,center; centre; hub; headquarters; central point,noun
739,PASS,,,,
740,PASS,,,,
741,REPAIR,انکار centrally means refusal/denial/rejection. 'Deviation; abstinence; refrain' are not appropriate core learner glosses.,انکار,refusal; denial; rejection,noun
742,PASS,,,,
743,REPAIR,کھانا means food/meal and to eat. 'Cooked rice' is not the ordinary general meaning and should be removed.,کھانا,food; meal; to eat,noun / verb
744,REPAIR,موضوع centrally means topic/subject/theme. The source instead lists etymological participial senses such as placed/manufactured and omits the basic learner meaning.,موضوع,topic; subject; theme; matter,noun
745,REPAIR,"پیدائش means birth/origin/creation. 'Wages, earnings' is erroneous source contamination.",پیدائش,birth; origin; creation; genesis,noun
746,PASS,,,,
747,REPAIR,دار is widely used as a suffix meaning holder/possessor/having (e.g. ذمہ دار) and as a noun for gallows in another reading. 'Seat; wife; wood' is unrelated source noise.,دار,"holder; possessor; having/-ful (suffix); gallows (noun, context-dependent)",suffix / noun
748,REPAIR,جنہیں is a plural oblique/dative relative pronoun meaning whom/which/to whom or which. 'Closed-class' is too vague.,جنہیں,whom; which; to whom; to which (plural),relative pronoun
749,REPAIR,کرو is the extremely common familiar/plural imperative of کرنا meaning 'do!/make!'. The source instead leads with the mythological proper name Kuru and omits the Urdu verb meaning.,کرو,"do!; make! (imperative form of کرنا); Kuru (proper name, rare/context-dependent)",imperative verb form / proper name
750,PASS,,,,
