rank,status,note,proposed_target,proposed_english,proposed_pos
851,PASS,,,,
852,PASS,,,,
853,PASS,,,,
854,PASS,,,,
855,PASS,,,,
856,PASS,,,,
857,PASS,,,,
858,REPAIR,"ضرب also commonly means multiplication in mathematics, in addition to hitting/striking and the verb hit/struck.",ضرب,hitting; striking; strike; multiplication; hit; struck (depending on use),noun / perfect-past verb
859,PASS,,,,
860,PASS,,,,
861,PASS,,,,
862,PASS,,,,
863,PASS,,,,
864,PASS,,,,
865,PASS,,,,
866,PASS,,,,
867,PASS,,,,
868,PASS,,,,
869,PASS,,,,
870,PASS,,,,
871,REPAIR,Distinct standard unvocalized elative reading omitted.,,"selves; souls; more precious/valuable (أَنْفَس, different vocalization)",
872,PASS,,,,
873,REPAIR,"أوسط is primarily an elative/adjectival form meaning middle/central/intermediate, not simply a noun; the current POS is misleading.",أوسط,middle; central; intermediate; middlemost,elative adjective / adjective
874,PASS,,,,
875,REPAIR,Common correspondence sense omitted.,,speech; address; discourse; letter/formal communication,
876,PASS,,,,
877,PASS,,,,
878,REPAIR,"سيئة is also the common noun 'bad deed; wrongdoing; sin', not only the feminine adjective 'bad/poor'.",سيئة,bad; poor (feminine); bad deed; wrongdoing; sin,adjective / noun
879,PASS,,,,
880,PASS,,,,
881,PASS,,,,
882,REPAIR,"قرب also commonly represents قُرْب 'nearness/proximity', not only the perfect verb 'approached/came near'.",قرب,nearness; proximity; approached; came near (depending on vocalization/use),noun / perfect-past verb
883,PASS,,,,
884,REPAIR,The unvocalized form omits the common concrete noun عَقِب 'heel/rear of the foot'; Cairo Arabic Academy explicitly records this sense.,,heel; back/rear; after; following; commented/followed up (depending on vocalization/use),
885,PASS,,,,
886,REPAIR,"مُرّ 'bitter' is an adjective, not a noun; the same unvocalized form also represents مَرَّ 'passed/went by'.",مر,bitter; passed; went by (depending on vocalization/use),adjective / perfect-past verb
887,PASS,,,,
888,PASS,,,,
889,PASS,,,,
890,PASS,,,,
891,PASS,,,,
892,PASS,,,,
893,PASS,,,,
894,REPAIR,The testimony/attestation sense is central to شهد and is not conveyed by 'observes'.,,witnesses; observes; testifies; bears witness/attests,
895,REPAIR,سر is not only سِرّ 'secret'; it also represents the common imperative سِرْ 'go!/proceed!' and the verb سَرَّ 'pleased/delighted'.,سر,secret; go!; proceed!; pleased; delighted (depending on vocalization/use),noun / imperative verb / perfect-past verb
896,PASS,,,,
897,PASS,,,,
898,PASS,,,,
899,PASS,,,,
900,PASS,,,,
