rank,status,note,proposed_target,proposed_english,proposed_pos
451,PASS,,,,
452,PASS,,,,
453,REPAIR,دیکھنے is an inflected/oblique infinitive form of دیکھنا and must provide the lexical meaning see/watch/look rather than only grammatical labels.,دیکھنے,to see; to watch; to look at; seeing/watching (oblique infinitive form),verb form
454,REPAIR,آر is the name/representation of the Latin letter R. 'Content word' is not a POS.,آر,the letter R (especially in acronyms),letter name / noun
455,PASS,,,,
456,PASS,,,,
457,PASS,,,,
458,PASS,,,,
459,REPAIR,"خط means letter/correspondence but also line, handwriting/script, or route/line in compounds. The basic 'line' sense is omitted.",خط,letter; correspondence; line; handwriting/script,noun
460,PASS,,,,
461,PASS,,,,
462,PASS,,,,
463,REPAIR,Central selected/chosen senses omitted.,,selected; chosen; elected,
464,PASS,,,,
465,PASS,,,,
466,PASS,,,,
467,PASS,,,,
468,PASS,,,,
469,PASS,,,,
470,PASS,,,,
471,PASS,,,,
472,PASS,,,,
473,REPAIR,شاعر means poet. 'Humorist; traditional comedian' is source contamination and should not be taught as core Urdu meaning.,شاعر,poet,noun
474,REPAIR,نوجوان means young/youthful adjectivally and a young person/youth as a noun. The noun meaning is missing despite noun POS.,نوجوان,young; youthful; young person; youth,adjective / noun
475,PASS,,,,
476,PASS,,,,
477,REPAIR,سن is a major homograph: age/year/date (san) and the informal imperative 'listen!' from سننا (sun). The source lists only age and misses both highly common uses.,سن,"age; year/date; listen! (informal imperative of سننا, context-dependent)",noun / imperative verb form
478,PASS,,,,
479,REPAIR,ون represents the English loan 'one' in compounds and can also mean forest/wood in literary vocabulary. 'Content word' is not a POS.,ون,"one (English loan, especially in compounds); forest/wood (literary)",numeral loan / noun
480,PASS,,,,
481,PASS,,,,
482,PASS,,,,
483,PASS,,,,
484,PASS,,,,
485,REPAIR,تبدیل means change/alteration/conversion or changed/converted in participial use. The source mixes noun and English verb glosses while marking noun only.,تبدیل,change; alteration; conversion; changed/converted (context-dependent),noun / adjective-participle
486,PASS,,,,
487,REPAIR,"دوبارہ is the adverb again/anew/once more, not an adjective.",دوبارہ,again; anew; once more; a second time,adverb
488,REPAIR,ہفتے is an inflected form of ہفتہ and must state week/weeks rather than only grammatical labels.,ہفتے,"weeks; week (oblique/vocative singular, context-dependent)",noun
489,REPAIR,قیادت means leadership/command/guidance. 'Constituency' is not a normal direct meaning and should be removed.,قیادت,leadership; command; guidance,noun
490,PASS,,,,
491,REPAIR,اثر means effect/influence/impact/impression. 'Impress' is an English verb and not a direct noun gloss.,اثر,effect; influence; impact; impression,noun
492,REPAIR,"چین is a major homograph: peace/rest/comfort/relief, China, and the English loan chain. The everyday peace/rest meaning is entirely missing.",چین,"peace; rest; comfort; relief; China; chain (loanword, context-dependent)",noun / proper noun
493,PASS,,,,
494,PASS,,,,
495,PASS,,,,
496,PASS,,,,
497,PASS,,,,
498,PASS,,,,
499,PASS,,,,
500,PASS,,,,
