rank,status,note,proposed_target,proposed_english,proposed_pos
251,REPAIR,"جلد is a major homograph: جلد/jald means soon/quickly, while jild means skin and a book volume/binding. Adverb POS is missing.",جلد,soon; quickly; skin; hide; book volume; binding/cover (depending on pronunciation/context),adverb / noun
252,REPAIR,آیا should lead with the extremely common verb form 'came/arrived'; ayah/nurse is a distinct loanword/homograph and should be secondary.,آیا,"came; arrived (masculine singular perfect of آنا); ayah/nursemaid (noun, context-dependent)",verb form / noun
253,PASS,,,,
254,PASS,,,,
255,REPAIR,"کل is a crucial Urdu homograph meaning yesterday or tomorrow depending on context, and کُل means all/total; it can also mean machine/device in another reading. The source's 'bald; dumb' is erroneous/noisy and omits the dominant time meanings.",کل,yesterday; tomorrow; all; total; machine/device (context-dependent),adverb / noun / adjective-quantifier
256,PASS,,,,
257,REPAIR,او is an interjection/vocative 'O!/oh!' and can name the Latin letter O. The listed adverb/preposition/pronoun POS tags are incorrect noise.,او,O!; oh!; the letter O (context-dependent),interjection / letter name
258,PASS,,,,
259,REPAIR,علاقے is an inflected form of علاقہ and must explicitly give areas/regions/area rather than only inflection labels.,علاقے,"areas; regions; area/region (oblique/vocative singular, context-dependent)",noun
260,PASS,,,,
261,PASS,,,,
262,REPAIR,"کس is the singular oblique interrogative pronoun 'whom/which/of whom etc.', not a noun in its dominant grammatical use.",کس,"whom; which; whose/of whom (singular oblique interrogative, context-dependent)",interrogative pronoun
263,REPAIR,بڑھ is the stem/imperative base of بڑھنا meaning increase/grow/advance. 'Content word' is not a POS.,بڑھ,increase; grow; advance (stem/imperative base of بڑھنا),verb stem
264,PASS,,,,
265,REPAIR,The modern English loan 'car' is written کار and is an A1 Urdu equivalent in Cambridge; the current entry omits this extremely common homograph.,,car (English loan); function; duty; use; work; occupation; action; -er/agent-forming element,
266,REPAIR,Current one-word gloss omits several central senses.,,statement; declaration; description; account; narration; exposition,
267,REPAIR,اختیار should teach authority/power/control/choice/discretion/option. 'Imprimatur' is a rare dictionary artifact and should not lead a general learner entry.,اختیار,authority; power; control; choice; discretion; option,noun
268,PASS,,,,
269,PASS,,,,
270,PASS,,,,
271,PASS,,,,
272,PASS,,,,
273,PASS,,,,
274,REPAIR,Central right/entitlement sense omitted.,,right; entitlement/claim; truth; righteousness; portion/share; duty/obligation,
275,PASS,,,,
276,PASS,,,,
277,PASS,,,,
278,REPAIR,ماہ very commonly means month in Urdu; the Persian/literary moon/beloved senses are secondary. Omitting 'month' is a major learner defect.,ماہ,"month; moon (literary/Persian-derived); beloved (poetic, context-dependent)",noun
279,PASS,,,,
280,REPAIR,رائے centrally means opinion/view/advice and can mean vote. 'King' is a separate title/name reading (Rai/Rae) and should not lead the learner entry.,رائے,opinion; view; advice; vote,noun
281,PASS,,,,
282,PASS,,,,
283,PASS,,,,
284,REPAIR,سابق means former/previous/ex-/past. 'Teacher; lecturer' is erroneous source contamination and should be removed.,سابق,former; previous; ex-; past,adjective / noun (context-dependent)
285,REPAIR,اچھی should give the direct learner meaning good/nice/well (feminine) rather than only refer to the masculine dictionary form.,اچھی,good; nice; well (feminine form of اچھا),adjective
286,PASS,,,,
287,PASS,,,,
288,PASS,,,,
289,PASS,,,,
290,REPAIR,جان means life/soul/spirit and is also used affectionately for a dear/beloved person. The current entry is understandable but omits the very common affectionate use.,جان,life; soul; spirit; vitality; dear/beloved (affectionate use),noun
291,REPAIR,بھائی centrally means brother. The source lists bro/cousin/any male person but inexplicably omits the basic family meaning.,بھائی,brother; bro; male cousin (context-dependent); male friend/fellow (informal),noun
292,REPAIR,اندر means inside/in/within and functions primarily as an adverb/noun/postpositional element. Adjective and name POS are dictionary noise here.,اندر,inside; in; within; interior,adverb / noun / postpositional element
293,PASS,,,,
294,REPAIR,طلب means demand/request/requirement as well as desire/yearning. The current gloss is too narrow.,طلب,demand; request; desire; yearning; requirement,noun
295,REPAIR,"واپس functions primarily as an adverb meaning back/again/returned, not simply an adjective.",واپس,back; again; returned; restored,adverb / adjective-participle
296,PASS,,,,
297,PASS,,,,
298,REPAIR,سر is the noun head/top and the honorific loan 'sir'. Adjective/adverb POS are unnecessary for the core learner entry.,سر,head; top; sir (honorific),noun / honorific
299,PASS,,,,
300,REPAIR,قوم means nation/people/community/ethnic group. 'Race' can be misleading in modern English and should be framed as ethnicity/people rather than biological race.,قوم,nation; people; community; ethnic group,noun
