rank,status,note,proposed_target,proposed_english,proposed_pos
51,PASS,,,,
52,PASS,,,,
53,REPAIR,ہوں is the first-person singular present form of ہونا and should give the direct learner gloss 'am' rather than only grammatical metadata.,ہوں,"am; be/may be (subjunctive, context-dependent)",verb
54,PASS,,,,
55,REPAIR,Major unvocalized homograph property/possession omitted.,,"country; land; state/realm; property/possession (مِلْک, different vocalization)",
56,REPAIR,"بات commonly means talk/conversation as well as thing, point, matter, or saying. The conversational sense is too basic to omit.",بات,talk; conversation; thing; point; matter; saying,noun
57,REPAIR,طرح centrally means way/manner/method/type/kind. 'Condition' is not an appropriate core learner gloss here.,طرح,way; manner; method; type; kind,noun
58,PASS,,,,
59,PASS,,,,
60,PASS,,,,
61,REPAIR,دو is both the numeral two and the very common informal imperative of دینا: 'give!'. Numeral-only treatment hides a major homograph.,دو,two; give! (informal imperative of دینا),numeral / imperative verb form
62,REPAIR,ہوا is the noun air/wind/breeze and also the masculine singular perfect form of ہونا meaning happened/became/was. Verb POS is listed but the verb meaning is missing.,ہوا,air; wind; breeze; happened; became; was (masculine singular form of ہونا),noun / verb form
63,REPAIR,دی is the feminine singular perfect form of دینا ('gave'). 'Content word' is not an adequate learner POS.,دی,gave (feminine singular form of دینا),verb form
64,PASS,,,,
65,PASS,,,,
66,REPAIR,حاصل has noun uses such as result/outcome and adjectival/participial uses such as obtained/acquired. Adjective-only POS contradicts the noun meanings already listed.,حاصل,result; outcome; obtained; acquired; achieved,noun / adjective / participial form
67,PASS,,,,
68,PASS,,,,
69,PASS,,,,
70,REPAIR,"سی is a resemblance/comparative element meaning like/as/-like, especially the feminine form. 'Closed-class' is too vague for learner grammar.",سی,like; as; -like (feminine resemblance/comparative form),resemblance/comparative particle
71,PASS,,,,
72,PASS,,,,
73,REPAIR,پہلے is very commonly an adverb meaning before/earlier/previously as well as an inflected form related to پہلا 'first'. Adjective-only POS is incomplete.,پہلے,before; earlier; previously; first,adverb / adjective
74,REPAIR,"کچھ means some but also something, a little, and in context any. A one-word gloss is too narrow for this high-frequency item.",کچھ,some; something; a little; any (context-dependent),quantifier / pronoun / adverb
75,REPAIR,صرف centrally means only/just/solely. 'Busy' is incorrect dictionary noise; noun uses such as expenditure/spending and morphology are specialized secondary senses.,صرف,"only; just; solely; expenditure/spending; morphology (grammar, specialized)",adverb / noun
76,PASS,,,,
77,REPAIR,سال is the ordinary Urdu noun 'year'. 'Hall' and 'house' are spurious cross-language/dictionary noise in this learner entry.,سال,year,noun
78,PASS,,,,
79,PASS,,,,
80,PASS,,,,
81,PASS,,,,
82,REPAIR,"لیے most commonly occurs in کے لیے 'for', but it is also a plural/oblique perfect form of لینا meaning taken. Verb-only POS does not account for the compound-postposition use.",لیے,"for; for the sake of (in کے لیے); taken (form of لینا, context-dependent)",verb form / compound-postposition component
83,PASS,,,,
84,PASS,,,,
85,REPAIR,اسی is a major homograph: it can mean eighty (assī) or 'this/that very; the same' (isī). The current entry teaches only the numeral and misses the extremely common pronominal/emphatic use.,اسی,eighty; this very; that very; the same (context-dependent),numeral / emphatic pronoun-determiner form
86,REPAIR,خلاف is commonly used in کے خلاف 'against' and also means opposition/contrary. Adjective-only POS is too narrow.,خلاف,against; contrary to; opposed to; opposition,noun / postpositional expression / adjective
87,PASS,,,,
88,PASS,,,,
89,PASS,,,,
90,PASS,,,,
91,REPAIR,"افراد is the plural of فرد and means individuals/persons/members. The current gloss 'kinds, types, species' is incorrect.",افراد,individuals; persons; members,noun
92,PASS,,,,
93,REPAIR,جن is commonly the plural oblique relative pronoun 'whom/which/those who'; the same spelling can also denote jinn. Noun-only POS hides the dominant grammatical use.,جن,"whom; which; those who (plural oblique relative pronoun); jinn (noun, context-dependent)",relative pronoun / noun
94,PASS,,,,
95,PASS,,,,
96,REPAIR,"آ is the verb stem/imperative of آنا meaning come/come!, not merely a 'character'.",آ,come; come! (stem/imperative of آنا),verb stem / imperative
97,PASS,,,,
98,PASS,,,,
99,PASS,,,,
100,PASS,,,,
