rank,status,note,proposed_target,proposed_english,proposed_pos
551,PASS,,,,
552,PASS,,,,
553,REPAIR,"Retard means both delay and lateness; the latter is central in en retard = late.",retard,"delay; lateness (en retard = late)",noun
554,PASS,,,,
555,PASS,,,,
556,PASS,,,,
557,PASS,,,,
558,PASS,,,,
559,PASS,,,,
560,PASS,,,,
561,PASS,,,,
562,PASS,,,,
563,REPAIR,"The intransitive/reflexive idea 'be interested' is expressed with s'intéresser à; bare intéresser means interest/concern. The gloss should distinguish them.",intéresser,"to interest; to concern; to be interested in (s'intéresser à)",verb
564,PASS,,,,
565,PASS,,,,
566,REPAIR,"Clair is primarily clear/light/bright/pale. English 'clearly' is not a normal direct adjective gloss; adverbial uses are construction-dependent.",clair,"clear; light; bright; pale; open/clear area (noun use, context-dependent)",adjective / noun
567,PASS,,,,
568,PASS,,,,
569,PASS,,,,
570,PASS,,,,
571,PASS,,,,
572,PASS,,,,
573,PASS,,,,
574,PASS,,,,
575,REPAIR,"'Back' is not a normal meaning of grave. Core learner senses are serious/severe/grave and low-pitched/deep.",grave,"serious; severe; grave; deep; low-pitched",adjective
576,PASS,,,,
577,REPAIR,"Vivant also functions as a noun meaning a living person/being; noun POS is listed but the noun meaning is absent.",vivant,"alive; living; living person/being",adjective / noun
578,PASS,,,,
579,PASS,,,,
580,PASS,,,,
581,PASS,,,,
582,PASS,,,,
583,PASS,,,,
584,PASS,,,,
585,REPAIR,"Libre should foreground free/available/vacant/unoccupied; 'freestyle' is a specialized use and should not lead the learner gloss.",libre,"free; at liberty; available; vacant; unoccupied; free/open",adjective
586,PASS,,,,
587,PASS,,,,
588,PASS,,,,
589,PASS,,,,
590,REPAIR,"Baiser has a strong modern register split: as a noun it means kiss; as a verb it commonly means 'to fuck' (vulgar), while the older/literary verbal 'kiss' survives in limited use. This must be labeled to avoid a serious learner mistake.",baiser,"kiss (noun); to fuck (verb, vulgar); to kiss (verb, older/literary)",noun / verb (register-sensitive)
591,PASS,,,,
592,PASS,,,,
593,PASS,,,,
594,REPAIR,"Bare taire is transitive ('to keep quiet/conceal/not say'); the intransitive 'be quiet/fall silent' is se taire. The current gloss conflates them.",taire,"to keep quiet; to conceal; not to say; to be quiet/fall silent (se taire)",verb
595,PASS,,,,
596,PASS,,,,
597,PASS,,,,
598,PASS,,,,
599,PASS,,,,
600,PASS,,,,
