rank,status,note,proposed_target,proposed_english,proposed_pos
451,PASS,,,,
452,PASS,,,,
453,PASS,,,,
454,PASS,,,,
455,PASS,,,,
456,PASS,,,,
457,PASS,,,,
458,PASS,,,,
459,PASS,,,,
460,PASS,,,,
461,PASS,,,,
462,PASS,,,,
463,PASS,,,,
464,PASS,,,,
465,PASS,,,,
466,PASS,,,,
467,REPAIR,Post-repair Arabic re-audit commit 5df7384c9306631decbc1b1b1906cdf9e2b924d5 intentionally simplified the POS metadata after the semantic repair; synchronize the ledger to the accepted current learner source.,دوري,league; periodic; my turn; my role (depending on vocalization/use),noun / adjective
468,PASS,,,,
469,PASS,,,,
470,PASS,,,,
471,PASS,,,,
472,PASS,,,,
473,PASS,,,,
474,PASS,,,,
475,PASS,,,,
476,PASS,,,,
477,PASS,,,,
478,PASS,,,,
479,PASS,,,,
480,PASS,,,,
481,REPAIR,"وحدة also commonly means loneliness/solitude (وَحْدة), in addition to unit/unity (وَحْدة/وِحْدة depending usage).",وحدة,unit; unity; loneliness; solitude (depending on vocalization/use),noun
482,PASS,,,,
483,PASS,,,,
484,PASS,,,,
485,PASS,,,,
486,PASS,,,,
487,PASS,,,,
488,PASS,,,,
489,PASS,,,,
490,PASS,,,,
491,PASS,,,,
492,PASS,,,,
493,PASS,,,,
494,PASS,,,,
495,PASS,,,,
496,REPAIR,Everyday stair/step sense is omitted; Cairo Arabic Academy lists a stair step as a core sense.,,degree; grade; level; step/stair; rank,
497,PASS,,,,
498,PASS,,,,
499,PASS,,,,
500,PASS,,,,
