rank,status,note,proposed_target,proposed_english,proposed_pos
201,PASS,,,,
202,PASS,,,,
203,REPAIR,Travail primarily means work/labor/job. 'Workplace' is normally expressed through a construction such as au travail rather than as the bare noun's basic meaning.,travail,work; labor; job,noun
204,PASS,,,,
205,PASS,,,,
206,PASS,,,,
207,REPAIR,Same spelling also serves as plural of fil; form-based deck includes homographs.,,"son/sons; threads/wires (plural of fil, different pronunciation/context)",
208,PASS,,,,
209,REPAIR,"The current gloss omits the central senses of coup and instead gives obscure/contextual ones. Learners need blow/hit, shot, stroke/move, and the many fixed-expression uses.",coup,blow; hit; stroke; shot; move; sudden action/event; time/instance (in expressions),noun
210,PASS,,,,
211,PASS,,,,
212,PASS,,,,
213,REPAIR,Manger is primarily a verb 'to eat'. The noun label is rare/marked and is unnecessary without a noun gloss in a beginner entry.,manger,to eat,verb
214,REPAIR,Meilleur can mean both 'better' and 'best' depending on construction and also functions substantivally as 'the best'.,meilleur,better; best; the best (noun use),adjective / noun
215,PASS,,,,
216,PASS,,,,
217,REPAIR,The current 'gulp down with relish' sense is slang/contextual and should not compete with the core learner meaning. Envoyer primarily means send/dispatch and can mean throw/send off.,envoyer,to send; to dispatch; to send off; to throw (context-dependent),verb
218,PASS,,,,
219,PASS,,,,
220,REPAIR,The verbal meaning 'remember' occurs in the pronominal construction se souvenir de; the entry should make that explicit rather than presenting souvenir as an ordinary bare verb.,souvenir,memory; souvenir; remembrance; to remember (se souvenir de),noun / pronominal verb component
221,REPAIR,The entry should label register. Merde is vulgar and is used both as a noun and an exclamation.,merde,shit; damn!/shit! (vulgar),noun / interjection (vulgar)
222,PASS,,,,
223,PASS,,,,
224,REPAIR,"The POS list includes adjective and noun readings that are absent from the gloss. Pendant is 'during/for' as a preposition, while pendant also means hanging and a pendant as adjective/noun; 'while' normally appears in pendant que.",pendant,during; for (a duration); while (pendant que); hanging; pendant,preposition / adjective / noun
225,PASS,,,,
226,PASS,,,,
227,PASS,,,,
228,PASS,,,,
229,PASS,,,,
230,PASS,,,,
231,PASS,,,,
232,PASS,,,,
233,PASS,,,,
234,PASS,,,,
235,REPAIR,Histoire centrally means both history and story; omitting 'history' is a major learner error.,histoire,history; story; account,noun
236,REPAIR,"Marcher centrally means walk and, very commonly, work/function ('ça marche'). 'Believe' is not a safe general gloss.",marcher,to walk; to work; to function; to go; to march,verb
237,PASS,,,,
238,REPAIR,Tirer means pull/draw/shoot; 'leave a place' requires the informal pronominal construction se tirer. The gloss should distinguish it.,tirer,"to pull; to draw; to shoot; to drag; to get away/leave (se tirer, informal)",verb
239,PASS,,,,
240,PASS,,,,
241,PASS,,,,
242,PASS,,,,
243,PASS,,,,
244,REPAIR,"Importer also very commonly means 'to matter/be important' in constructions such as peu importe / qu'importe, not only 'to import'.",importer,to import; to matter; to be important (often impersonal),verb
245,PASS,,,,
246,PASS,,,,
247,PASS,,,,
248,PASS,,,,
249,REPAIR,The current gloss 'newborn' is not an appropriate core meaning. Part means part/share/portion and appears in many fixed expressions.,part,part; share; portion; side,noun
250,PASS,,,,
