rank,status,note,proposed_target,proposed_english,proposed_pos
651,PASS,,,,
652,PASS,,,,
653,PASS,,,,
654,PASS,,,,
655,REPAIR,"Ferme is the noun 'farm' and adjective 'firm'; the same spelling is also the verb form 'closes/shuts' from fermer. The specialized roof-truss sense should not obscure those basics.",ferme,"farm; firm; closes/shuts (form of fermer); roof truss (specialized)",noun / adjective / finite verb form
656,PASS,,,,
657,REPAIR,"Complètement is an adverb meaning completely/entirely/fully. The noun label is dictionary noise for this learner entry.",complètement,"completely; entirely; fully",adverb
658,REPAIR,"Doute is the noun 'doubt', but it is also a common finite/imperative form of douter ('doubts; doubt!').",doute,"doubt; doubts; doubt! (forms of douter, context-dependent)",noun / finite verb form / imperative form
659,PASS,,,,
660,PASS,,,,
661,REPAIR,"Approcher means approach/bring closer; in reflexive use s'approcher means come near/approach. 'Bring close together' alone is too narrow.",approcher,"to approach; to bring closer; to come near/approach (s'approcher)",verb
662,PASS,,,,
663,PASS,,,,
664,PASS,,,,
665,REPAIR,"The current entry gives only the anatomical vulgar noun. In modern colloquial French, con is very commonly the adjective/noun insult 'stupid; idiot/jerk/asshole'. Register must be explicit.",con,"stupid; dumb; idiot; jerk/asshole; cunt (vulgar, context-dependent)",adjective / noun (vulgar/informal)
666,REPAIR,"The entry lists noun/verb POS but gives only noun senses. Lancer as a verb means throw, launch, start/set off; as a noun it can mean throw/pitch/shot.",lancer,"to throw; to launch; to start/set off; throw; pitch; shot",verb / noun
667,REPAIR,"Fier is the adjective proud, while se fier à means trust/rely on and the rare transitive fier can entrust. The verb POS has no matching meaning in the current entry.",fier,"proud; to trust/rely on (se fier à); to entrust (rare/formal)",adjective / verb
668,PASS,,,,
669,PASS,,,,
670,PASS,,,,
671,PASS,,,,
672,PASS,,,,
673,PASS,,,,
674,REPAIR,"Bordel is vulgar/informal. It means brothel and colloquially a mess/chaos or an exclamation like damn/fuck; the register must be labeled.",bordel,"brothel; mess; chaos; damn!/fuck! (vulgar/informal)",noun / interjection-like exclamation (vulgar/informal)
675,PASS,,,,
676,PASS,,,,
677,PASS,,,,
678,PASS,,,,
679,PASS,,,,
680,REPAIR,"For learner use autour is the adverb 'around' and occurs in autour de = around/about. The noun label reflects an unrelated rare homograph and adds noise.",autour,"around; nearby; around/about (autour de)",adverb / prepositional-expression component
681,REPAIR,"Règle means rule/regulation and also the common physical noun ruler; the same form is also a finite verb form of régler. 'Ruler' is missing.",règle,"rule; regulation; ruler; regulates/adjusts (form of régler, context-dependent)",noun / finite verb form
682,PASS,,,,
683,PASS,,,,
684,REPAIR,"Journal means newspaper/journal/diary/log and can mean a news bulletin. 'Newsbreak' is not the best learner gloss, and diary/journal is missing.",journal,"newspaper; journal; diary; log; news bulletin",noun
685,PASS,,,,
686,PASS,,,,
687,PASS,,,,
688,REPAIR,"Dégager centrally means clear/free/release and give off/emit. 'Get out of here' is the imperative/slang use dégage!, not the general infinitive meaning.",dégager,"to clear; to free; to release; to give off/emit; get out! (dégage!, informal)",verb
689,PASS,,,,
690,PASS,,,,
691,PASS,,,,
692,PASS,,,,
693,PASS,,,,
694,PASS,,,,
695,PASS,,,,
696,REPAIR,"Ennemi can be the noun enemy and the adjective enemy/hostile; adjective POS is listed but the adjective meaning is missing.",ennemi,"enemy; hostile; enemy (attributive adjective)",noun / adjective
697,PASS,,,,
698,PASS,,,,
699,PASS,,,,
700,REPAIR,"Bare retirer means remove/withdraw/take out/take off. 'Retire/withdraw oneself' is commonly se retirer; the entry should distinguish the reflexive use.",retirer,"to remove; to withdraw; to take out; to take off; to retire/withdraw oneself (se retirer)",verb
