rank,status,note,proposed_target,proposed_english,proposed_pos
351,REPAIR,Post-repair Arabic re-audit commit 5df7384c9306631decbc1b1b1906cdf9e2b924d5 intentionally refined this already-applied card; synchronize the ledger to the accepted current learner source.,مجرد,mere; abstract/bare; simply/once in bi-mujarrad constructions,adjective / noun; adverbial expression with bi-
352,PASS,,,,
353,PASS,,,,
354,PASS,,,,
355,PASS,,,,
356,PASS,,,,
357,PASS,,,,
358,REPAIR,"تقدم also commonly means 'came forward/advanced' and, in common modern usage, 'applied' (e.g. for a job); the existing gloss under-specifies the verb reading.",تقدم,progress; advance; advanced; came forward; applied (depending on use),noun / perfect-past verb
359,PASS,,,,
360,REPAIR,"Unvocalized عبر also represents عِبَر, the plural 'lessons/morals', a common noun reading omitted by the entry.",عبر,through; via; across; lessons; morals; crossed/passed through; expressed (depending on vocalization/use),relational/adverbial noun / plural noun / perfect-past verb
361,PASS,,,,
362,PASS,,,,
363,PASS,,,,
364,PASS,,,,
365,PASS,,,,
366,PASS,,,,
367,PASS,,,,
368,PASS,,,,
369,PASS,,,,
370,PASS,,,,
371,PASS,,,,
372,PASS,,,,
373,PASS,,,,
374,PASS,,,,
375,PASS,,,,
376,PASS,,,,
377,PASS,,,,
378,PASS,,,,
379,PASS,,,,
380,PASS,,,,
381,PASS,,,,
382,PASS,,,,
383,PASS,,,,
384,PASS,,,,
385,PASS,,,,
386,PASS,,,,
387,PASS,,,,
388,PASS,,,,
389,PASS,,,,
390,PASS,,,,
391,PASS,,,,
392,PASS,,,,
393,PASS,,,,
394,PASS,,,,
395,REPAIR,مالية can function as the feminine adjective 'financial/fiscal' and as the noun 'finance/finances' in modern institutional usage; noun status is missing.,مالية,financial; fiscal; finance; finances,adjective / noun
396,PASS,,,,
397,PASS,,,,
398,PASS,,,,
399,REPAIR,Unvocalized مستقبل covers مُسْتَقْبَل 'future' and مُسْتَقْبِل 'receiver/recipient/host'; the entry currently presents only one common reading.,مستقبل,future; receiver; recipient; host (depending on vocalization/use),noun / active participle
400,PASS,,,,
