rank,status,note,proposed_target,proposed_english,proposed_pos
501,REPAIR,Ordinary drinking-vessel/glass sense is central and distinct from the trophy sense.,,cup; glass/drinking vessel; trophy,
502,PASS,,,,
503,REPAIR,The unvocalized form also has an established adjective/noun reading meaning long or very long; the current entry preserves only the duration reading.,,"throughout; during; all through; long/very long (طُوال, depending on vocalization/use)",
504,PASS,,,,
505,REPAIR,"متى is an interrogative noun/adverb of time (اسم استفهام/ظرف زمان), not an interrogative particle.",متى,when?,interrogative/conditional temporal adverbial noun
506,REPAIR,The unvocalized form ضبط covers the verbal noun 'control/adjustment' and the perfect verb 'controlled/adjusted'; learner metadata should identify the actual finite verb reading rather than generic 'to control'.,ضبط,control; regulation; adjustment; controlled; adjusted,noun / perfect-past verb
507,PASS,,,,
508,REPAIR,"وطنية also functions as the abstract noun 'patriotism/national feeling', not only as a feminine adjective.",وطنية,national; patriotic; patriotism,adjective / noun
509,PASS,,,,
510,PASS,,,,
511,PASS,,,,
512,PASS,,,,
513,PASS,,,,
514,PASS,,,,
515,PASS,,,,
516,PASS,,,,
517,PASS,,,,
518,PASS,,,,
519,PASS,,,,
520,PASS,,,,
521,PASS,,,,
522,PASS,,,,
523,PASS,,,,
524,PASS,,,,
525,PASS,,,,
526,PASS,,,,
527,REPAIR,"خلف is also the very common noun/adverbial form خَلْف meaning 'behind; back; rear', omitted by the current verb-only entry.",خلف,behind; back; rear; succeeded/followed; came after (depending on vocalization/use),noun / adverbial noun / perfect-past verb
528,PASS,,,,
529,PASS,,,,
530,PASS,,,,
531,PASS,,,,
532,PASS,,,,
533,PASS,,,,
534,PASS,,,,
535,PASS,,,,
536,REPAIR,"أَلَمْ is compositionally the interrogative hamza أَ + negative particle لم, while أَلَم is the noun 'pain'; calling the former simply a particle hides the construction.",ألم,pain (أَلَم); did ... not? (أَ + لَمْ),noun / interrogative particle + negative particle sequence
537,REPAIR,منظمة can mean 'organization' (مُنَظَّمة) and 'organized' in the feminine passive-participle/adjectival reading; the latter common reading is omitted.,منظمة,"organization; organized (feminine, depending on vocalization/use)",noun / passive participle / adjective
538,PASS,,,,
539,PASS,,,,
540,PASS,,,,
541,PASS,,,,
542,PASS,,,,
543,PASS,,,,
544,PASS,,,,
545,PASS,,,,
546,PASS,,,,
547,PASS,,,,
548,PASS,,,,
549,PASS,,,,
550,PASS,,,,
