rank,status,note,proposed_target,proposed_english,proposed_pos
451,PASS,,,,
452,REPAIR,"Présenter centrally means present/show/introduce. 'To look' is not a safe bare-verb gloss, and candidacy normally appears in the reflexive se présenter.",présenter,"to present; to show; to introduce; to submit; to stand/run as a candidate (se présenter)",verb
453,PASS,,,,
454,PASS,,,,
455,REPAIR,"Frapper centrally means hit/strike/knock; 'shake' is not a safe general gloss.",frapper,"to hit; to strike; to knock; to affect",verb
456,REPAIR,"Compte is not only the noun account; the same common written form also means count/tally and is a finite form of compter ('counts; takes into account').",compte,"account; count; tally; counts/takes into account (verb form, context-dependent)",noun / finite verb form
457,REPAIR,"The current gloss omits two basic senses: pièce = room and coin, in addition to piece/play/part.",pièce,"piece; room; coin; play; part",noun
458,REPAIR,"Bare offrir means offer/give/present; treating or buying for oneself is reflexive s'offrir. The current entry omits the core bare-verb meaning.",offrir,"to offer; to give; to present; to treat/buy for oneself (s'offrir)",verb
459,REPAIR,"Sujet also functions as an adjective meaning 'subject to'; adjective POS is listed but its meaning is missing.",sujet,"subject; topic; exam question/paper; cause/reason; subject to",noun / adjective
460,PASS,,,,
461,PASS,,,,
462,PASS,,,,
463,PASS,,,,
464,PASS,,,,
465,PASS,,,,
466,PASS,,,,
467,PASS,,,,
468,REPAIR,"Flic is informal/slang for a police officer/cop; the current list of English slurs is unnecessarily noisy and lacks a register label.",flic,"police officer; cop (informal/slang, sometimes derogatory)",noun
469,PASS,,,,
470,PASS,,,,
471,REPAIR,"Seconde is both the noun 'second' (unit of time) and the feminine adjective 'second'. The adjective reading is common and missing.",seconde,"second (time unit); second (feminine adjective)",noun / adjective
472,REPAIR,"The proper place name Plaisir is irrelevant here. The core common noun is plaisir = pleasure/enjoyment.",plaisir,"pleasure; enjoyment",noun
473,REPAIR,"Pire means both worse and worst depending on construction and can be substantivized as 'the worst'.",pire,"worse; worst; the worst (noun use)",adjective / noun
474,PASS,,,,
475,PASS,,,,
476,REPAIR,"The current entry omits the core meaning entirely. Lâcher means let go/release/drop; fail/chicken out are contextual or colloquial extensions.",lâcher,"to let go; to release; to drop; to abandon; to fail/give up (context-dependent)",verb
477,REPAIR,"Réveiller is transitive 'wake/awaken someone'; 'wake up' intransitively is se réveiller. The learner gloss should distinguish them.",réveiller,"to wake; to awaken; to wake up (se réveiller)",verb
478,PASS,,,,
479,PASS,,,,
480,REPAIR,"Drôle very commonly means funny/amusing and also strange/odd. The current gloss omits the latter basic sense and foregrounds dated noun senses.",drôle,"funny; amusing; strange; odd; rascal/kid (dated noun use)",adjective / noun
481,PASS,,,,
482,REPAIR,"Faux also centrally means wrong/incorrect/fake, not only false; these are important learner meanings.",faux,"false; wrong; incorrect; fake; scythe",adjective / adverb / noun
483,REPAIR,"The senses 'afford' and 'take the liberty' generally occur in the reflexive se permettre; bare permettre means allow/permit/enable.",permettre,"to allow; to permit; to enable; to afford/take the liberty (se permettre)",verb
484,REPAIR,"Lever is transitive raise/lift; se lever means get up/rise. The noun le lever also means rising/raising. The current gloss conflates these uses.",lever,"to raise; to lift; raising/rising (noun); to get up/rise (se lever)",verb / noun
485,PASS,,,,
486,PASS,,,,
487,PASS,,,,
488,PASS,,,,
489,PASS,,,,
490,PASS,,,,
491,REPAIR,"Malade also functions as a noun meaning a sick person/patient; noun POS is listed but the noun meaning is absent.",malade,"ill; sick; sick person; patient",adjective / noun
492,PASS,,,,
493,REPAIR,"The entry explicitly lists finite/imperative forms of rêver but POS says noun only. Rêve is both the noun dream and common verb forms ('dreams/dream!').",rêve,"dream; dreams; dream! (forms of rêver, context-dependent)",noun / finite verb form / imperative form
494,REPAIR,"Lit is not only 'bed'; it is also the common third-person singular form of lire, 'reads'.",lit,"bed; reads (form of lire)",noun / finite verb form
495,PASS,,,,
496,PASS,,,,
497,PASS,,,,
498,PASS,,,,
499,PASS,,,,
500,PASS,,,,
