rank,status,note,proposed_target,proposed_english,proposed_pos
951,PASS,,,,
952,PASS,,,,
953,PASS,,,,
954,REPAIR,Défendre means defend/protect but also forbid/prohibit in the construction défendre de. That common learner meaning is missing.,défendre,to defend; to protect; to forbid/prohibit (défendre de),verb
955,PASS,,,,
956,PASS,,,,
957,PASS,,,,
958,PASS,,,,
959,PASS,,,,
960,PASS,,,,
961,PASS,,,,
962,PASS,,,,
963,PASS,,,,
964,PASS,,,,
965,PASS,,,,
966,PASS,,,,
967,PASS,,,,
968,PASS,,,,
969,PASS,,,,
970,PASS,,,,
971,PASS,,,,
972,PASS,,,,
973,REPAIR,Common start/beginning sense omitted.,,departure; start; beginning; starting point,
974,REPAIR,Avance is a noun meaning advance/progress (and advance payment) and also a common finite/imperative form of avancer. The current POS is noun-only despite mentioning a verb form.,avance,"advance; progress; advance payment; advances/moves forward; advance!/move forward! (forms of avancer, context-dependent)",noun / finite verb form / imperative form
975,PASS,,,,
976,REPAIR,"Sexe is a noun meaning sex, gender/biological sex, and sex/genitals depending on context. 'Sexy' and 'pornographic' are not meanings of the noun sexe and are misleading dictionary noise.",sexe,sex; biological sex; gender (context-dependent); genitals/sex organs (context-dependent),noun
977,PASS,,,,
978,REPAIR,Arbre centrally means tree. The current entry omits 'tree' entirely and lists only mechanical shaft/axle senses.,arbre,tree; shaft; axle; drive shaft,noun
979,PASS,,,,
980,PASS,,,,
981,PASS,,,,
982,PASS,,,,
983,PASS,,,,
984,REPAIR,Soit is not only a conjunction: it is also the present subjunctive form of être and can function as an acceptance/discourse expression ('so be it/okay') or in explanatory use ('namely'). POS must reflect the listed meanings.,soit,either; whether; be (present subjunctive of être); namely/that is; okay/so be it,conjunction / verb form / adverbial or discourse expression
985,PASS,,,,
986,REPAIR,Criminel means criminal as an adjective or noun. 'Crime' is not the English meaning of criminel and should be removed.,criminel,criminal; criminal person/offender,adjective / noun
987,PASS,,,,
988,PASS,,,,
989,PASS,,,,
990,REPAIR,Traîner means drag/pull but also the very common intransitive hang around/linger/loiter and be delayed/drag on. The current entry is too narrow.,traîner,to drag; to pull; to hang around; to linger/loiter; to drag on,verb
991,REPAIR,Secours means help/aid/rescue/assistance; first aid is only one compound use (premiers secours). The one-gloss entry is too narrow.,secours,help; aid; assistance; rescue; first aid (premiers secours),noun
992,PASS,,,,
993,PASS,,,,
994,REPAIR,Politique is both the noun policy/politics and the adjective political. Adjective POS is listed but its meaning is omitted.,politique,politics; policy; political,adjective / noun
995,PASS,,,,
996,PASS,,,,
997,REPAIR,"Été is the noun summer and also the extremely common past participle of être, meaning been in compound constructions. Omitting that homograph is a major learner defect.",été,summer; been (past participle of être),noun / past participle
998,PASS,,,,
999,REPAIR,"Programme is a noun and also a common finite/imperative form of programmer. For a form-based frequency workbook, that homograph should be explicit.",programme,"program/programme; schedule; plan; programs/schedules; program!/schedule! (forms of programmer, context-dependent)",noun / finite verb form / imperative form
1000,REPAIR,"Baisser means lower, decrease, go down/fall, or lower/bend something. 'To fail' is not an appropriate core gloss and should be removed.",baisser,to lower; to decrease; to go down; to fall; to lower/bend,verb
