rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
801,REPAIR,طلاب,students,t̪lˈaːb,t̪lab,Machine candidate omits lexical short vowels and fails to mark emphatic ṭ,/tˤullaːb/,ṭullāb
802,REPAIR,قريبا,"soon; shortly; nearby (قريبًا, context-dependent)",qrˈiːbaː,qrayayba,Machine candidate misreads adverbial tanwin and omits lexical short vowels,/qariːban/,qarīban
803,REPAIR,فتى,young man; boy,fˈataː,fata,Preserve final long ā in the learner form,/fataː/,fatā
804,REPAIR,قوي,strong; powerful,qˈawiːj,qawayayy,Normalize final geminate y and learner transliteration,/qawijj/,qawiyy
805,REPAIR,رعاية,care; sponsorship; protection,rˈiʕaːjˌa,rayay‘aya,Machine hint is unusable; preserve ʿayn and vowel length,/riʕaːja/,riʿāya
806,REPAIR,تدريب,training; practice,tˈadriːb,tadrayayb,Machine hint is unusable; preserve vowel length,/tadriːb/,tadrīb
807,REPAIR,وفد,delegation; arrived/came as a delegate,wˈafd,wafd,Workbook gloss spans noun وَفْد and past verb وَفَدَ; include both readings,/wafd/ / /wafada/,wafd / wafada
808,REPAIR,اتجاه,direction; trend; orientation,ˈitːidʒˌaːh,ayaytayayyah,Machine hint is unusable; restore isolated hamza onset and preserve vowel length,/ʔittidʒaːh/,ʾittijāh
809,REPAIR,تناول,eating / consumption; taking; handling / dealing with,tˈanaːwˌal,tanawal,Normalize the verbal-noun reading تَنَاوُل represented by these gerund glosses,/tanaːwul/,tanāwul
810,REPAIR,وقف,endowment (waqf); stopped; stood,wˈaqf,waqf,Workbook gloss spans noun وَقْف and past verb وَقَفَ; include both readings,/waqf/ / /waqafa/,waqf / waqafa
811,REPAIR,أرسل,sent,ʔˈarsal,ʔarsal,Machine form omits the final lexical vowel of the past verb,/ʔarsala/,ʾarsala
812,REPAIR,يضم,includes; comprises,jdˤm,ydˤm,Machine candidate omits lexical vowels and gemination,/jadˤumm/,yaḍumm
813,REPAIR,مرور,passing; traffic; passage,mˈuruːr,mohohrohohr,Machine hint is unusable; preserve vowel length,/muruːr/,murūr
814,REPAIR,شاب,young man; youth; mixed/adulterated (rare verb reading),ʃˈaːbː,shab,Workbook gloss spans noun شَابّ and rare past verb شَابَ; include both readings,/ʃaːbb/ / /ʃaːba/,shābb / shāba
815,REPAIR,خرج,went out; left; exited,χˈaradʒ,kharay,Machine form omits the final lexical vowel and hint mistransliterates ج,/xaradʒa/,kharaja
816,REPAIR,يتوقع,expects; anticipates,jtˈuːqʕ,ytohohq‘,Machine candidate is misvocalized; standard form is يَتَوَقَّع,/jatawaqqaʕ/,yatawaqqaʿ
817,REPAIR,يقدم,presents; offers; submits,jqdm,yqdm,Machine candidate omits lexical vowels and gemination; gloss selects form II يُقَدِّم,/juqaddim/,yuqaddim
818,REPAIR,نمو,growth; development,nˈumuːw,nohohmohohw,Machine hint is unusable; normalize final long/geminate glide,/numuːw/,numūw
819,REPAIR,ثورة,revolution; uprising,θˈawra,thawra,Normalize broad MSA IPA and learner transliteration,/θawra/,thawra
820,REPAIR,أموال,money; funds; wealth,ʔmˈuːaːl,ʔmohohal,Machine candidate is misvocalized and hint is unusable,/ʔamwaːl/,ʾamwāl
821,REPAIR,يكفي,is enough; suffices,jkfˈiː,ykfayay,Machine candidate omits lexical short vowels; preserve final long ī,/jakfiː/,yakfī
822,REPAIR,عاصمة,capital city,ʕˈaːs̪-ˌima,‘as̪-ayayma,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/ʕaːsˤima/,ʿāṣima
823,REPAIR,يهم,matters; concerns; is important to,ˈihum,ayayhohohm,Machine candidate is lexically wrong; standard form is يَهُمُّ,/jahumm/,yahumm
824,REPAIR,كبرى,major; greater; largest (feminine كبرى),kbraː,kbra,Machine candidate omits lexical short vowel,/kubraː/,kubrā
825,REPAIR,حملة,campaign; group of carriers/bearers (depending on vocalization),ħˈamla,hamla,Workbook gloss spans حَمْلَة campaign and حَمَلَة bearers; include both readings,/ħamla/ / /ħamala/,ḥamla / ḥamala
826,REPAIR,اقتصاد,economy; economics,ˈiqtis̪ˌaːd,ayayqtayays̪ad,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/ʔiqtisˤaːd/,ʾiqtiṣād
827,REPAIR,لغة,language,lˈuɣa,lohohgha,Machine hint is unusable; normalize standard MSA form,/luɣa/,lugha
