rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
401,PENDING,گھر کہاں ہے؟,Where is the house?,ɡʰˈʌr kˈʌhãː hɛ,gʰʌr kʌhã hay,,,
402,PENDING,کیا گھر قریب ہے؟,Is the house nearby?,kjˈaː ɡʰˈʌr qərˈiːb hɛ,kya gʰʌr qohohhrayayb hay,,,
403,PENDING,گھر کتنی دور ہے؟,How far is the house?,ɡʰˈʌr kˈɪtni dˈuːr hɛ,gʰʌr kayaytnayay dohohr hay,,,
404,PENDING,ہمیں گھر جانا ہے۔,We need to go home.,hˈʌmẽː ɡʰˈʌr ɟˈaːnaː hɛ,hʌmẽ gʰʌr gyana hay,,,
405,PENDING,چلیے، گھر چلیں۔,Let's go home.,cˈʌljeː ɡʰˈʌr cˈʌlẽː,cʌlyay gʰʌr cʌlẽ,,,
406,PENDING,ہوٹل کہاں ہے؟,Where is the hotel?,hˈoːʈəl kˈʌhãː hɛ,hohtohohhl kʌhã hay,,,
407,PENDING,کیا ہوٹل قریب ہے؟,Is the hotel nearby?,kjˈaː hˈoːʈəl qərˈiːb hɛ,kya hohtohohhl qohohhrayayb hay,,,
408,PENDING,ہوٹل کتنی دور ہے؟,How far is the hotel?,hˈoːʈəl kˈɪtni dˈuːr hɛ,hohtohohhl kayaytnayay dohohr hay,,,
409,PENDING,ہمیں ہوٹل جانا ہے۔,We need to go to the hotel.,hˈʌmẽː hˈoːʈəl ɟˈaːnaː hɛ,hʌmẽ hohtohohhl gyana hay,,,
410,PENDING,چلیے، ہوٹل چلیں۔,Let's go to the hotel.,cˈʌljeː hˈoːʈəl cˈʌlẽː,cʌlyay hohtohohhl cʌlẽ,,,
411,PENDING,ریستوران کہاں ہے؟,Where is the restaurant?,rˌeːstoːrˈaːn kˈʌhãː hɛ,raystohran kʌhã hay,,,
412,PENDING,کیا ریستوران قریب ہے؟,Is the restaurant nearby?,kjˈaː rˌeːstoːrˈaːn qərˈiːb hɛ,kya raystohran qohohhrayayb hay,,,
413,PENDING,ریستوران کتنی دور ہے؟,How far is the restaurant?,rˌeːstoːrˈaːn kˈɪtni dˈuːr hɛ,raystohran kayaytnayay dohohr hay,,,
414,PENDING,ہمیں ریستوران جانا ہے۔,We need to go to the restaurant.,hˈʌmẽː rˌeːstoːrˈaːn ɟˈaːnaː hɛ,hʌmẽ raystohran gyana hay,,,
415,PENDING,چلیے، ریستوران چلیں۔,Let's go to the restaurant.,cˈʌljeː rˌeːstoːrˈaːn cˈʌlẽː,cʌlyay raystohran cʌlẽ,,,
416,PENDING,کیفے کہاں ہے؟,Where is the cafe?,kˈeːfeː kˈʌhãː hɛ,kayfay kʌhã hay,,,
417,PENDING,کیا کیفے قریب ہے؟,Is the cafe nearby?,kjˈaː kˈeːfeː qərˈiːb hɛ,kya kayfay qohohhrayayb hay,,,
418,PENDING,کیفے کتنی دور ہے؟,How far is the cafe?,kˈeːfeː kˈɪtni dˈuːr hɛ,kayfay kayaytnayay dohohr hay,,,
419,PENDING,ہمیں کیفے جانا ہے۔,We need to go to the cafe.,hˈʌmẽː kˈeːfeː ɟˈaːnaː hɛ,hʌmẽ kayfay gyana hay,,,
420,PENDING,چلیے، کیفے چلیں۔,Let's go to the cafe.,cˈʌljeː kˈeːfeː cˈʌlẽː,cʌlyay kayfay cʌlẽ,,,
421,PENDING,ریلوے اسٹیشن کہاں ہے؟,Where is the train station?,rˈeːlʋeː ˌɪsʈeːʃˈan kˈʌhãː hɛ,raylʋay ayaystayshan kʌhã hay,,,
422,PENDING,کیا ریلوے اسٹیشن قریب ہے؟,Is the train station nearby?,kjˈaː rˈeːlʋeː ˌɪsʈeːʃˈan qərˈiːb hɛ,kya raylʋay ayaystayshan qohohhrayayb hay,,,
423,PENDING,ریلوے اسٹیشن کتنی دور ہے؟,How far is the train station?,rˈeːlʋeː ˌɪsʈeːʃˈan kˈɪtni dˈuːr hɛ,raylʋay ayaystayshan kayaytnayay dohohr hay,,,
424,PENDING,ہمیں ریلوے اسٹیشن جانا ہے۔,We need to go to the train station.,hˈʌmẽː rˈeːlʋeː ˌɪsʈeːʃˈan ɟˈaːnaː hɛ,hʌmẽ raylʋay ayaystayshan gyana hay,,,
425,PENDING,چلیے، ریلوے اسٹیشن چلیں۔,Let's go to the train station.,cˈʌljeː rˈeːlʋeː ˌɪsʈeːʃˈan cˈʌlẽː,cʌlyay raylʋay ayaystayshan cʌlẽ,,,
426,PENDING,بس اسٹیشن کہاں ہے؟,Where is the bus station?,bˈʌs ˌɪsʈeːʃˈan kˈʌhãː hɛ,bʌs ayaystayshan kʌhã hay,,,
427,PENDING,کیا بس اسٹیشن قریب ہے؟,Is the bus station nearby?,kjˈaː bˈʌs ˌɪsʈeːʃˈan qərˈiːb hɛ,kya bʌs ayaystayshan qohohhrayayb hay,,,
428,PENDING,بس اسٹیشن کتنی دور ہے؟,How far is the bus station?,bˈʌs ˌɪsʈeːʃˈan kˈɪtni dˈuːr hɛ,bʌs ayaystayshan kayaytnayay dohohr hay,,,
429,PENDING,ہمیں بس اسٹیشن جانا ہے۔,We need to go to the bus station.,hˈʌmẽː bˈʌs ˌɪsʈeːʃˈan ɟˈaːnaː hɛ,hʌmẽ bʌs ayaystayshan gyana hay,,,
430,PENDING,چلیے، بس اسٹیشن چلیں۔,Let's go to the bus station.,cˈʌljeː bˈʌs ˌɪsʈeːʃˈan cˈʌlẽː,cʌlyay bʌs ayaystayshan cʌlẽ,,,
431,PENDING,بس اسٹاپ کہاں ہے؟,Where is the bus stop?,bˈʌs ɪsʈˈaːp kˈʌhãː hɛ,bʌs ayaystap kʌhã hay,,,
432,PENDING,کیا بس اسٹاپ قریب ہے؟,Is the bus stop nearby?,kjˈaː bˈʌs ɪsʈˈaːp qərˈiːb hɛ,kya bʌs ayaystap qohohhrayayb hay,,,
433,PENDING,بس اسٹاپ کتنی دور ہے؟,How far is the bus stop?,bˈʌs ɪsʈˈaːp kˈɪtni dˈuːr hɛ,bʌs ayaystap kayaytnayay dohohr hay,,,
434,PENDING,ہمیں بس اسٹاپ جانا ہے۔,We need to go to the bus stop.,hˈʌmẽː bˈʌs ɪsʈˈaːp ɟˈaːnaː hɛ,hʌmẽ bʌs ayaystap gyana hay,,,
435,PENDING,چلیے، بس اسٹاپ چلیں۔,Let's go to the bus stop.,cˈʌljeː bˈʌs ɪsʈˈaːp cˈʌlẽː,cʌlyay bʌs ayaystap cʌlẽ,,,
436,PENDING,ہوائی اڈا کہاں ہے؟,Where is the airport?,haʋˈaːi ˈaɖaː kˈʌhãː hɛ,haʋaayay ada kʌhã hay,,,
437,PENDING,کیا ہوائی اڈا قریب ہے؟,Is the airport nearby?,kjˈaː haʋˈaːi ˈaɖaː qərˈiːb hɛ,kya haʋaayay ada qohohhrayayb hay,,,
438,PENDING,ہوائی اڈا کتنی دور ہے؟,How far is the airport?,haʋˈaːi ˈaɖaː kˈɪtni dˈuːr hɛ,haʋaayay ada kayaytnayay dohohr hay,,,
439,PENDING,ہمیں ہوائی اڈا جانا ہے۔,We need to go to the airport.,hˈʌmẽː haʋˈaːi ˈaɖaː ɟˈaːnaː hɛ,hʌmẽ haʋaayay ada gyana hay,,,
440,PENDING,چلیے، ہوائی اڈا چلیں۔,Let's go to the airport.,cˈʌljeː haʋˈaːi ˈaɖaː cˈʌlẽː,cʌlyay haʋaayay ada cʌlẽ,,,
441,PENDING,بینک کہاں ہے؟,Where is the bank?,bˈeːnk kˈʌhãː hɛ,baynk kʌhã hay,,,
442,PENDING,کیا بینک قریب ہے؟,Is the bank nearby?,kjˈaː bˈeːnk qərˈiːb hɛ,kya baynk qohohhrayayb hay,,,
443,PENDING,بینک کتنی دور ہے؟,How far is the bank?,bˈeːnk kˈɪtni dˈuːr hɛ,baynk kayaytnayay dohohr hay,,,
444,PENDING,ہمیں بینک جانا ہے۔,We need to go to the bank.,hˈʌmẽː bˈeːnk ɟˈaːnaː hɛ,hʌmẽ baynk gyana hay,,,
445,PENDING,چلیے، بینک چلیں۔,Let's go to the bank.,cˈʌljeː bˈeːnk cˈʌlẽː,cʌlyay baynk cʌlẽ,,,
446,PENDING,ہسپتال کہاں ہے؟,Where is the hospital?,hˈaspatˌaːl kˈʌhãː hɛ,haspatal kʌhã hay,,,
447,PENDING,کیا ہسپتال قریب ہے؟,Is the hospital nearby?,kjˈaː hˈaspatˌaːl qərˈiːb hɛ,kya haspatal qohohhrayayb hay,,,
448,PENDING,ہسپتال کتنی دور ہے؟,How far is the hospital?,hˈaspatˌaːl kˈɪtni dˈuːr hɛ,haspatal kayaytnayay dohohr hay,,,
449,PENDING,ہمیں ہسپتال جانا ہے۔,We need to go to the hospital.,hˈʌmẽː hˈaspatˌaːl ɟˈaːnaː hɛ,hʌmẽ haspatal gyana hay,,,
450,PENDING,چلیے، ہسپتال چلیں۔,Let's go to the hospital.,cˈʌljeː hˈaspatˌaːl cˈʌlẽː,cʌlyay haspatal cʌlẽ,,,
