rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
1,REPAIR,Sommes-nous prêts ?,Are we ready?,sˈɔmnu pʁˈɛ ?,sohmnohoh pray ?,Remove artificial lexical stress and restore natural word boundaries; learner hint is corrupted.,/sɔm nu pʁɛ/,som noo preh
2,REPAIR,Es-tu chez toi ?,Are you home?,ɛty ʃe twˈa ?,ayty shay twa ?,Remove artificial lexical stress; learner hint should distinguish French /y/.,/ɛ ty ʃe twa/,eh tü shay twa
3,REPAIR,Es-tu prêt ?,Are you ready?,ɛty pʁˈɛ ?,ayty pray ?,Remove artificial lexical stress; cue /ɛ/ and French /y/ accurately.,/ɛ ty pʁɛ/,eh tü preh
4,REPAIR,Vous êtes là ?,Are you there?,vuz ɛt lˈa ?,vohohz ayt la ?,Keep the mandatory liaison /z/ in vous êtes but remove artificial stress; learner hint is corrupted.,/vu zɛt la/,voo zet lah
5,REPAIR,Puis-je venir ?,Can I come?,pyˈiʒ vənˈiʁ ?,pyayayzh vohohhnayayr ?,Machine misses the /ɥ/ glide in puis and adds artificial stresses.,/pɥiʒ vəniʁ/,pweezh vuh-neer
6,REPAIR,Nous voilà !,Here we are!,nu vwalˈa !,nohoh vwala !,Remove artificial stress; learner hint is corrupted.,/nu vwala/,noo vwah-lah
7,REPAIR,Appelle-moi demain.,Call me tomorrow.,apˈɛlmwˌa dəmˈɛ̃.,apaylmwa dohohhmayayn.,Remove artificial stresses; final vowel of demain is nasal and learner hint is corrupted.,/apɛl mwa dəmɛ̃/,ah-pel mwa duh-mehn (nasal final vowel)
8,REPAIR,Appelle-moi s'il te plaît.,"Call me, please.",apˈɛlmwˌa sil tə- plˈɛ.,apaylmwa sayayl tohohh- play.,Machine inserts non-phonetic hyphens and artificial stresses; learner hint is corrupted.,/apɛl mwa sil tə plɛ/,ah-pel mwa seel tuh pleh
9,REPAIR,Venez m'aider.,Come help me.,vənˈe mɛdˈe.,vohohhnay mayday.,M'aider is /mede/, not /mɛde/; remove artificial stresses.,/vəne mede/,vuh-nay may-day
10,REPAIR,"Aide-moi, s'il te plaît.","Help me, please.","ˈɛdmwˈa, sil tə- plˈɛ.","aydmwa, sayayl tohohh- play.",Remove artificial stresses and non-phonetic hyphen; learner hint is corrupted.,/ɛd mwa sil tə plɛ/,ed mwa seel tuh pleh
11,REPAIR,On y est.,Here we are.,ɔ̃n i ˈɛ.,ohnn ayay ay.,Represent the mandatory /n/ liaison from on before y cleanly and remove stress; learner hint is corrupted.,/ɔ̃ ni ɛ/,ohn nee eh (first vowel nasal)
12,REPAIR,C'est parti !,Here we go.,sɛ paʁtˈi !,say partayay !,Remove artificial lexical stress; learner hint is corrupted.,/sɛ paʁti/,seh par-tee
13,REPAIR,Je t'en prie.,You're welcome.,ʒə- tɑ̃ pʁˈi.,zhohohh- tan prayay.,Remove machine hyphen/stress; t'en contains nasal /ɑ̃/.,/ʒə tɑ̃ pʁi/,zhuh tahn pree (tahn nasal)
14,REPAIR,Je peux venir.,I can come.,ʒə- pˈø vənˈiʁ.,zhohohh- peu vohohhnayayr.,Remove machine hyphen and artificial stresses; learner hint is corrupted.,/ʒə pø vəniʁ/,zhuh peu vuh-neer
15,REPAIR,Je peux attendre.,I can wait.,ʒə- pˈøz atˈɑ̃dʁ.,zhohohh- peuz atandr.,Machine incorrectly inserts /z/ liaison after the finite verb peux; verb-to-infinitive liaison is not made here. Remove stresses/hyphen.,/ʒə pø atɑ̃dʁ/,zhuh peu ah-tahn-dr (nasal vowel)
16,REPAIR,Je pourrais aider.,I could help.,ʒə- puʁˈɛz ɛdˈe.,zhohohh- pohohrayz ayday.,Machine incorrectly inserts /z/ liaison after finite pourrais and mispronounces aider as /ɛde/ rather than /ede/.,/ʒə puʁɛ ede/,zhuh poo-reh ay-day
17,REPAIR,Je comprends réellement.,I do understand.,ʒə- kɔ̃pʁˈɑ̃ ʁeɛlmˈɑ̃.,zhohohh- kohnpran rayaylman.,Remove machine hyphen and artificial stresses; both final vowels are nasal and learner hint is corrupted.,/ʒə kɔ̃pʁɑ̃ ʁeɛlmɑ̃/,zhuh kohn-prahn ray-el-mahn (nasal vowels)
18,REPAIR,Je mange ici.,I eat here.,ʒə- mˈɑ̃ʒ isˈi.,zhohohh- manzh ayaysayay.,Remove machine hyphen and artificial stresses; learner hint is corrupted.,/ʒə mɑ̃ʒ isi/,zhuh mahnzh ee-see (mahn nasal)
19,REPAIR,Je me sens prêt.,I feel ready.,ʒə- mə- sˈɑ̃ pʁˈɛ.,zhohohh- mohohh- san pray.,Remove machine hyphens/artificial stresses; sens contains nasal /ɑ̃/.,/ʒə mə sɑ̃ pʁɛ/,zhuh muh sahn preh (sahn nasal)
20,REPAIR,J'ai du temps.,I have time.,ʒe dy- tˈɑ̃.,zhay dy- tan.,Remove non-phonetic hyphen and artificial stress; temps is nasal /ɑ̃/.,/ʒe dy tɑ̃/,zhay dü tahn (nasal final vowel)
21,REPAIR,Tu me plais.,I like you.,ty mə- plˈɛ.,ty mohohh- play.,Remove machine hyphen/artificial stress; learner hint should distinguish /y/ and /ɛ/.,/ty mə plɛ/,tü muh pleh
22,REPAIR,Il me faut du temps.,I need time.,il mə- fo dy- tˈɑ̃.,ayayl mohohh- foh dy- tan.,Remove machine hyphens/artificial stress; learner hint is corrupted and temps is nasal.,/il mə fo dy tɑ̃/,eel muh foh dü tahn (nasal final vowel)
23,REPAIR,J'ai besoin de toi.,I need you.,ʒe bəzwˈɛ̃ də- twˈa.,zhay bohohhzwayayn dohohh- twa.,Remove artificial stresses/hyphen; besoin ends in nasal /ɛ̃/ and learner hint is corrupted.,/ʒe bəzwɛ̃ də twa/,zhay buh-zwehn duh twa (zwehn nasal)
24,REPAIR,Je comprends pourquoi.,I understand why.,ʒə- kɔ̃pʁˈɑ̃ puʁkwˈa.,zhohohh- kohnpran pohohrkwa.,Remove machine hyphen/artificial stresses; learner hint is corrupted.,/ʒə kɔ̃pʁɑ̃ puʁkwa/,zhuh kohn-prahn poor-kwa (prahn nasal)
25,REPAIR,Je te comprends.,I understand you.,ʒə- tə- kɔ̃pʁˈɑ̃.,zhohohh- tohohh- kohnpran.,Remove machine hyphens/artificial stress; final vowel is nasal /ɑ̃/.,/ʒə tə kɔ̃pʁɑ̃/,zhuh tuh kohn-prahn (nasal final vowel)
26,REPAIR,Je veux du temps.,I want time.,ʒə- vˈø dy- tˈɑ̃.,zhohohh- veu dy- tan.,Remove machine hyphens/artificial stresses; learner hint is corrupted and temps is nasal.,/ʒə vø dy tɑ̃/,zhuh veu dü tahn (nasal final vowel)
27,REPAIR,J'ai envie de toi.,I want you.,ʒe ɑ̃vˈi də- twˈa.,zhay anvayay dohohh- twa.,Remove artificial stresses/hyphen; initial envie vowel is nasal /ɑ̃/.,/ʒe ɑ̃vi də twa/,zhay ahn-vee duh twa (ahn nasal)
