rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
951,REPAIR,rapide,fast; rapid; quick,ʁapˈid,rapayayd,Remove inappropriate lexical stress; learner hint is corrupted.,/ʁapid/,rah-peed
952,REPAIR,camion,lorry; truck,kamjˈɔ̃,kamyohn,Remove inappropriate lexical stress; retain /j/ glide and cue final nasal /ɔ̃/.,/kamjɔ̃/,kah-myohn (nasal final vowel)
953,REPAIR,bande,band; group; strip; tape,bˈɑ̃d,band,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/.,/bɑ̃d/,bahnd (nasal vowel)
954,REPAIR,défendre,to defend; to protect; to forbid/prohibit (défendre de),defˈɑ̃dʁ,dayfandr,Remove inappropriate lexical stress; medial vowel is nasal /ɑ̃/.,/defɑ̃dʁ/,day-fahn-dr (nasal middle vowel)
955,REPAIR,accompagner,accompany,akɔ̃panjˈe,akohnpanyay,Machine represents French gn as /nj/ rather than palatal nasal /ɲ/: accompagner is /akɔ̃paɲe/; remove lexical stress.,/akɔ̃paɲe/,ah-kohn-pah-nyay (nasal middle vowel)
956,REPAIR,chaussure,shoe,ʃosˈyʁ,shohsyr,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/ʃosyʁ/,shoh-sür
957,REPAIR,nourriture,food; nourishment,nuʁitˈyʁ,nohohrayaytyr,Remove inappropriate lexical stress; learner hint is corrupted and should distinguish French /y/.,/nuʁityʁ/,noo-ree-tür
958,REPAIR,sérieusement,seriously,seʁjøzmˈɑ̃,sayryeuzman,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/seʁjøzmɑ̃/,say-ryuhz-mahn (nasal final vowel)
959,REPAIR,coûter,cost,kutˈe,kohohtay,Remove inappropriate lexical stress; learner hint is corrupted.,/kute/,koo-tay
960,REPAIR,sonner,to ring; to sound,sɔnˈe,sohnay,Remove inappropriate lexical stress; cue open /ɔ/.,/sɔne/,saw-nay
961,REPAIR,remplir,"to fulfil; to fill in; to fill, to fill up (make full)",ʁɑ̃plˈiʁ,ranplayayr,Remove inappropriate lexical stress; initial vowel is nasal /ɑ̃/ and learner hint is corrupted.,/ʁɑ̃pliʁ/,rahn-pleer (nasal first vowel)
962,REPAIR,apparemment,seemingly; apparently,apaʁamˈɑ̃,aparaman,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/apaʁamɑ̃/,ah-pah-rah-mahn (nasal final vowel)
963,REPAIR,fumer,to smoke; to steam; to emit smoke,fymˈe,fymay,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/fyme/,fü-may
964,REPAIR,liberté,freedom,libɛʁtˈe,layaybayrtay,Remove inappropriate lexical stress; learner hint is corrupted and medial /ɛ/ should be clear.,/libɛʁte/,lee-behr-tay
965,REPAIR,étudier,study,etydjˈe,aytydyay,Remove inappropriate lexical stress; learner hint should distinguish /y/ and retain /j/ glide.,/etydje/,ay-tü-dyay
966,REPAIR,attirer,"to attract; to lure, to entice",atiʁˈe,atayayray,Remove inappropriate lexical stress; learner hint is corrupted.,/atiʁe/,ah-tee-ray
967,REPAIR,art,art,ˈaʁ,ar,Remove inappropriate lexical stress; cue open /a/.,/aʁ/,ahr
968,REPAIR,dent,tooth,dˈɑ̃,dan,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/ and final t is silent.,/dɑ̃/,dahn (nasal)
969,REPAIR,planète,planet,planˈɛt,planayt,Remove inappropriate lexical stress; final vowel is /ɛ/.,/planɛt/,plah-net
970,REPAIR,nez,nose,nˈe,nay,Remove inappropriate lexical stress; final z is silent.,/ne/,nay
971,REPAIR,colonel,colonel,kolonˈɛl,kohlohnayl,Standard first two vowels are open /ɔ/: /kɔlɔnɛl/, not /kolonɛl/; remove lexical stress.,/kɔlɔnɛl/,kaw-law-nel
972,REPAIR,exploser,explode,ɛksplozˈe,ayksplohzay,Remove inappropriate lexical stress; learner hint is corrupted.,/ɛksploze/,eks-ploh-zay
973,REPAIR,départ,departure,depˈaʁ,daypar,Remove inappropriate lexical stress; cue open /a/.,/depaʁ/,day-pahr
974,REPAIR,avance,"advance; progress; advance payment; advances/moves forward; advance!/move forward! (forms of avancer, context-dependent)",avˈɑ̃s,avans,Remove inappropriate lexical stress; medial vowel is nasal /ɑ̃/.,/avɑ̃s/,ah-vahns (nasal vowel)
975,REPAIR,vêtement,garment; item of clothing,vɛtmˈɑ̃,vaytman,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/vɛtmɑ̃/,vet-mahn (nasal final vowel)
976,REPAIR,sexe,sex; biological sex; gender (context-dependent); genitals/sex organs (context-dependent),sˈɛks,sayks,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/sɛks/,seks
977,REPAIR,couleur,suit; a flush; color/colour,kulˈœʁ,kohohleur,Remove inappropriate lexical stress; learner hint is corrupted and final /œ/ is rounded.,/kulœʁ/,koo-luhr
978,REPAIR,arbre,tree; shaft; axle; drive shaft,ˈaʁbʁ,arbr,Remove inappropriate lexical stress; cue open /a/.,/aʁbʁ/,ahr-br
979,REPAIR,installer,install,ɛ̃stalˈe,ayaynstalay,Remove inappropriate lexical stress; initial vowel is nasal /ɛ̃/ and learner hint is corrupted.,/ɛ̃stale/,ehn-stah-lay (nasal first vowel)
980,REPAIR,innocent,innocent; a naive person; a stupid or foolish person,inosˈɑ̃,ayaynohsan,Standard medial vowel is open /ɔ/: /inɔsɑ̃/, not /inosɑ̃/; remove stress and cue final nasal vowel.,/inɔsɑ̃/,ee-naw-sahn (nasal final vowel)
981,REPAIR,durer,to last (for),dyʁˈe,dyray,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/dyʁe/,dü-ray
982,REPAIR,respecter,"to respect; to meet (deadline); to comply with (rules, laws)",ʁɛspɛktˈe,rayspayktay,Remove inappropriate lexical stress; cue /ɛ/ vowels accurately.,/ʁɛspɛkte/,res-pek-tay
983,REPAIR,lycée,high school; secondary school; lycée,lisˈe,layaysay,Remove inappropriate lexical stress; learner hint is corrupted.,/lise/,lee-say
984,REPAIR,soit,either; whether; be (present subjunctive of être); namely/that is; okay/so be it,swˈa,swa,Remove inappropriate lexical stress; final t is silent in the isolated headword.,/swa/,swa
985,REPAIR,détail,detail,detˈaj,daytay,Remove inappropriate lexical stress; final spelling -ail is /aj/.,/detaj/,day-tahy
986,REPAIR,criminel,criminal; criminal person/offender,kʁiminˈɛl,krayaymayaynayl,Remove inappropriate lexical stress; learner hint is corrupted and final vowel is /ɛ/.,/kʁiminɛl/,kree-mee-nel
987,REPAIR,énorme,"enormous, huge",enˈɔʁm,aynohrm,Remove inappropriate lexical stress; medial vowel is open /ɔ/.,/enɔʁm/,ay-nawrm
988,REPAIR,défense,fender; defence; tusk (of animal),defˈɑ̃s,dayfans,Remove inappropriate lexical stress; medial vowel is nasal /ɑ̃/.,/defɑ̃s/,day-fahns (nasal middle vowel)
989,REPAIR,conversation,conversation,kɔ̃vɛʁsasjˈɔ̃,kohnvayrsasyohn,Remove inappropriate lexical stress; initial /ɔ̃/ and final /ɔ̃/ are nasal.,/kɔ̃vɛʁsasjɔ̃/,kohn-vehr-sah-syohn (nasal edge vowels)
990,REPAIR,traîner,to drag; to pull; to hang around; to linger/loiter; to drag on,tʁɛnˈe,traynay,Remove inappropriate lexical stress; first vowel is /ɛ/.,/tʁɛne/,treh-nay
991,REPAIR,secours,help; aid; assistance; rescue; first aid (premiers secours),səkˈuʁ,sohohhkohohr,Remove inappropriate lexical stress; learner hint is corrupted.,/səkuʁ/,suh-koor
992,REPAIR,bonne,good; maid (dated noun),bˈɔn,bohn,Remove inappropriate lexical stress; vowel is oral open /ɔ/ here, not nasal.,/bɔn/,bawn
993,REPAIR,inutile,"useless, unnecessary, pointless",inytˈil,ayaynytayayl,Remove inappropriate lexical stress; learner hint is corrupted and should distinguish French /y/.,/inytil/,ee-nü-teel
994,REPAIR,politique,politics; policy; political,politˈik,pohlayaytayayk,Standard first vowel is open /ɔ/: /pɔlitik/, not /politik/; remove lexical stress.,/pɔlitik/,paw-lee-teek
995,REPAIR,thé,tea,tˈe,tay,Remove inappropriate lexical stress; IPA otherwise correct.,/te/,tay
996,REPAIR,mensonge,lie,mɑ̃sˈɔ̃ʒ,mansohnzh,Remove inappropriate lexical stress; both vowels are nasal.,/mɑ̃sɔ̃ʒ/,mahn-sohnzh (nasal vowels)
997,REPAIR,été,summer; been (past participle of être),etˈe,aytay,Remove inappropriate lexical stress; IPA otherwise correct.,/ete/,ay-tay
998,REPAIR,procès,trial; lawsuit,pʁosˈɛ,prohsay,Standard first vowel is open /ɔ/: /pʁɔsɛ/, not /pʁosɛ/; remove lexical stress and cue final /ɛ/.,/pʁɔsɛ/,praw-seh
