rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
201,PENDING,پارٹی,party; political party/group; social party/gathering,pˈaːrʈi,partayay,,,
202,PENDING,نئی,new (feminine),nˈʌi,nʌayay,,,
203,PENDING,بعض,"some, certain, few, several",bˈaːz,baz,,,
204,PENDING,دل,heart; mind/feelings; desire/wish; attention (in expressions),dˈɪl,dayayl,,,
205,PENDING,اجلاس,"the sitting of a court of justice; session, official meeting, assembly session",ɪɟlˈaːs,ayaygylas,,,
206,PENDING,باہر,outside; outdoors; exterior/outside area,bˈaːhər,bahohohhr,,,
207,PENDING,قرار,"conclusion, confirmation; decision, promise, agreement; peace, tranquility, rest, calm",qərˈaːr,qohohhrar,,,
208,PENDING,عام,common; general; ordinary,ˈaːm,am,,,
209,PENDING,ضروری,"important; necessary, required",zarˈuːri,zarohohrayay,,,
210,PENDING,حضرت,honorific for a revered/respected person; His/Her Holiness; respected sir/lady (context-dependent),hˈazrat,hazrat,,,
211,PENDING,بھارتی,Indian; an Indian person,bʰˈaːrtˌiː,bʰartayay,,,
212,PENDING,تاہم,however; nevertheless; nonetheless; yet,taːhˈam,taham,,,
213,PENDING,مسائل,problems; issues,məsˈaɪl,mohohhsaayayl,,,
214,PENDING,تاکہ,so that; in order that,tˈaːkeːh,takayh,,,
215,PENDING,جگہ,place; location; space; site; position/post (context-dependent),ɟˈʌɡˌa,gyʌga,,,
216,PENDING,میرا,first-person singular possessive pronoun: mine; first-person singular possessive determiner: my,mˈeːraː,mayra,,,
217,PENDING,بند,closed; shut; dam/barrier; band/stanza (context-dependent),bˈʌnd,bʌnd,,,
218,PENDING,جی,"used to show agreement - yes, correct; heart, mind (in the figurative, not anatomical, sense); the honorific particle, usually appended to names (of any gender) and titles",ɟˈiː,gyayay,,,
219,PENDING,فوجی,soldier; military; army-related,fˈoːɟi,fohgyayay,,,
220,PENDING,تعداد,"quantity, amount, number",tˈaːdaːd,tadad,,,
221,PENDING,تھیں,were (feminine plural past of ہونا),tʰĩː,tʰĩ,,,
222,PENDING,اظہار,"indication, declaration, disclosure, manifestation, proclamation, revelation, statement, testimony, vent",ˌɪʐhˈaːr,ayayʐhar,,,
223,PENDING,لاکھ,"myriad; lakh, lac (hundred thousand)",lˈaːkʰ,lakʰ,,,
224,PENDING,کمی,lack; shortage; deficiency; decrease; deficit,kˈʌmi,kʌmayay,,,
225,PENDING,پہلی,first (feminine),pˈɛhli,payhlayay,,,
226,PENDING,صاحب,sir; mister; gentleman,ʂˈaːhɪb,ʂahayayb,,,
227,PENDING,یعنی,that is; namely; i.e.; meaning/in other words,jˈaːni,yanayay,,,
228,PENDING,ہونا,to be; to exist; to become; to happen,hˈoːnaː,hohna,,,
229,PENDING,یہی,this very; this same; exactly this,jˈɛhi,yayhayay,,,
230,PENDING,بغیر,without; except for,baɣˈɛːr,baghayr,,,
231,PENDING,چند,"a few, some, several",cˈʌnd,cʌnd,,,
232,PENDING,شکار,"hunt; prey, catch; victim",ʃɪkˈaːr,shayaykar,,,
233,PENDING,تیار,ready,tˌaiˈaːr,taayayar,,,
234,PENDING,وی,the letter V (especially in acronyms),ʋˈiː,ʋayay,,,
235,PENDING,امداد,"support; aid, help, assistance",ˌɪmdˈaːd,ayaymdad,,,
236,PENDING,بڑا,big; large; great; elder/older; very (intensifying use),bˈʌr.aː,bʌr.a,,,
237,PENDING,تعلق,"relationship; relation, connection",tˈaːlʊq,talohohq,,,
238,PENDING,شخص,"person, individual",ʃˈaxʂ,shakhʂ,,,
239,PENDING,ناظم,administrator; manager; organizer; coordinator; poet/composer (literary/older),nˈaːʐɪm,naʐayaym,,,
240,PENDING,حل,"solution, resolution",hˈʌl,hʌl,,,
241,PENDING,متحدہ,"allied; united, unified",mʊtˈahɪdˌa,mohohtahayayda,,,
242,PENDING,گزشتہ,"previous; past, elapsed",ɡʊzˈaʃta,gohohzashta,,,
243,PENDING,باعث,"cause, reason; root, origin, basis",bˈaːɪs,baayays,,,
244,PENDING,اشاعت,propagation; publication,ˌɪʃaːˈaːt,ayayshaat,,,
245,PENDING,فراہم,provided; supplied; available; furnished,fərˈaːhəm,fohohhrahohohhm,,,
246,PENDING,پانچ,five,pˈaːnc,panc,,,
247,PENDING,ابھی,"lately, recently, just, just now; currently, at present, at the moment, right now, just now; immediately, right away, shortly, at once, this instant, right now",ˈabʰi,abʰayay,,,
248,PENDING,زلزلے,"earthquakes; earthquake (oblique/vocative singular, context-dependent)",zˌalzˈaleː,zalzalay,,,
249,PENDING,فوج,army (military; force); a horde (both in terms of items or people),fˈoːɟ,fohgy,,,
250,PENDING,قبل,before; prior to; ago,qˈabl,qabl,,,
