rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
901,REPAIR,Je ne veux pas que tu dépenses de l'argent pour moi.,I don't want you to spend money on me.,ʒə- nə- vˈø pa kə ty depˈɑ̃s də- laʁʒˈɑ̃ puʁ mwˈa.,zhohohh- nohohh- veu pa kohohh ty daypans dohohh- larzhan pohohr mwa.,Remove stress/hyphen artifacts; dépenses/argent are nasal.,/ʒə nə vø pa kə ty depɑ̃s də laʁʒɑ̃ puʁ mwa/,zhuh nuh veu pah kuh tü day-pahns duh lar-zhahn poor mwa
902,REPAIR,Je ne veux pas que tu le dises à qui que ce soit.,I don't want you to tell it to anybody.,ʒə- nə- vˈø pa kə ty lə- dˈizz a ki kə sə- swˈa.,zhohohh- nohohh- veu pa kohohh ty lohohh- dayayzz a kayay kohohh sohohh- swa.,Dises ends lexically in /z/; remove duplicated-looking machine consonant/stress artifacts while retaining /z/ before à.,/ʒə nə vø pa kə ty lə diz a ki kə sə swa/,zhuh nuh veu pah kuh tü luh deez ah kee kuh suh swa
903,REPAIR,Je me sens mieux quand je bois du jus de citron chaud.,I feel better when I drink hot lemon juice.,ʒə- mə- sˈɑ̃ mjˌø kɑ̃ ʒə- bwˈa dy- ʒˈy də- sitʁˈɔ̃ ʃˈo.,zhohohh- mohohh- san myeu kan zhohohh- bwa dy- zhy dohohh- sayaytrohn shoh.,Remove artifacts; sens/quand/citron are nasal and jus uses French /y/.,/ʒə mə sɑ̃ mjø kɑ̃ ʒə bwa dy ʒy də sitʁɔ̃ ʃo/,zhuh muh sahn myuh kahn zhuh bwa dü zhü duh see-trohn shoh
904,REPAIR,J'ai l'impression que ma tête va exploser.,I feel like my head is going to explode.,ʒe lɛ̃pʁɛsjˈɔ̃ kə ma- tˈɛt vˈa ɛksplozˈe.,zhay layaynpraysyohn kohohh ma- tayt va ayksplohzay.,Remove artifacts; impression has nasal vowels.,/ʒe lɛ̃pʁɛsjɔ̃ kə ma tɛt va ɛksploze/,zhay lehn-preh-syohn kuh mah tet vah eks-ploh-zay
905,REPAIR,J'ai l'impression que ça va mal se terminer.,I feel like it's going to end badly.,ʒe lɛ̃pʁɛsjˈɔ̃ kə sa vˈa mˈal sə- tɛʁminˈe.,zhay layaynpraysyohn kohohh sa va mal sohohh- tayrmayaynay.,Remove stress/hyphen artifacts; impression is nasal.,/ʒe lɛ̃pʁɛsjɔ̃ kə sa va mal sə tɛʁmine/,zhay lehn-preh-syohn kuh sah vah mahl suh tehr-mee-nay
906,REPAIR,J'ai l'impression que tu n'en as rien à faire de moi.,I feel like you don't care about me at all.,ʒe lɛ̃pʁɛsjˈɔ̃ kə ty nɑ̃n a ʁjˌɛ̃n a fˈɛʁ də- mwˈa.,zhay layaynpraysyohn kohohh ty nann a ryayaynn a fayr dohohh- mwa.,Represent natural /n/ links in n'en as and rien à; remove artifacts.,/ʒe lɛ̃pʁɛsjɔ̃ kə ty nɑ̃ na ʁjɛ̃ na fɛʁ də mwa/,zhay lehn-preh-syohn kuh tü nahn nah ryehn nah fehr duh mwa
907,REPAIR,Je ressens le besoin de faire quelque chose de différent aujourd'hui.,I feel the need to do something different today.,ʒə- ʁəsˈɛn lə- bəzwˈɛ̃ də- fˈɛʁ kˌɛlkə ʃˈɔz də- difeʁˈɑ̃ oʒuʁdyˈi.,zhohohh- rohohhsayn lohohh- bohohhzwayayn dohohh- fayr kaylkohohh shohz dohohh- dayayfayran ohzhohohrdyayay.,Ressens is /ʁəsɑ̃/; normalize quelque /kɛlk/, chose /ʃoz/, and aujourd'hui /oʒuʁdɥi/.,/ʒə ʁəsɑ̃ lə bəzwɛ̃ də fɛʁ kɛlk ʃoz də difeʁɑ̃ oʒuʁdɥi/,zhuh ruh-sahn luh buh-zwehn duh fehr kelk shohz duh dee-fay-rahn oh-zhoor-dwee
908,REPAIR,Je vais à l'école parce que je veux apprendre.,I go to school because I want to learn.,ʒə- vˈɛz a lekˈɔl paʁskˌə ʒə- vˈøz apʁˈɑ̃dʁ.,zhohohh- vayz a laykohl parskohohh zhohohh- veuz aprandr.,False /z/ after finite vais before à and veux before apprendre; remove artifacts.,/ʒə vɛ a lekɔl paʁskə ʒə vø apʁɑ̃dʁ/,zhuh veh ah lay-kawl parskuh zhuh veu ah-prahn-dr
909,REPAIR,Je déteste quand mes habits sentent la clope.,I hate it when my clothes smell like cigarettes.,ʒə- detˈɛst kɑ̃ me-z abˈi sˈɑ̃t la- klˈɔp.,zhohohh- daytayst kan may-z abayay sant la- klohp.,Keep mandatory possessive liaison mes habits /me zabi/; remove artifacts and mark nasal vowels.,/ʒə detɛst kɑ̃ me zabi sɑ̃t la klɔp/,zhuh day-test kahn may zah-bee sahnt lah klawp
910,REPAIR,J'ai quelques amis qui parlent bien français.,I have a few friends who speak French well.,ʒe kˌɛlkəz amˈi ki pˈaʁl bjˈɛ̃ fʁɑ̃sˈɛ.,zhay kaylkohohhz amayay kayay parl byayayn fransay.,Quelques amis has /z/ liaison but no schwa: /kɛlk zami/. Remove stress artifacts.,/ʒe kɛlk zami ki paʁl bjɛ̃ fʁɑ̃sɛ/,zhay kelk zah-mee kee parl byehn frahn-seh
