rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
151,REPAIR,Tu peux attendre ici.,You can wait here.,ty pˈøz atˈɑ̃dʁ isˈi.,ty peuz atandr ayaysayay.,Machine incorrectly inserts /z/ after finite peux before attendre; remove artificial stresses and cue nasal attendre.,/ty pø atɑ̃dʁ isi/,tü peu ah-tahn-dr ee-see (tahn nasal)
152,REPAIR,Tu pourrais m'aider.,You could help me.,ty puʁˈɛ mɛdˈe.,ty pohohray mayday.,M'aider is /mede/, not /mɛde/; remove artificial stresses.,/ty puʁɛ mede/,tü poo-reh may-day
153,REPAIR,Tu as besoin de moi ici.,You need me here.,ty a bəzwˈɛ̃ də- mwˌa isˈi.,ty a bohohhzwayayn dohohh- mwa ayaysayay.,Remove artificial stresses/machine hyphen; besoin ends in nasal /ɛ̃/ and learner hint is corrupted.,/ty a bəzwɛ̃ də mwa isi/,tü ah buh-zwehn duh mwa ee-see (zwehn nasal)
154,REPAIR,Qu'est-ce que tu es grand !,How tall you are!,kɛskˌə ty ɛ ɡʁˈɑ̃ !,kayskohohh ty ay gran !,Remove artificial stresses; grand has nasal /ɑ̃/ and final d is silent.,/kɛs kə ty ɛ ɡʁɑ̃/,kes kuh tü eh grahn (nasal final vowel)
155,REPAIR,Quelle chance nous avons !,How lucky we are!,kɛl ʃˈɑ̃s nuz avˈɔ̃ !,kayl shans nohohz avohn !,Keep mandatory liaison nous avons /nu zavɔ̃/; remove artificial stresses and mark nasal vowels.,/kɛl ʃɑ̃s nu zavɔ̃/,kel shahns noo zah-vohn (nasal vowels)
156,REPAIR,Quelle chance tu as !,How lucky you are!,kɛl ʃˈɑ̃s ty ˈa !,kayl shans ty a !,Remove artificial stresses; tu as has no liaison consonant and chance is nasal.,/kɛl ʃɑ̃s ty a/,kel shahns tü ah (shahns nasal)
157,REPAIR,Tiens-toi là où tu es !,Stand where you are!,tjˈɛ̃twˌa lˈa u ty ˈɛ !,tyayayntwa la ohoh ty ay !,Remove artificial stresses; tiens has nasal /ɛ̃/ and là/où remain separate vowels.,/tjɛ̃ twa la u ty ɛ/,tyehn twa lah oo tü eh (tyehn nasal)
158,REPAIR,Crois ce que tu veux.,Believe what you want.,kʁwˈa sə- kə ty vˈø.,krwa sohohh- kohohh ty veu.,Remove artificial stresses/machine hyphen; distinguish French /y/.,/kʁwa sə kə ty vø/,krwa suh kuh tü veu
159,REPAIR,Offre-moi un verre !,Buy me a drink.,ˈɔfʁmwˌa œ̃ vˈɛʁ !,ohfrmwa ohohn vayr !,Remove artificial stresses; un is a nasal vowel and verre has /ɛ/.,/ɔfʁ mwa œ̃ vɛʁ/,awfr mwa uhn vehr (uhn nasal)
160,REPAIR,Achetez tout ce que vous voulez.,Buy whatever you want.,aʃtˈe tu sə- kə vu vulˈe.,ashtay tohoh sohohh- kohohh vohoh vohohlay.,Remove artificial stresses/machine hyphen and learner corruption.,/aʃte tu sə kə vu vule/,ahsh-tay too suh kuh voo voo-lay
