rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
501,REPAIR,assurer,to assure; to ensure; to insure; to make sure; to secure; to belay (specialized),asyʁˈe,asyray,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/asyʁe/,ah-sü-ray
502,REPAIR,sorte,"kind; sort; type; manner; may go out/leave (subjunctive form of sortir, context-dependent)",sˈɔʁt,sohrt,Remove inappropriate lexical stress; IPA otherwise correct.,/sɔʁt/,sawrt
503,REPAIR,remettre,to put back; to return/hand over; to postpone; to restore; to recover/get back to (se remettre),ʁəmˈɛtʁ,rohohhmaytr,Remove inappropriate lexical stress; learner hint is corrupted and final vowel should cue /ɛ/.,/ʁəmɛtʁ/,ruh-mehtr
504,REPAIR,tiens,hold!; you hold/keep; here; look; hey,tjˈɛ̃,tyayayn,Remove inappropriate lexical stress; final vowel is nasal /ɛ̃/ and learner hint is corrupted.,/tjɛ̃/,tyehn (nasal)
505,REPAIR,client,client; customer,kliˈɑ̃,klayayan,Machine omits the /j/ glide across the vowel sequence: standard client is /klijɑ̃/; final vowel is nasal.,/klijɑ̃/,klee-yahn (nasal final vowel)
506,REPAIR,simple,simple; easy; plain; mere; single; one-way,sˈɛ̃pl,sayaynpl,Remove inappropriate lexical stress; first vowel is nasal /ɛ̃/.,/sɛ̃pl/,sehn-pl (nasal)
507,REPAIR,impossible,impossible,ɛ̃pɔsˈibl,ayaynpohsayaybl,Remove inappropriate lexical stress; initial vowel is nasal /ɛ̃/ and learner hint is corrupted.,/ɛ̃pɔsibl/,ehn-paw-see-bl (nasal first vowel)
508,REPAIR,obtenir,"to get, to obtain",ɔbtnˈiʁ,ohbtnayayr,Machine misses regressive devoicing and the careful medial schwa: standard obtenir is /ɔptəniʁ/, not /ɔbtniʁ/.,/ɔptəniʁ/,awp-tuh-neer
509,REPAIR,café,coffee; café; coffee shop; coffee-colored,kafˈe,kafay,Remove inappropriate lexical stress; cue open /a/ and final /e/.,/kafe/,kah-fay
510,REPAIR,tôt,early,tˈoː,toh,Machine adds non-phonemic vowel length /oː/ and lexical stress.,/to/,toh
511,REPAIR,chemin,path; way; road; route,ʃəmˈɛ̃,shohohhmayayn,Remove inappropriate lexical stress; learner hint is corrupted and final vowel is nasal /ɛ̃/.,/ʃəmɛ̃/,shuh-mehn (nasal final vowel)
512,REPAIR,rire,to laugh; laugh; laughter,ʁˈiʁ,rayayr,Remove inappropriate lexical stress; learner hint is corrupted.,/ʁiʁ/,reer
513,REPAIR,visage,face,vizˈaʒ,vayayzazh,Remove inappropriate lexical stress; cue open /a/.,/vizaʒ/,vee-zazh
514,REPAIR,couper,to cut; cut off; switch off; interrupt,kupˈe,kohohpay,Remove inappropriate lexical stress; learner hint is corrupted.,/kupe/,koo-pay
515,REPAIR,détruire,to destroy; to demolish; to ruin,detʁyˈiʁ,daytryayayr,Machine misses the French /ɥ/ glide: détruire is /detʁɥiʁ/, not /detʁyiʁ/.,/detʁɥiʁ/,day-trweer
516,REPAIR,dès,from; as early as; as soon as,dɛ,day,Learner hint should cue /ɛ/ rather than /eɪ/.,/dɛ/,deh
517,REPAIR,salle,gym; hall; room (in a house),sˈal,sal,Remove inappropriate lexical stress; cue open /a/.,/sal/,sahl
518,REPAIR,président,Speaker; president; chairperson,pʁezidˈɑ̃,prayzayaydan,Remove inappropriate lexical stress; learner hint is corrupted and final vowel is nasal /ɑ̃/.,/pʁezidɑ̃/,pray-zee-dahn (nasal final vowel)
519,REPAIR,revoir,to see again; to re-examine,ʁəvwˈaʁ,rohohhvwar,Remove inappropriate lexical stress; learner hint is corrupted.,/ʁəvwaʁ/,ruh-vwar
520,REPAIR,sauf,"except, save; excluding, barring; safe (free from harm)",sˈof,sohf,Remove inappropriate lexical stress; IPA otherwise correct.,/sof/,sohf
521,REPAIR,amuser,to amuse; to entertain; to have fun/enjoy oneself (s'amuser),amyzˈe,amyzay,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/amyze/,ah-mü-zay
522,REPAIR,hôpital,hospital,opitˈal,ohpayaytal,Remove inappropriate lexical stress; learner hint is corrupted.,/opital/,oh-pee-tahl
523,REPAIR,abandonner,to abandon; leave; give up; quit,abɑ̃dɔnˈe,abandohnay,Remove inappropriate lexical stress; medial /ɑ̃/ is nasal.,/abɑ̃dɔne/,ah-bahn-daw-nay (nasal second vowel)
524,REPAIR,force,"force; strength; forces; force! (forms of forcer, context-dependent)",fˈɔʁs,fohrs,Remove inappropriate lexical stress; IPA otherwise correct.,/fɔʁs/,fawrs
525,REPAIR,musique,music,myzˈik,myzayayk,Remove inappropriate lexical stress; learner hint is corrupted and should distinguish French /y/.,/myzik/,mü-zeek
526,REPAIR,rue,street,ʁˈy,ry,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/ʁy/,rü
527,REPAIR,sûrement,"probably; surely, certainly",syʁmˈɑ̃,syrman,Remove inappropriate lexical stress; French /y/ and final nasal /ɑ̃/ need explicit learner cues.,/syʁmɑ̃/,sür-mahn (nasal final vowel)
528,REPAIR,blanc,white; blank; white color; white wine/meat (context-dependent noun uses),blˈɑ̃,blan,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/ and final c is silent.,/blɑ̃/,blahn (nasal)
529,REPAIR,balle,ball; bullet,bˈal,bal,Remove inappropriate lexical stress; cue open /a/.,/bal/,bahl
530,REPAIR,seigneur,lord; nobleman; seigneur,sɛnjˈœʁ,saynyeur,Machine represents gn-like palatal articulation as /nj/; standard seigneur uses /ɲ/: /sɛɲœʁ/. Remove lexical stress.,/sɛɲœʁ/,seh-nyuhr
531,REPAIR,courant,current; present; common; fluent; current/flow; electric current,kuʁˈɑ̃,kohohran,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/ and learner hint is corrupted.,/kuʁɑ̃/,koo-rahn (nasal final vowel)
532,REPAIR,sac,bag; sack,sˈak,sak,Remove inappropriate lexical stress; cue open /a/.,/sak/,sahk
533,REPAIR,cul,butt; backside; ass; anus (vulgar/informal),kˈy,ky,Remove inappropriate lexical stress; learner hint should distinguish French /y/; final l is silent.,/ky/,kü
534,REPAIR,soirée,evening; evening party; event/gathering,swaʁˈe,swaray,Remove inappropriate lexical stress; improve segmentation.,/swaʁe/,swah-ray
535,REPAIR,refuser,to refuse,ʁəfyzˈe,rohohhfyzay,Remove inappropriate lexical stress; learner hint is corrupted and should distinguish French /y/.,/ʁəfyze/,ruh-fü-zay
536,REPAIR,avis,notice; opinion; piece of advice,avˈi,avayay,Remove inappropriate lexical stress; learner hint is corrupted.,/avi/,ah-vee
537,REPAIR,cours,class; course,kˈuʁ,kohohr,Remove inappropriate lexical stress; final written s is silent.,/kuʁ/,koor
538,REPAIR,effet,"effect; spin, bend, curl",efˈɛ,ayfay,Remove inappropriate lexical stress; final vowel is /ɛ/, not /e/.,/efɛ/,ay-feh
539,REPAIR,courir,run,kuʁˈiʁ,kohohrayayr,Remove inappropriate lexical stress; learner hint is corrupted.,/kuʁiʁ/,koo-reer
540,REPAIR,groupe,group,ɡʁˈup,grohohp,Remove inappropriate lexical stress; learner hint is corrupted.,/ɡʁup/,groop
541,REPAIR,roi,king,ʁwˈa,rwa,Remove inappropriate lexical stress; IPA otherwise correct.,/ʁwa/,rwa
542,REPAIR,attraper,to catch (a cold etc.); to catch (e.g. a ball); to trap (to capture in a trap),atʁapˈe,atrapay,Remove inappropriate lexical stress; cue open /a/ and final /e/.,/atʁape/,ah-trah-pay
543,REPAIR,sens,sense; meaning; direction,sˈɑ̃s,sans,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/ and final s is pronounced for this noun.,/sɑ̃s/,sahns (nasal vowel)
544,REPAIR,chanter,sing,ʃɑ̃tˈe,shantay,Remove inappropriate lexical stress; first vowel is nasal /ɑ̃/.,/ʃɑ̃te/,shahn-tay (nasal first vowel)
545,REPAIR,maintenir,to keep up; to persist; to maintain,mɛ̃tnˈiʁ,mayayntnayayr,Careful citation pronunciation retains medial schwa: /mɛ̃təniʁ/; candidate suppresses it and adds lexical stress.,/mɛ̃təniʁ/,mehn-tuh-neer (nasal first vowel)
