rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
951,REPAIR,میں تین بجے فارغ ہوں۔,I am free at three.,mˈẽ tˈiːn bˈʌɟeː fˈaːrɪɣ huːn,mẽ tayayn bʌgyay farayaygh hohohn,Use dental /t̪/ in تین; restore /d͡ʒ/ in بجے and nasal forms.,/mɛ̃ː t̪iːn bəd͡ʒeː faːrɪɣ ɦũː/,main teen ba-jay faa-righ hoon
952,REPAIR,ہم تین بجے فارغ ہیں۔,We are free at three.,ham tˈiːn bˈʌɟeː fˈaːrɪɣ hẽ,ham tayayn bʌgyay farayaygh hẽ,Use dental /t̪/; restore /d͡ʒ/ and nasal auxiliary.,/ɦəm t̪iːn bəd͡ʒeː faːrɪɣ ɦɛ̃ː/,hum teen ba-jay faa-righ hain
953,REPAIR,کیا آپ تین بجے فارغ ہیں؟,Are you free at three?,kjˈaː ˌaːp tˈiːn bˈʌɟeː fˈaːrɪɣ hẽ,kya ap tayayn bʌgyay farayaygh hẽ,Use dental /t̪/; restore /d͡ʒ/ and nasal auxiliary.,/kjaː aːp t̪iːn bəd͡ʒeː faːrɪɣ ɦɛ̃ː/,kya aap teen ba-jay faa-righ hain
954,REPAIR,کیا ہم تین بجے ملیں؟,Shall we meet at three?,kjˈaː ham tˈiːn bˈʌɟeː mɪlˈeːn,kya ham tayayn bʌgyay mayaylayn,Use dental /t̪/; restore /d͡ʒ/ and nasal subjunctive.,/kjaː ɦəm t̪iːn bəd͡ʒeː mɪlẽː/,kya hum teen ba-jay mi-lain
955,REPAIR,ہم تین بجے بات کر سکتے ہیں۔,We can talk at three.,ham tˈiːn bˈʌɟeː bˈaːt kar sˈʌktˌeː hẽ,ham tayayn bʌgyay bat kar sʌktay hẽ,Use dental consonants; restore /d͡ʒ/ and nasal auxiliary.,/ɦəm t̪iːn bəd͡ʒeː baːt̪ kəɾ səkt̪eː ɦɛ̃ː/,hum teen ba-jay baat kar suk-tay hain
956,REPAIR,میں چار بجے فارغ ہوں۔,I am free at four.,mˈẽ cˈaːr bˈʌɟeː fˈaːrɪɣ huːn,mẽ car bʌgyay farayaygh hohohn,Restore Urdu /t͡ʃ/ and /d͡ʒ/; correct nasal forms.,/mɛ̃ː t͡ʃaːɾ bəd͡ʒeː faːrɪɣ ɦũː/,main chaar ba-jay faa-righ hoon
957,REPAIR,ہم چار بجے فارغ ہیں۔,We are free at four.,ham cˈaːr bˈʌɟeː fˈaːrɪɣ hẽ,ham car bʌgyay farayaygh hẽ,Restore /t͡ʃ/ and /d͡ʒ/; correct nasal auxiliary.,/ɦəm t͡ʃaːɾ bəd͡ʒeː faːrɪɣ ɦɛ̃ː/,hum chaar ba-jay faa-righ hain
958,REPAIR,کیا آپ چار بجے فارغ ہیں؟,Are you free at four?,kjˈaː ˌaːp cˈaːr bˈʌɟeː fˈaːrɪɣ hẽ,kya ap car bʌgyay farayaygh hẽ,Restore /t͡ʃ/ and /d͡ʒ/; correct nasal auxiliary.,/kjaː aːp t͡ʃaːɾ bəd͡ʒeː faːrɪɣ ɦɛ̃ː/,kya aap chaar ba-jay faa-righ hain
959,REPAIR,کیا ہم چار بجے ملیں؟,Shall we meet at four?,kjˈaː ham cˈaːr bˈʌɟeː mɪlˈeːn,kya ham car bʌgyay mayaylayn,Restore /t͡ʃ/ and /d͡ʒ/; correct nasal subjunctive.,/kjaː ɦəm t͡ʃaːɾ bəd͡ʒeː mɪlẽː/,kya hum chaar ba-jay mi-lain
960,REPAIR,ہم چار بجے بات کر سکتے ہیں۔,We can talk at four.,ham cˈaːr bˈʌɟeː bˈaːt kar sˈʌktˌeː hẽ,ham car bʌgyay bat kar sʌktay hẽ,Restore affricates plus dental consonants and nasal auxiliary.,/ɦəm t͡ʃaːɾ bəd͡ʒeː baːt̪ kəɾ səkt̪eː ɦɛ̃ː/,hum chaar ba-jay baat kar suk-tay hain
