rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
151,PENDING,مجھے چشمہ چاہیے۔,I need the pair of glasses.,mˌʊɟʰeː cˈʌʃəma cˈaːhjeː,mohohgyʰay cʌshohohhma cahyay,,,
152,PENDING,مجھے چشمہ نہیں چاہیے۔,I don't need the pair of glasses.,mˌʊɟʰeː cˈʌʃəma nahˈiːn cˈaːhjeː,mohohgyʰay cʌshohohhma nahayayn cahyay,,,
153,PENDING,کیا آپ کو چشمہ چاہیے؟,Do you need the pair of glasses?,kjˈaː ˌaːp kˈoː cˈʌʃəma cˈaːhjeː,kya ap koh cʌshohohhma cahyay,,,
154,PENDING,ہمیں چشمہ چاہیے۔,We need the pair of glasses.,hˈʌmẽː cˈʌʃəma cˈaːhjeː,hʌmẽ cʌshohohhma cahyay,,,
155,PENDING,چشمہ کہاں ہے؟,Where is the pair of glasses?,cˈʌʃəma kˈʌhãː hɛ,cʌshohohhma kʌhã hay,,,
156,PENDING,کیا چشمہ یہاں ہے؟,Is the pair of glasses here?,kjˈaː cˈʌʃəma jˈʌhãː hɛ,kya cʌshohohhma yʌhã hay,,,
157,PENDING,براہِ کرم چشمہ لے آئیے۔,Please bring the pair of glasses.,bˌəraːhˈeː kˈʌrəm cˈʌʃəma lˈeː ˈaːjeː,bohohhrahay kʌrohohhm cʌshohohhma lay ayay,,,
158,PENDING,براہِ کرم مجھے چشمہ دیجیے۔,Please give me the pair of glasses.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː cˈʌʃəma diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay cʌshohohhma dayaygyayayay,,,
159,PENDING,میرے پاس چشمہ ہے۔,I have the pair of glasses.,mˈeːreː pˈaːs cˈʌʃəma hɛ,mayray pas cʌshohohhma hay,,,
160,PENDING,کیا آپ کے پاس چشمہ ہے؟,Do you have the pair of glasses?,kjˈaː ˌaːp keː pˈaːs cˈʌʃəma hɛ,kya ap kay pas cʌshohohhma hay,,,
161,PENDING,مجھے بیگ چاہیے۔,I need the bag.,mˌʊɟʰeː bˈeːɡ cˈaːhjeː,mohohgyʰay bayg cahyay,,,
162,PENDING,مجھے بیگ نہیں چاہیے۔,I don't need the bag.,mˌʊɟʰeː bˈeːɡ nahˈiːn cˈaːhjeː,mohohgyʰay bayg nahayayn cahyay,,,
163,PENDING,کیا آپ کو بیگ چاہیے؟,Do you need the bag?,kjˈaː ˌaːp kˈoː bˈeːɡ cˈaːhjeː,kya ap koh bayg cahyay,,,
164,PENDING,ہمیں بیگ چاہیے۔,We need the bag.,hˈʌmẽː bˈeːɡ cˈaːhjeː,hʌmẽ bayg cahyay,,,
165,PENDING,بیگ کہاں ہے؟,Where is the bag?,bˈeːɡ kˈʌhãː hɛ,bayg kʌhã hay,,,
166,PENDING,کیا بیگ یہاں ہے؟,Is the bag here?,kjˈaː bˈeːɡ jˈʌhãː hɛ,kya bayg yʌhã hay,,,
167,PENDING,براہِ کرم بیگ لے آئیے۔,Please bring the bag.,bˌəraːhˈeː kˈʌrəm bˈeːɡ lˈeː ˈaːjeː,bohohhrahay kʌrohohhm bayg lay ayay,,,
168,PENDING,براہِ کرم مجھے بیگ دیجیے۔,Please give me the bag.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː bˈeːɡ diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay bayg dayaygyayayay,,,
169,PENDING,میرے پاس بیگ ہے۔,I have the bag.,mˈeːreː pˈaːs bˈeːɡ hɛ,mayray pas bayg hay,,,
170,PENDING,کیا آپ کے پاس بیگ ہے؟,Do you have the bag?,kjˈaː ˌaːp keː pˈaːs bˈeːɡ hɛ,kya ap kay pas bayg hay,,,
171,PENDING,مجھے بٹوہ چاہیے۔,I need the wallet.,mˌʊɟʰeː bəʈˈoːa cˈaːhjeː,mohohgyʰay bohohhtoha cahyay,,,
172,PENDING,مجھے بٹوہ نہیں چاہیے۔,I don't need the wallet.,mˌʊɟʰeː bəʈˈoːa nahˈiːn cˈaːhjeː,mohohgyʰay bohohhtoha nahayayn cahyay,,,
173,PENDING,کیا آپ کو بٹوہ چاہیے؟,Do you need the wallet?,kjˈaː ˌaːp kˈoː bəʈˈoːa cˈaːhjeː,kya ap koh bohohhtoha cahyay,,,
174,PENDING,ہمیں بٹوہ چاہیے۔,We need the wallet.,hˈʌmẽː bəʈˈoːa cˈaːhjeː,hʌmẽ bohohhtoha cahyay,,,
175,PENDING,بٹوہ کہاں ہے؟,Where is the wallet?,bəʈˈoːa kˈʌhãː hɛ,bohohhtoha kʌhã hay,,,
176,PENDING,کیا بٹوہ یہاں ہے؟,Is the wallet here?,kjˈaː bəʈˈoːa jˈʌhãː hɛ,kya bohohhtoha yʌhã hay,,,
177,PENDING,براہِ کرم بٹوہ لے آئیے۔,Please bring the wallet.,bˌəraːhˈeː kˈʌrəm bəʈˈoːa lˈeː ˈaːjeː,bohohhrahay kʌrohohhm bohohhtoha lay ayay,,,
178,PENDING,براہِ کرم مجھے بٹوہ دیجیے۔,Please give me the wallet.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː bəʈˈoːa diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay bohohhtoha dayaygyayayay,,,
179,PENDING,میرے پاس بٹوہ ہے۔,I have the wallet.,mˈeːreː pˈaːs bəʈˈoːa hɛ,mayray pas bohohhtoha hay,,,
180,PENDING,کیا آپ کے پاس بٹوہ ہے؟,Do you have the wallet?,kjˈaː ˌaːp keː pˈaːs bəʈˈoːa hɛ,kya ap kay pas bohohhtoha hay,,,
181,PENDING,مجھے پرس چاہیے۔,I need the purse.,mˌʊɟʰeː pˈʌrəs cˈaːhjeː,mohohgyʰay pʌrohohhs cahyay,,,
