rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
201,PENDING,مجھے جیکٹ چاہیے۔,I need the jacket.,mˌʊɟʰeː ɟˈeːkɪʈ cˈaːhjeː,mohohgyʰay gyaykayayt cahyay,,,
202,PENDING,مجھے جیکٹ نہیں چاہیے۔,I don't need the jacket.,mˌʊɟʰeː ɟˈeːkɪʈ nahˈiːn cˈaːhjeː,mohohgyʰay gyaykayayt nahayayn cahyay,,,
203,PENDING,کیا آپ کو جیکٹ چاہیے؟,Do you need the jacket?,kjˈaː ˌaːp kˈoː ɟˈeːkɪʈ cˈaːhjeː,kya ap koh gyaykayayt cahyay,,,
204,PENDING,ہمیں جیکٹ چاہیے۔,We need the jacket.,hˈʌmẽː ɟˈeːkɪʈ cˈaːhjeː,hʌmẽ gyaykayayt cahyay,,,
205,PENDING,جیکٹ کہاں ہے؟,Where is the jacket?,ɟˈeːkɪʈ kˈʌhãː hɛ,gyaykayayt kʌhã hay,,,
206,PENDING,کیا جیکٹ یہاں ہے؟,Is the jacket here?,kjˈaː ɟˈeːkɪʈ jˈʌhãː hɛ,kya gyaykayayt yʌhã hay,,,
207,PENDING,براہِ کرم جیکٹ لے آئیے۔,Please bring the jacket.,bˌəraːhˈeː kˈʌrəm ɟˈeːkɪʈ lˈeː ˈaːjeː,bohohhrahay kʌrohohhm gyaykayayt lay ayay,,,
208,PENDING,براہِ کرم مجھے جیکٹ دیجیے۔,Please give me the jacket.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː ɟˈeːkɪʈ diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay gyaykayayt dayaygyayayay,,,
209,PENDING,میرے پاس جیکٹ ہے۔,I have the jacket.,mˈeːreː pˈaːs ɟˈeːkɪʈ hɛ,mayray pas gyaykayayt hay,,,
210,PENDING,کیا آپ کے پاس جیکٹ ہے؟,Do you have the jacket?,kjˈaː ˌaːp keː pˈaːs ɟˈeːkɪʈ hɛ,kya ap kay pas gyaykayayt hay,,,
211,PENDING,مجھے کمبل چاہیے۔,I need the blanket.,mˌʊɟʰeː kˈʌmbəl cˈaːhjeː,mohohgyʰay kʌmbohohhl cahyay,,,
212,PENDING,مجھے کمبل نہیں چاہیے۔,I don't need the blanket.,mˌʊɟʰeː kˈʌmbəl nahˈiːn cˈaːhjeː,mohohgyʰay kʌmbohohhl nahayayn cahyay,,,
213,PENDING,کیا آپ کو کمبل چاہیے؟,Do you need the blanket?,kjˈaː ˌaːp kˈoː kˈʌmbəl cˈaːhjeː,kya ap koh kʌmbohohhl cahyay,,,
214,PENDING,ہمیں کمبل چاہیے۔,We need the blanket.,hˈʌmẽː kˈʌmbəl cˈaːhjeː,hʌmẽ kʌmbohohhl cahyay,,,
215,PENDING,کمبل کہاں ہے؟,Where is the blanket?,kˈʌmbəl kˈʌhãː hɛ,kʌmbohohhl kʌhã hay,,,
216,PENDING,کیا کمبل یہاں ہے؟,Is the blanket here?,kjˈaː kˈʌmbəl jˈʌhãː hɛ,kya kʌmbohohhl yʌhã hay,,,
217,PENDING,براہِ کرم کمبل لے آئیے۔,Please bring the blanket.,bˌəraːhˈeː kˈʌrəm kˈʌmbəl lˈeː ˈaːjeː,bohohhrahay kʌrohohhm kʌmbohohhl lay ayay,,,
218,PENDING,براہِ کرم مجھے کمبل دیجیے۔,Please give me the blanket.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː kˈʌmbəl diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay kʌmbohohhl dayaygyayayay,,,
219,PENDING,میرے پاس کمبل ہے۔,I have the blanket.,mˈeːreː pˈaːs kˈʌmbəl hɛ,mayray pas kʌmbohohhl hay,,,
220,PENDING,کیا آپ کے پاس کمبل ہے؟,Do you have the blanket?,kjˈaː ˌaːp keː pˈaːs kˈʌmbəl hɛ,kya ap kay pas kʌmbohohhl hay,,,
221,PENDING,مجھے تکیہ چاہیے۔,I need the pillow.,mˌʊɟʰeː təkˈiːa cˈaːhjeː,mohohgyʰay tohohhkayaya cahyay,,,
222,PENDING,مجھے تکیہ نہیں چاہیے۔,I don't need the pillow.,mˌʊɟʰeː təkˈiːa nahˈiːn cˈaːhjeː,mohohgyʰay tohohhkayaya nahayayn cahyay,,,
223,PENDING,کیا آپ کو تکیہ چاہیے؟,Do you need the pillow?,kjˈaː ˌaːp kˈoː təkˈiːa cˈaːhjeː,kya ap koh tohohhkayaya cahyay,,,
224,PENDING,ہمیں تکیہ چاہیے۔,We need the pillow.,hˈʌmẽː təkˈiːa cˈaːhjeː,hʌmẽ tohohhkayaya cahyay,,,
225,PENDING,تکیہ کہاں ہے؟,Where is the pillow?,təkˈiːa kˈʌhãː hɛ,tohohhkayaya kʌhã hay,,,
226,PENDING,کیا تکیہ یہاں ہے؟,Is the pillow here?,kjˈaː təkˈiːa jˈʌhãː hɛ,kya tohohhkayaya yʌhã hay,,,
227,PENDING,براہِ کرم تکیہ لے آئیے۔,Please bring the pillow.,bˌəraːhˈeː kˈʌrəm təkˈiːa lˈeː ˈaːjeː,bohohhrahay kʌrohohhm tohohhkayaya lay ayay,,,
228,PENDING,براہِ کرم مجھے تکیہ دیجیے۔,Please give me the pillow.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː təkˈiːa diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay tohohhkayaya dayaygyayayay,,,
229,PENDING,میرے پاس تکیہ ہے۔,I have the pillow.,mˈeːreː pˈaːs təkˈiːa hɛ,mayray pas tohohhkayaya hay,,,
