rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
1,REPAIR,کے,"of; belonging to (genitive, masculine plural/oblique)",keː,kay,Standardize learner aid and remove unnecessary stress conventions.,/keː/,kay
2,REPAIR,میں,I; in; into (depending on context),mˈẽ,mẽ,Homograph has distinct standard pronunciations by sense; candidate also omits vowel length.,"/mɛ̃ː/ (I); /mẽː/ (in/into)","main (I); mein (in), both nasal"
3,REPAIR,کی,"of; belonging to (genitive, feminine singular)",ki,kayay,Candidate omits long /iː/ and learner hint is corrupted.,/kiː/,kee
4,REPAIR,ہے,is; is/exists (third-person singular present of ہونا),hɛ,hay,Standard Urdu uses voiced /ɦ/ and a long vowel.,/ɦɛː/,"hai (roughly heh; voiced h)"
5,REPAIR,اور,and; more; other; another,ɔr,ohr,Candidate omits long /ɔː/ and uses English-style r rather than tap /ɾ/.,/ɔːɾ/,aur
6,REPAIR,سے,from; with; by; than,seː,say,Standardize learner aid; IPA otherwise correct.,/seː/,say
7,REPAIR,کا,"of; belonging to (genitive, masculine singular)",kaː,ka,Use standard back /ɑː/ quality and preserve vowel length in learner aid.,/kɑː/,kaa
8,REPAIR,کو,to; for; marks dative/accusative objects,kˈoː,koh,Remove inappropriate lexical stress.,/koː/,koh
9,REPAIR,نے,ergative marker,neː,nay,Standardize learner aid; IPA otherwise correct.,/neː/,nay
10,REPAIR,اس,this/that; him/her/it (oblique singular),ɪs,ayays,Learner hint is corrupted.,/ɪs/,iss
11,REPAIR,کہ,that; saying/having said (depending on construction),ke,kay,Standard Urdu conjunction is /kɪ/; /keː/ is a colloquial variant.,/kɪ/,"kih (often kay colloquially)"
12,REPAIR,ہیں,are (plural/honorific present of ہونا),hẽ,hẽ,Candidate omits voiced /ɦ/ and vowel length.,/ɦɛ̃ː/,"hain (nasal; voiced h)"
13,REPAIR,پر,"on; at; upon; but/yet; feather/wing (پَر, context-dependent)",pˈʌr,pʌr,Use Urdu schwa /ə/ and tap /ɾ/ rather than English /ʌr/; remove stress.,/pəɾ/,par
14,REPAIR,کر,do; having done; verb stem/conjunctive form of کرنا,kar,kar,Standard Urdu has schwa /ə/ and tap /ɾ/.,/kəɾ/,kar
15,REPAIR,ہو,be; become (form of ہونا),hˈoː,hoh,Use voiced /ɦ/ and remove inappropriate lexical stress.,/ɦoː/,"hoh (voiced h)"
16,REPAIR,بھی,also; too; even,bʰˈiː,bʰayay,Use voiced aspirated /bʱ/ and remove stress; learner hint is corrupted.,/bʱiː/,bhee
17,REPAIR,ایک,one; a; an,ˈeːk,ayk,Remove inappropriate lexical stress; learner hint otherwise usable.,/eːk/,ayk
18,REPAIR,یہ,this; these; he/she/it/they (proximal),jeːh,yayh,Candidate adds a final /h/ to the /jeː/ variant. Standard Urdu also has careful /jəɦ/.,"/jeː/; /jəɦ/","yay / yeh"
19,REPAIR,نہیں,no; not,nahˈiːn,nahayayn,Standard Urdu is /nə.ɦĩː/ with voiced /ɦ/ and nasalized long vowel; candidate is materially wrong.,/nə.ɦĩː/,"nuh-heen (nasal ee; voiced h)"
20,REPAIR,ان,"those; them; these (oblique plural, depending on context)",ɪn,ayayn,Proximal and distal oblique forms are homographic in unvowelled script and differ in pronunciation.,"/ɪn/ (these); /ʊn/ (those/them)","in / un"
21,REPAIR,کیا,what?; did/done (depending on context),kjˈaː,kya,Homograph has distinct standard pronunciations: interrogative /kjɑː/ versus perfective /kɪ.jɑː/.,"/kjɑː/ (what?); /kɪ.jɑː/ (did/done)","kyaa; ki-yaa"
22,REPAIR,تو,then; so; you (informal),tˈoː,toh,Homograph has distinct pronunciations: conjunction /t̪oː/ and informal pronoun /t̪uː/.,"/t̪oː/ (then/so); /t̪uː/ (you)","toh; too"
23,REPAIR,وہ,that; those; he/she/it/they (distal),woː,woh,Use standard Urdu labiodental approximant /ʋ/; careful /ʋəɦ/ also occurs.,"/ʋoː/; /ʋəɦ/","voh / vah"
24,REPAIR,لئے,taken; for (in کے لیے),lˌiːeː,layayay,Standard Urdu has /lɪ.jeː/ with a glide; candidate has wrong first vowel and no /j/.,/lɪ.jeː/,li-yay
25,REPAIR,تھا,was (masculine singular),tʰaː,tʰa,Use dental aspirated /t̪ʰ/ and back /ɑː/; preserve length.,/t̪ʰɑː/,"thaa (aspirated t)"
26,REPAIR,گیا,"went; gone/left (masculine singular perfect of جانا); Gaya (proper noun, context-dependent)",ɡˌajaː,gaya,Standard pronunciation is /ɡə.jɑː/; candidate lacks schwa and glide structure.,/ɡə.jɑː/,guh-yaa
27,REPAIR,جو,who; which; that (relative pronoun),ɟˈoː,gyoh,Urdu ج is /d͡ʒ/, not palatal stop /ɟ/; remove stress.,/d͡ʒoː/,joh
28,REPAIR,و,and,ˈoː,oh,Remove inappropriate lexical stress; IPA otherwise correct.,/oː/,oh
29,REPAIR,گا,will (masculine singular future marker),ɡaː,ga,Use back /ɑː/ and preserve length in learner aid.,/ɡɑː/,gaa
30,REPAIR,ہی,only; just; emphatic particle,hˈiː,hayay,Use voiced /ɦ/ and remove stress; learner hint is corrupted.,/ɦiː/,"hee (voiced h)"
31,REPAIR,نہ,not; neither; do not,nˈa,na,Standard Urdu allows /nə/ and /na/; candidate captures only one variant and adds stress.,"/nə/; /na/","nuh / nah"
32,REPAIR,جب,when,ɟˈʌb,gyʌb,Urdu ج is /d͡ʒ/ and the vowel is schwa /ə/, not English /ʌ/; remove stress.,/d͡ʒəb/,juhb
33,REPAIR,اپنے,one's own; own (masculine plural/oblique form of اپنا),ˈapnˌeː,apnay,Standard first vowel is schwa /ə/; remove stress marks.,/əp.neː/,up-nay
34,REPAIR,آپ,you (formal/honorific); oneself,ˌaːp,ap,Use back /ɑː/ and preserve vowel length; remove stress.,/ɑːp/,aap
