rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
101,PENDING,لوگ,"people; class, caste; folk; family",lˈoːɡ,lohg,,,
102,PENDING,لے,take; take! (form/stem of لینا),lˈeː,lay,,,
103,PENDING,استعمال,"use, usage, utilisation, employment",ˌɪsteːmˈaːl,ayaystaymal,,,
104,PENDING,مدد,help; aid; assistance; relief; reinforcement (context-dependent),mˈʌdəd,mʌdohohhd,,,
105,PENDING,میل,mile; inclination/affinity; dirt/grime (different senses),mˈeːl,mayl,,,
106,PENDING,پیدا,"born; arisen, created",pˈeːdaː,payda,,,
107,PENDING,بے,without-; un-; -less; non-; name of the letter ب (context-dependent),beː,bay,,,
108,PENDING,دوسرے,second; other (masculine plural/oblique form of دوسرا),dˈuːsreː,dohohsray,,,
109,PENDING,روپے,rupees; rupee (oblique/vocative singular),rˈʊpeː,rohohpay,,,
110,PENDING,ضرورت,"necessity, need, requirement",zˌaruːrˈat,zarohohrat,,,
111,PENDING,اے,O!; hey! (vocative particle),ˈeː,ay,,,
112,PENDING,تین,three,tˈiːn,tayayn,,,
113,PENDING,پیش,before; in front; forward; presented/offered; pesh/damma vowel mark,pˈeːʃ,paysh,,,
114,PENDING,مختلف,different; various; differing; opposed (context-dependent),mˌʊxtˈalɪf,mohohkhtalayayf,,,
115,PENDING,کیونکہ,because,kjˌuːnkˈɛh,kyohohnkayh,,,
116,PENDING,نام,name,nˈaːm,nam,,,
117,PENDING,آئی,came (feminine singular),ˈaːi,aayay,,,
118,PENDING,ہمارے,our; ours (masculine plural/oblique form),həmˈaːreː,hohohhmaray,,,
119,PENDING,صفحہ,face; page (of a book etc.),ʂˈafhˌaː,ʂafha,,,
120,PENDING,قومی,national,qˈoːmi,qohmayay,,,
121,PENDING,زندگی,life,zˌɪndˈaɡi,zayayndagayay,,,
122,PENDING,قائم,"established; unwavering, fixed, firm",qˈaɪm,qaayaym,,,
123,PENDING,آج,today,ˈaːɟ,agy,,,
124,PENDING,پانی,water; liquid/moisture; tears or sweat (in compounds/context-dependent),pˈaːni,panayay,,,
125,PENDING,عوام,"crowd; public; masses, common folk, laity",aʋˈaːm,aʋam,,,
126,PENDING,عمل,"effect; process; action, deed",ˈaməl,amohohhl,,,
127,PENDING,حسین,"a handsome man; beautiful, handsome; a male given name, Hussain or Husain, from Arabic",həsˈiːn,hohohhsayayn,,,
128,PENDING,دوران,duration; course; period; during (in کے دوران),doːrˈaːn,dohran,,,
129,PENDING,پاکستانی,Pakistani (person); Pakistani (of or relating to Pakistan),pˌaːkɪstˈaːni,pakayaystanayay,,,
130,PENDING,شاہ,king; shah,ʃˈaːh,shah,,,
131,PENDING,سو,"hundred; so, hence; therefore",sˈoː,soh,,,
132,PENDING,بڑی,"big; large; elder/older; great (feminine form of بڑا, context-dependent)",bˈʌr.i,bʌr.ayay,,,
133,PENDING,خود,"reflexive pronoun: oneself, one's own",xˈʊd,khohohd,,,
134,PENDING,مجھے,me; to me,mˌʊɟʰeː,mohohgyʰay,,,
135,PENDING,ایسے,such; like this/that; in this way,ˈeːseː,aysay,,,
136,PENDING,جاری,"running, flowing; continuing, continuous, proceeding, prevailing",ɟˈaːri,gyarayay,,,
137,PENDING,فلم,"film, movie",fˈɪlm,fayaylm,,,
138,PENDING,موجود,present; existing; available; obtainable,moːɟˈuːd,mohgyohohd,,,
139,PENDING,دن,day; daytime,dˈɪn,dayayn,,,
140,PENDING,کھیل,"game; sport; play; fun; easy matter/task (idiomatic, context-dependent)",kʰˈeːl,kʰayl,,,
141,PENDING,بلکہ,rather; but rather; in fact; moreover,bˌalkˈeːh,balkayh,,,
142,PENDING,نظر,sight; view; look; gaze; opinion; attention/supervision (context-dependent),naʐˈar,naʐar,,,
143,PENDING,گھر,"house, home; place, abode",ɡʰˈʌr,gʰʌr,,,
144,PENDING,ممالک,countries,mʊmˈaːlɪk,mohohmalayayk,,,
145,PENDING,جہاں,where; wherever,ɟˈʌhãː,gyʌhã,,,
146,PENDING,کہنا,to say; to tell; to speak,kˈɛhnaː,kayhna,,,
147,PENDING,میرے,my; mine (masculine plural/oblique form),mˈeːreː,mayray,,,
148,PENDING,علاقوں,areas; regions,ɪlˈaːqõː,ayaylaqõ,,,
149,PENDING,مگر,but; however; except; unless (context-dependent),maɡˈar,magar,,,
150,PENDING,پاس,near; nearby; by; with/in someone's possession (in کے پاس),pˈaːs,pas,,,
