rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
101,REPAIR,أمس,yesterday,ʔˈams,ʔams,Normalize broad monosyllabic IPA and learner hamza marker,/ʔams/,ʾams
102,REPAIR,حيث,where; in which; whereas,ħˈajθu,haythohoh,Machine hint is unusable; preserve the fixed final vowel,/ħajθu/,ḥaythu
103,REPAIR,حياة,life,ħajˈaːh,hayah,Normalize broad IPA and preserve the long vowel,/ħajaːh/,ḥayāh
104,REPAIR,منذ,since; for (a period); ago,mˈunðu,mohohndhohoh,Machine hint is unusable; normalize standard MSA form,/munðu/,mundhu
105,REPAIR,ربما,perhaps; maybe,rˈubːamˌaː,rohohbama,Machine hint loses gemination and vowel length,/rubbamaː/,rubbamā
106,REPAIR,أين,where?,ʔˈajna,ʔayna,Normalize broad MSA IPA and learner hamza marker,/ʔajna/,ʾayna
107,REPAIR,جميع,all; entire; whole,dʒamˈiːʕ,yamayay‘,Machine hint is unusable; normalize ʿayn and long vowel,/dʒamiːʕ/,jamīʿ
108,REPAIR,مكان,place; location,mˈakaːn,makan,Normalize broad IPA and preserve vowel length,/makaːn/,makān
109,REPAIR,هيا,come on!; let’s go!,hˈajjaː,hayya,Normalize broad IPA and preserve final long vowel,/hajjaː/,hayyā
110,REPAIR,لو,if; if only; even if (لَوْ),lˈaw,law,Normalize broad monosyllabic IPA,/law/,law
111,REPAIR,يبدو,seems; appears,jbdˈuː,ybdohoh,Machine candidate omits the initial short vowel and the hint is unusable,/jabduː/,yabdū
112,REPAIR,شكرا,thanks; thank you,ʃkrˈaː,shkra,Machine candidate misreads شُكْرًا and omits required vowels,/ʃukran/,shukran
113,REPAIR,سبب,reason; cause; caused,sˈabab,sabab,Workbook gloss spans noun سَبَب and past verb سَبَّبَ; include both readings,/sabab/ / /sabbaba/,sabab / sabbaba
114,REPAIR,ابن,son,ʔˈibn,ʔayaybn,Machine hint is unusable; normalize isolated citation form,/ʔibn/,ʾibn
115,REPAIR,عند,at; near; with/in the possession of,ʕˈind,‘ayaynd,Machine hint is unusable; normalize ʿayn,/ʕind/,ʿind
116,REPAIR,أفضل,better; best; preferable,ʔˈafdˤal,ʔafdˤal,Normalize broad IPA and standardized emphatic/hamza transliteration,/ʔafdˤal/,ʾafḍal
117,REPAIR,تم,was completed; took place; became complete,tˈamm,tamm,Machine form drops the lexical final vowel of the past verb تَمَّ,/tamma/,tamma
118,REPAIR,دولة,state; country,dˈawla,dawla,Normalize broad MSA IPA,/dawla/,dawla
119,REPAIR,يعلم,knows; teaches (depending on vocalization),jʕlm,y‘lm,Workbook gloss spans يَعْلَم and يُعَلِّم; machine candidate supplies neither vocalization,/jaʕlam/ / /juʕallim/,yaʿlam / yuʿallim
120,REPAIR,عالم,world; scholar; scientist (depending on vocalization),ʕˈaːlam,‘alam,Workbook gloss spans عَالَم and عَالِم; include both standard readings,/ʕaːlam/ / /ʕaːlim/,ʿālam / ʿālim
