rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
401,REPAIR,هل تعلم من أنا ؟,Do you know who I am?,hˈal tˈaʕallˌam mˈin ˈana,hal ta‘allam mayayn ana,Machine misreads تَعْلَم as تَعَلَّم and interrogative مَنْ as preposition مِنْ,/hal taʕlam man ʔanaː/,hal taʿlam man ʾanā
402,REPAIR,هل تعرف من يكون؟,Do you know who he is?,hˈal tˈaʕarrˌuf mˈin jˈakuːn,hal ta‘arrohohf mayayn yakohohn,Machine misreads finite تَعْرِف as verbal noun morphology and مَنْ as مِنْ,/hal taʕrif man jakuːn/,hal taʿrif man yakūn
403,REPAIR,هل تعرف من هي؟,Do you know who she is?,hˈal tˈaʕarrˌuf mˈin hˈija,hal ta‘arrohohf mayayn hayayya,Machine misreads finite تَعْرِف as verbal noun morphology and مَنْ as مِنْ; hint is unusable,/hal taʕrif man hija/,hal taʿrif man hiya
404,REPAIR,هل تمانع إذا ذهبت؟,Do you mind if I go?,hˈal tmˈaːnʕ ʔˈiðaː ðhbt,hal tman‘ ʔayaydha dhhbt,Machine omits lexical vowels in تُمَانِعُ and first-person ذَهَبْتُ,/hal tumaːniʕ ʔiðaː ðahabtu/,hal tumāniʿ ʾidhā dhahabtu
405,REPAIR,هل تظن أن السمك يسمع؟,Do you think fish can hear?,hˈal tðn ʔn ʔassˈamak jsmʕ,hal tdhn ʔn ʔassamak ysm‘,Machine omits lexical vowels/gemination and emphatic ẓ in تَظُنُّ plus أَنَّ and يَسْمَعُ,/hal taðˤunnu ʔanna as-samak jasmaʕ/,hal taẓunnu ʾanna as-samak yasmaʿ
406,REPAIR,هل تريدني أن آتي؟,Do you want me to come?,hˈal trˈiːdniː ʔn ʔˈaːtiː,hal trayaydnayay ʔn ʔatayay,Machine omits lexical/object vowels in تُرِيدُنِي and fails to realize subjunctive آتِيَ,/hal turiːduniː ʔan ʔaːtija/,hal turīdunī ʾan ʾātiya
407,REPAIR,أتريد عنواني الإلكتروني؟,Do you want my email address?,ʔtrˈiːd ʕnˈuːaːnˌiː ʔalʔilˈiktruːnˌiːj,ʔtrayayd ‘nohohanayay ʔalʔayaylayayktrohohnayayy,Machine drops interrogative/lexical vowels misvocalizes عُنْوَانِي and hint is unusable,/ʔa-turiːdu ʕunwaːniː al-ʔiliktruːnijj/,ʾa-turīdu ʿunwānī al-ʾiliktrūniyy
408,REPAIR,هل يعلم ما فعلت؟,Does he know what you did?,hˈal jʕlm mˈaː fʕlt,hal y‘lm ma f‘lt,Machine omits lexical vowels in يَعْلَمُ and فَعَلْتَ,/hal jaʕlamu maː faʕalta/,hal yaʿlamu mā faʿalta
409,REPAIR,ألا تريد أن تعرف لماذا؟,Don't you want to know why?,ʔˈalaː trˈiːd ʔn tˈaʕarrˌuf lˈimaːðˌaː,ʔala trayayd ʔn ta‘arrohohf layaymadha,Machine reads interrogative أَ + لا as a single particle and misreads subjunctive تَعْرِفَ as verbal noun morphology,/ʔa-laː turiːdu ʔan taʕrifa limaːðaː/,ʾa-lā turīdu ʾan taʿrifa limādhā
410,REPAIR,عفوا، كم الساعة؟,"Excuse me, what time is it?",ʕˈaffuː kiːlˈuː mitˌar ʔassˈaːʕa,‘affohoh kayaylohoh mayaytar ʔassa‘a,Machine misreads عَفْوًا and catastrophically interprets كَمْ as km,/ʕafwan kam as-saːʕa/,ʿafwan kam as-sāʿa
