rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
351,PENDING,یاد,memory; recollection; reminiscence,jˈaːd,yad,,,
352,PENDING,کتاب,"book, manuscript, volume",kɪtˈaːb,kayaytab,,,
353,PENDING,باغ,"garden; land, area; orchard; grove",bˈaːɣ,bagh,,,
354,PENDING,سزا,penalty; punishment; retribution,sˈʌzaː,sʌza,,,
355,PENDING,امن,"peace, tranquility",ˈamn,amn,,,
356,PENDING,موت,death; demise; mortality,mˈoːt,moht,,,
357,PENDING,سمیت,including; together with; along with,samˈeːt,samayt,,,
358,PENDING,موجودہ,"at present; existing, present, current",moːɟˈuːda,mohgyohohda,,,
359,PENDING,قتل,murder; killing; massacre,qˈatl,qatl,,,
360,PENDING,فی,per; each; for each,fˈiː,fayay,,,
361,PENDING,آگے,ahead; forward; hereafter,ˈaːɡeː,agay,,,
362,PENDING,رنگ,colour,rˈʌnɡ,rʌng,,,
363,PENDING,سخت,"strict, severe, hard, tough, harsh",sˈʌxt,sʌkht,,,
364,PENDING,زبان,tongue; language; word (i.e. a promise),zəbˈaːn,zohohhban,,,
365,PENDING,نیا,new,nˈajaː,naya,,,
366,PENDING,کارکردگی,performance; functioning; output; efficiency,kaːrkˈardəɡˌiː,karkardohohhgayay,,,
367,PENDING,محسوس,"felt, sensed, perceived",mˌɛhsˈuːs,mayhsohohs,,,
368,PENDING,ہمیشہ,always; forever; ever,hamˈeːʃa,hamaysha,,,
369,PENDING,سیاست,policy; politics; jurisdiction,sjaːsˈat,syasat,,,
370,PENDING,دہشت,"awe; alarm, panic; terror, fear",dˈɛhʃˈat,dayhshat,,,
371,PENDING,فن,"art, craft, skill; trick, deception, artifice",fˈʌn,fʌn,,,
372,PENDING,میاں,"person; husband; mister, sir",mjˈãː,myã,,,
373,PENDING,آمدنی,income; earnings; revenue,ˈaːmədni,amohohhdnayay,,,
374,PENDING,شادی,"wedding, marriage",ʃˈaːdi,shadayay,,,
375,PENDING,ضرور,certainly; definitely; surely; necessarily/must (context-dependent),zarˈuːr,zarohohr,,,
376,PENDING,انتہائی,extreme; utmost; extremely,ˌɪntɪhˈaːi,ayayntayayhaayay,,,
377,PENDING,پہلا,first,pˈɛhlaː,payhla,,,
378,PENDING,کپتان,captain; skipper,kˌəptˈaːn,kohohhptan,,,
379,PENDING,عدالت,justice; court; courtroom,adˈaːlət,adalohohht,,,
380,PENDING,اچھا,good; nice; fine; well; okay; alright,ˈacʰaː,acʰa,,,
381,PENDING,راہ,"route; path, way; manner, mode, fashion",rˈaːh,rah,,,
382,PENDING,مسلمان,Muslim,mʊsˈalmˌaːn,mohohsalman,,,
383,PENDING,ملاقات,"rendezvous; meeting, visit; encounter (an unexpected visit etc.)",mˌʊlaːqˈaːt,mohohlaqat,,,
384,PENDING,جانا,"to go, to leave",ɟˈaːnaː,gyana,,,
385,PENDING,عزیز,"dear, loved; a loved one, dear one; a male given name, Aziz",azˈiːz,azayayz,,,
386,PENDING,سفر,"travel, trip, journey, voyage",safˈar,safar,,,
387,PENDING,نو,new; nine,nˈoː,noh,,,
388,PENDING,اول,"first; foremost, primary",ˈaʋʋal,aʋʋal,,,
389,PENDING,اہمیت,importance,ˌɛhɛmiˈat,ayhaymayayat,,,
390,PENDING,پسند,liking; preference; choice; liked/pleasing (in compounds/context-dependent),pəsˈʌnd,pohohhsʌnd,,,
391,PENDING,جنوبی,southern,ɟʊnˈuːbi,gyohohnohohbayay,,,
392,PENDING,جسم,body,ɟˈɪsm,gyayaysm,,,
393,PENDING,کون,who?,kˈoːn,kohn,,,
394,PENDING,سلسلہ,"series; way; method; chain, shackle",sˈɪlsˌɪla,sayaylsayayla,,,
395,PENDING,یوں,thus; like this; in this way; so,jˈũː,yũ,,,
396,PENDING,فوری,"immediate, urgent, prompt, rapid, instantaneous, instant",fˈoːri,fohrayay,,,
397,PENDING,اکثر,"often, frequently; usually, for the most part",ˌaksˈar,aksar,,,
398,PENDING,ہدایت,"guidance; instruction; direction; Hidayat (personal name, context-dependent)",hɪdˈaːjat,hayaydayat,,,
399,PENDING,زلزلہ,"earthquake, seism",zˌalzˈala,zalzala,,,
400,PENDING,بینک,bank,bˈeːnk,baynk,,,
