rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
201,REPAIR,changer,to change; to exchange (something),ʃɑ̃ʒˈe,shanzhay,Remove inappropriate lexical stress; first vowel is nasal /ɑ̃/.,/ʃɑ̃ʒe/,shahn-zhay (nasal first vowel)
202,REPAIR,idée,idea,idˈe,ayayday,Remove inappropriate lexical stress; learner hint is corrupted.,/ide/,ee-day
203,REPAIR,travail,work; labor; job,tʁavˈaj,travay,Remove inappropriate lexical stress; final spelling -ail is /aj/.,/tʁavaj/,trah-vahy
204,REPAIR,voiture,car; vehicle; motor car,vwatˈyʁ,vwatyr,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/vwatyʁ/,vwah-tür
205,REPAIR,tête,head,tˈɛt,tayt,Remove inappropriate lexical stress; cue /ɛ/ rather than /eɪ/.,/tɛt/,tet
206,REPAIR,assez,to a sufficient or moderate degree; enough; sufficiently,asˈe,asay,Remove inappropriate lexical stress; IPA otherwise correct.,/ase/,ah-say
207,REPAIR,fils,son,fˈil,fayayl,Machine pronunciation is wrong for the noun meaning son: standard fils is /fis/, with pronounced final /s/, not /fil/.,/fis/,fees
208,REPAIR,oublier,forget,ubliˈe,ohohblayayay,Machine misses the /j/ glide before final /e/ and adds lexical stress; learner hint is corrupted.,/ublije/,oo-blee-yay
209,REPAIR,coup,blow; hit; stroke; shot; move; sudden action/event; time/instance (in expressions),kˈu,kohoh,Remove inappropriate lexical stress; final written p is silent.,/ku/,koo
210,REPAIR,mère,mother,mˈɛʁ,mayr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/mɛʁ/,mehr
211,REPAIR,chance,luck; chance,ʃˈɑ̃s,shans,Remove inappropriate lexical stress; learner hint should explicitly cue nasal /ɑ̃/.,/ʃɑ̃s/,shahns (nasal vowel)
212,REPAIR,minute,minute,minˈyt,mayaynyt,Remove inappropriate lexical stress; learner hint is corrupted and should distinguish French /y/.,/minyt/,mee-nüt
213,REPAIR,manger,to eat,mɑ̃ʒˈe,manzhay,Remove inappropriate lexical stress; first vowel is nasal /ɑ̃/.,/mɑ̃ʒe/,mahn-zhay (nasal first vowel)
214,REPAIR,meilleur,better; best; the best (noun use),mɛjˈœʁ,mayyeur,Remove inappropriate lexical stress; learner hint should retain /j/ glide and rounded /œ/.,/mɛjœʁ/,meh-yuhr
215,REPAIR,entre,among; between,ˈɑ̃tʁ,antr,Remove inappropriate lexical stress; initial vowel is nasal /ɑ̃/.,/ɑ̃tʁ/,ahn-tr (nasal)
216,REPAIR,quelle,which; what (feminine singular),kˈɛl,kayl,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/kɛl/,kel
217,REPAIR,envoyer,to send; to dispatch; to send off; to throw (context-dependent),ɑ̃vwajˈe,anvwayay,Remove inappropriate lexical stress; preserve /j/ glide and initial nasal vowel.,/ɑ̃vwaje/,ahn-vwah-yay (nasal first vowel)
218,REPAIR,prêt,ready; loan (noun),pʁˈɛ,pray,Remove inappropriate lexical stress; cue /ɛ/ rather than /eɪ/.,/pʁɛ/,preh
219,REPAIR,hé,hey!; ho! (interjection),ˈe,ay,Remove inappropriate lexical stress; IPA otherwise correct.,/e/,ay
220,REPAIR,souvenir,memory; souvenir; remembrance; to remember (se souvenir de),suvnˈiʁ,sohohvnayayr,Machine suppresses the medial schwa in the careful citation form and adds lexical stress; learner hint is corrupted.,/suvəniʁ/,soo-vuh-neer
221,REPAIR,merde,shit; damn!/shit! (vulgar),mˈɛʁd,mayrd,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/mɛʁd/,mehrd
222,REPAIR,occuper,occupy,ɔkypˈe,ohkypay,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/ɔkype/,aw-kü-pay
223,REPAIR,entrer,to enter,ɑ̃tʁˈe,antray,Remove inappropriate lexical stress; initial vowel is nasal /ɑ̃/.,/ɑ̃tʁe/,ahn-tray (nasal first vowel)
224,REPAIR,pendant,during; for (a duration); while (pendant que); hanging; pendant,pɑ̃dˈɑ̃,pandan,Remove inappropriate lexical stress; both /ɑ̃/ vowels are nasal.,/pɑ̃dɑ̃/,pahn-dahn (both nasal)
225,REPAIR,vite,quickly; quick; fast,vˈit,vayayt,Remove inappropriate lexical stress; learner hint is corrupted.,/vit/,veet
226,REPAIR,tomber,"to fall; to come down; to become, to get",tɔ̃bˈe,tohnbay,Remove inappropriate lexical stress; first vowel is nasal /ɔ̃/.,/tɔ̃be/,tohn-bay (nasal first vowel)
227,REPAIR,aujourd'hui,today,oʒuʁdyˈi,ohzhohohrdyayay,Machine misses the /ɥ/ glide in hui: standard aujourd'hui is /oʒuʁdɥi/; learner hint is corrupted.,/oʒuʁdɥi/,oh-zhoor-dwee
228,REPAIR,elles,they (feminine),ˈɛl,ayl,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/ɛl/,el
229,REPAIR,hein,huh?; right?; isn't it?,ˈɛ̃,ayayn,Remove inappropriate lexical stress; learner hint should explicitly cue nasal /ɛ̃/.,/ɛ̃/,ehn (nasal)
230,REPAIR,garder,to keep; to guard; to look after,ɡaʁdˈe,garday,Remove inappropriate lexical stress; improve learner segmentation.,/ɡaʁde/,gar-day
231,REPAIR,année,year,anˈe,anay,Remove inappropriate lexical stress; IPA otherwise correct.,/ane/,ah-nay
232,REPAIR,payer,pay,pɛjˈe,payyay,Standard metropolitan citation commonly uses /peje/; /pɛje/ is a recognized variant. Normalize the workbook to /peje/ and remove lexical stress.,/peje/,pay-yay
233,REPAIR,excuser,excuse; pardon; forgive,ɛkskyzˈe,aykskyzay,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/ɛkskyze/,eks-kü-zay
234,REPAIR,combien,how many; how much,kɔ̃bjˈɛ̃,kohnbyayayn,Remove inappropriate lexical stress; both nasal vowels must be clear.,/kɔ̃bjɛ̃/,kohn-byehn (nasal vowels)
235,REPAIR,histoire,history; story; account,istwˈaʁ,ayaystwar,Remove inappropriate lexical stress; learner hint is corrupted.,/istwaʁ/,ees-twar
236,REPAIR,marcher,to walk; to work; to function; to go; to march,maʁʃˈe,marshay,Remove inappropriate lexical stress; improve learner segmentation.,/maʁʃe/,mar-shay
237,REPAIR,tant,so much; so many; as much; as many,tˈɑ̃,tan,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/ and final t is silent.,/tɑ̃/,tahn (nasal)
238,REPAIR,tirer,"to pull; to draw; to shoot; to drag; to get away/leave (se tirer, informal)",tiʁˈe,tayayray,Remove inappropriate lexical stress; learner hint is corrupted.,/tiʁe/,tee-ray
239,REPAIR,puis,then; next; and then,pyˈi,pyayay,Machine misses the French /ɥ/ glide: puis is /pɥi/, not /pyi/.,/pɥi/,pwee
240,REPAIR,vieux,old; elderly; old man (noun use),vjˈø,vyeu,Remove inappropriate lexical stress; IPA otherwise correct.,/vjø/,vyuh
241,REPAIR,apprendre,learn; teach,apʁˈɑ̃dʁ,aprandr,Remove inappropriate lexical stress; final stem vowel is nasal /ɑ̃/.,/apʁɑ̃dʁ/,ah-prahn-dr (nasal)
242,REPAIR,espérer,hope,ɛspeʁˈe,ayspayray,Remove inappropriate lexical stress; learner hint should cue initial /ɛ/ and later /e/.,/ɛspeʁe/,es-pay-ray
243,REPAIR,montrer,to show; to point to; to point out,mɔ̃tʁˈe,mohntray,Remove inappropriate lexical stress; initial vowel is nasal /ɔ̃/.,/mɔ̃tʁe/,mohn-tray (nasal first vowel)
244,REPAIR,importer,to import; to matter; to be important (often impersonal),ɛ̃pɔʁtˈe,ayaynpohrtay,Remove inappropriate lexical stress; initial vowel is nasal /ɛ̃/ and learner hint is corrupted.,/ɛ̃pɔʁte/,ehn-pawr-tay (nasal first vowel)
245,REPAIR,ensemble,together; set; ensemble,ɑ̃sˈɑ̃bl,ansanbl,Remove inappropriate lexical stress; both /ɑ̃/ vowels are nasal.,/ɑ̃sɑ̃bl/,ahn-sahn-bl (nasal vowels)
246,REPAIR,semaine,week,səmˈɛn,sohohhmayn,Remove inappropriate lexical stress; learner hint is corrupted.,/səmɛn/,suh-men
247,REPAIR,frère,brother,fʁˈɛʁ,frayr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/fʁɛʁ/,frehr
248,REPAIR,tard,late,tˈaʁ,tar,Remove inappropriate lexical stress; cue open /a/.,/taʁ/,tahr
249,REPAIR,part,part; share; portion; side,pˈaʁ,par,Remove inappropriate lexical stress; cue open /a/.,/paʁ/,pahr
250,REPAIR,contre,against; versus; in exchange for,kˈɔ̃tʁ,kohntr,Remove inappropriate lexical stress; vowel is nasal /ɔ̃/.,/kɔ̃tʁ/,kohn-tr (nasal)
