rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
101,PENDING,مجھے موبائل فون چاہیے۔,I need the mobile phone.,mˌʊɟʰeː moːbˈaɪl fˈoːn cˈaːhjeː,mohohgyʰay mohbaayayl fohn cahyay,,,
102,PENDING,مجھے موبائل فون نہیں چاہیے۔,I don't need the mobile phone.,mˌʊɟʰeː moːbˈaɪl fˈoːn nahˈiːn cˈaːhjeː,mohohgyʰay mohbaayayl fohn nahayayn cahyay,,,
103,PENDING,کیا آپ کو موبائل فون چاہیے؟,Do you need the mobile phone?,kjˈaː ˌaːp kˈoː moːbˈaɪl fˈoːn cˈaːhjeː,kya ap koh mohbaayayl fohn cahyay,,,
104,PENDING,ہمیں موبائل فون چاہیے۔,We need the mobile phone.,hˈʌmẽː moːbˈaɪl fˈoːn cˈaːhjeː,hʌmẽ mohbaayayl fohn cahyay,,,
105,PENDING,موبائل فون کہاں ہے؟,Where is the mobile phone?,moːbˈaɪl fˈoːn kˈʌhãː hɛ,mohbaayayl fohn kʌhã hay,,,
106,PENDING,کیا موبائل فون یہاں ہے؟,Is the mobile phone here?,kjˈaː moːbˈaɪl fˈoːn jˈʌhãː hɛ,kya mohbaayayl fohn yʌhã hay,,,
107,PENDING,براہِ کرم موبائل فون لے آئیے۔,Please bring the mobile phone.,bˌəraːhˈeː kˈʌrəm moːbˈaɪl fˈoːn lˈeː ˈaːjeː,bohohhrahay kʌrohohhm mohbaayayl fohn lay ayay,,,
108,PENDING,براہِ کرم مجھے موبائل فون دیجیے۔,Please give me the mobile phone.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː moːbˈaɪl fˈoːn diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay mohbaayayl fohn dayaygyayayay,,,
109,PENDING,میرے پاس موبائل فون ہے۔,I have the mobile phone.,mˈeːreː pˈaːs moːbˈaɪl fˈoːn hɛ,mayray pas mohbaayayl fohn hay,,,
110,PENDING,کیا آپ کے پاس موبائل فون ہے؟,Do you have the mobile phone?,kjˈaː ˌaːp keː pˈaːs moːbˈaɪl fˈoːn hɛ,kya ap kay pas mohbaayayl fohn hay,,,
111,PENDING,مجھے چارجر چاہیے۔,I need the charger.,mˌʊɟʰeː cˈaːrəɟˌər cˈaːhjeː,mohohgyʰay carohohhgyohohhr cahyay,,,
112,PENDING,مجھے چارجر نہیں چاہیے۔,I don't need the charger.,mˌʊɟʰeː cˈaːrəɟˌər nahˈiːn cˈaːhjeː,mohohgyʰay carohohhgyohohhr nahayayn cahyay,,,
113,PENDING,کیا آپ کو چارجر چاہیے؟,Do you need the charger?,kjˈaː ˌaːp kˈoː cˈaːrəɟˌər cˈaːhjeː,kya ap koh carohohhgyohohhr cahyay,,,
114,PENDING,ہمیں چارجر چاہیے۔,We need the charger.,hˈʌmẽː cˈaːrəɟˌər cˈaːhjeː,hʌmẽ carohohhgyohohhr cahyay,,,
115,PENDING,چارجر کہاں ہے؟,Where is the charger?,cˈaːrəɟˌər kˈʌhãː hɛ,carohohhgyohohhr kʌhã hay,,,
116,PENDING,کیا چارجر یہاں ہے؟,Is the charger here?,kjˈaː cˈaːrəɟˌər jˈʌhãː hɛ,kya carohohhgyohohhr yʌhã hay,,,
117,PENDING,براہِ کرم چارجر لے آئیے۔,Please bring the charger.,bˌəraːhˈeː kˈʌrəm cˈaːrəɟˌər lˈeː ˈaːjeː,bohohhrahay kʌrohohhm carohohhgyohohhr lay ayay,,,
118,PENDING,براہِ کرم مجھے چارجر دیجیے۔,Please give me the charger.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː cˈaːrəɟˌər diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay carohohhgyohohhr dayaygyayayay,,,
119,PENDING,میرے پاس چارجر ہے۔,I have the charger.,mˈeːreː pˈaːs cˈaːrəɟˌər hɛ,mayray pas carohohhgyohohhr hay,,,
120,PENDING,کیا آپ کے پاس چارجر ہے؟,Do you have the charger?,kjˈaː ˌaːp keː pˈaːs cˈaːrəɟˌər hɛ,kya ap kay pas carohohhgyohohhr hay,,,
121,PENDING,مجھے لیپ ٹاپ چاہیے۔,I need the laptop.,mˌʊɟʰeː lˈeːp ʈˈaːp cˈaːhjeː,mohohgyʰay layp tap cahyay,,,
122,PENDING,مجھے لیپ ٹاپ نہیں چاہیے۔,I don't need the laptop.,mˌʊɟʰeː lˈeːp ʈˈaːp nahˈiːn cˈaːhjeː,mohohgyʰay layp tap nahayayn cahyay,,,
123,PENDING,کیا آپ کو لیپ ٹاپ چاہیے؟,Do you need the laptop?,kjˈaː ˌaːp kˈoː lˈeːp ʈˈaːp cˈaːhjeː,kya ap koh layp tap cahyay,,,
124,PENDING,ہمیں لیپ ٹاپ چاہیے۔,We need the laptop.,hˈʌmẽː lˈeːp ʈˈaːp cˈaːhjeː,hʌmẽ layp tap cahyay,,,
125,PENDING,لیپ ٹاپ کہاں ہے؟,Where is the laptop?,lˈeːp ʈˈaːp kˈʌhãː hɛ,layp tap kʌhã hay,,,
126,PENDING,کیا لیپ ٹاپ یہاں ہے؟,Is the laptop here?,kjˈaː lˈeːp ʈˈaːp jˈʌhãː hɛ,kya layp tap yʌhã hay,,,
127,PENDING,براہِ کرم لیپ ٹاپ لے آئیے۔,Please bring the laptop.,bˌəraːhˈeː kˈʌrəm lˈeːp ʈˈaːp lˈeː ˈaːjeː,bohohhrahay kʌrohohhm layp tap lay ayay,,,
128,PENDING,براہِ کرم مجھے لیپ ٹاپ دیجیے۔,Please give me the laptop.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː lˈeːp ʈˈaːp diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay layp tap dayaygyayayay,,,
129,PENDING,میرے پاس لیپ ٹاپ ہے۔,I have the laptop.,mˈeːreː pˈaːs lˈeːp ʈˈaːp hɛ,mayray pas layp tap hay,,,
130,PENDING,کیا آپ کے پاس لیپ ٹاپ ہے؟,Do you have the laptop?,kjˈaː ˌaːp keː pˈaːs lˈeːp ʈˈaːp hɛ,kya ap kay pas layp tap hay,,,
131,PENDING,مجھے کیمرہ چاہیے۔,I need the camera.,mˌʊɟʰeː kˈeːməra cˈaːhjeː,mohohgyʰay kaymohohhra cahyay,,,
132,PENDING,مجھے کیمرہ نہیں چاہیے۔,I don't need the camera.,mˌʊɟʰeː kˈeːməra nahˈiːn cˈaːhjeː,mohohgyʰay kaymohohhra nahayayn cahyay,,,
