rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
701,REPAIR,رسمي,official; formal,ra.smˈijj,ra.smayayyy,Machine syllabification/hint is malformed; normalize final nisba gemination,/rasmijj/,rasmiyy
702,REPAIR,تأثير,effect; influence; impact,tˈaʔθiːr,taʔthayayr,Machine hint is unusable; normalize hamza and vowel length,/taʔθiːr/,taʾthīr
703,REPAIR,لقب,title; nickname; titled/nicknamed,lˈaqab,laqab,Workbook gloss spans noun لَقَب and past verb لَقَّبَ; include both readings,/laqab/ / /laqqaba/,laqab / laqqaba
704,REPAIR,فرق,difference; separation; teams; groups; separated; distinguished (depending on vocalization/use),fˈarq,farq,Workbook gloss spans فَرْق and plural فِرَق and past verb فَرَّقَ; include all relevant readings,/farq/ / /firaq/ / /farraqa/,farq / firaq / farraqa
705,REPAIR,هجوم,attack; assault,hˈudʒuːm,hohohyohohm,Machine hint is unusable; preserve vowel length,/hudʒuːm/,hujūm
706,REPAIR,ابنة,daughter,ˈabnt,abnt,Machine candidate is lexically incorrect and omits the standard initial/vowels of اِبْنَة,/ʔibna/,ʾibna
707,REPAIR,يستمر,continues; persists,jstmr,ystmr,Machine candidate omits lexical vowels and final gemination,/jastamirr/,yastamirr
708,REPAIR,لطيف,nice; kind; gentle; pleasant,lˈat̪iːf,lat̪ayayf,Machine consonant quality is wrong for emphatic ṭ and hint is unusable,/latˤiːf/,laṭīf
709,REPAIR,يهتم,cares about; is interested in,jhtm,yhtm,Machine candidate omits lexical vowels and final gemination,/jahtamm/,yahtamm
710,REPAIR,إذ,"when; since; as; because (إذ, context-dependent)",ʔˈið,ʔayaydh,Machine hint is unusable; normalize broad IPA,/ʔið/,ʾidh
711,REPAIR,أبناء,sons; children,ʔbnˈaːʔ,ʔbnaʔ,Machine candidate omits lexical short vowels and hint loses vowel length,/ʔabnaːʔ/,ʾabnāʾ
712,REPAIR,غرب,west,ɣˈarb,gharb,Normalize broad MSA IPA,/ɣarb/,gharb
713,REPAIR,تأمين,insurance; securing; guarantee,tˈaʔmiːn,taʔmayayn,Machine hint is unusable; normalize hamza and vowel length,/taʔmiːn/,taʾmīn
714,REPAIR,يعرض,presents; displays; offers; exposes (depending on form),jʕrdˤ,y‘rdˤ,Workbook gloss spans يَعْرِض and Form II يُعَرِّض for exposure; machine supplies neither vocalization,/jaʕridˤ/ / /juʕarridˤ/,yaʿriḍ / yuʿarriḍ
715,REPAIR,عرب,Arabs,ʕˈarrab,‘arrab,Machine candidate incorrectly geminates r; standard plural/noun is عَرَب,/ʕarab/,ʿarab
716,REPAIR,صالح,valid; suitable; righteous; good,s̪ˈaːliħ,s̪alayayh,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/sˤaːliħ/,ṣāliḥ
717,REPAIR,ملابس,clothes; clothing,mlˈaːbs,mlabs,Machine candidate omits lexical short vowels,/malaːbis/,malābis
718,REPAIR,تحرك,movement; activity; moved,tˈaħarrˌuk,taharrohohk,Workbook gloss spans verbal noun تَحَرُّك and past verb تَحَرَّكَ; include both readings,/taħarruk/ / /taħarraka/,taḥarruk / taḥarraka
719,REPAIR,بدل,substitute; allowance; compensation; instead of; changed; replaced (depending on vocalization/use),bˈadal,badal,Workbook gloss spans noun/prepositional بَدَل and past verb بَدَّلَ; include both readings,/badal/ / /baddala/,badal / baddala
720,REPAIR,طائرة,airplane; aircraft,t̪ˈaːʔirˌa,t̪aʔayayra,Machine consonant quality is wrong for emphatic ṭ and hint is unusable,/tˤaːʔira/,ṭāʾira
721,REPAIR,جماعة,group; community,dʒˈamaːʕˌa,yama‘a,Machine hint is unusable; normalize ʿayn and vowel length,/dʒamaːʕa/,jamāʿa
722,REPAIR,مصدر,source,mˈas̪dar,mas̪dar,Machine consonant quality is wrong for emphatic ṣ,/masˤdar/,maṣdar
723,REPAIR,معظم,most; majority of,mˈuʕðam,mohoh‘dham,Machine candidate fails to mark emphatic ẓ and hint is unusable,/muʕðˤam/,muʿẓam
724,REPAIR,أهلا,welcome!; hello! (أهلًا),ʔhlˈaː,ʔhla,Machine candidate misreads أَهْلًا and omits lexical vowels plus tanwin,/ʔahlan/,ʾahlan
725,REPAIR,قطع,pieces; parts; cut,qˈat̪aʕ,qat̪a‘,Workbook gloss spans plural قِطَع and past verb قَطَعَ; machine also fails to mark emphatic ṭ,/qitˤaʕ/ / /qatˤaʕa/,qiṭaʿ / qaṭaʿa
726,REPAIR,موافقة,approval; agreement; agreeing/suitable (feminine adjective use),muːˈaːfaqˌa,mohohafaqa,Workbook gloss spans noun مُوَافَقَة and feminine adjective مُوَافِقَة; include both readings,/muwaːfaqa/ / /muwaːfiqa/,muwāfaqa / muwāfiqa
727,REPAIR,أخبار,news; reports,ʔˈaχbaːr,ʔakhbar,Normalize broad IPA and preserve vowel length,/ʔaxbaːr/,ʾakhbār
728,REPAIR,محافظة,"governorate; province; preservation; maintenance; conservation; conservative/preserving (feminine, depending on use)",muħˈaːfaðˌa,mohohhafadha,Workbook gloss spans مُحَافَظَة noun and مُحَافِظَة feminine adjective; machine also fails to mark emphatic ẓ,/muħaːfaðˤa/ / /muħaːfiðˤa/,muḥāfaẓa / muḥāfiẓa
729,REPAIR,خطر,danger; risk; dangerous; occurred; came to mind (depending on vocalization/use),χˈat̪ar,khat̪ar,Workbook gloss spans خَطَر and adjective خَطِر and past verb خَطَرَ; machine also fails to mark emphatic ṭ,/xatˤar/ / /xatˤir/ / /xatˤara/,khaṭar / khaṭir / khaṭara
730,REPAIR,صندوق,box; fund,s̪ˈunduːq,s̪ohohndohohq,Machine consonant quality is wrong for emphatic ṣ and hint is unusable,/sˤunduːq/,ṣundūq
731,REPAIR,جزيرة,island,dʒˈaziːrˌa,yazayayra,Machine hint is unusable; preserve vowel length,/dʒaziːra/,jazīra
732,REPAIR,يصدق,is truthful; tells the truth; proves true; believes; accepts as true; confirms/ratifies (depending on vocalization/form),js̪dq,ys̪dq,Workbook gloss spans يَصْدُق and Form II يُصَدِّق; machine supplies neither vocalization and misses emphatic ṣ,/jasˤduq/ / /jusˤaddiq/,yaṣduq / yuṣaddiq
733,REPAIR,قوى,forces; powers; strengths,qˈawaː,qawa,Machine candidate uses the wrong initial vowel; standard plural headword is قُوَى,/quwaː/,quwā
734,REPAIR,دم,blood,dˈam,dam,Normalize broad monosyllabic IPA,/dam/,dam
735,REPAIR,جائزة,prize; award,dʒˈaːʔizˌa,yaʔayayza,Machine hint is unusable; normalize vowel length and hamza,/dʒaːʔiza/,jāʾiza
736,REPAIR,حكومي,governmental; government,ħˈukuːmˌiːj,hohohkohohmayayy,Machine hint is unusable; normalize ḥ vowel length and final nisba gemination,/ħukuːmijj/,ḥukūmiyy
737,REPAIR,يظهر,appears; shows; demonstrates (depending on form),jðhr,ydhhr,Workbook gloss spans يَظْهَر and يُظْهِر; include both readings and mark emphatic ẓ,/jaðˤhar/ / /juðˤhir/,yaẓhar / yuẓhir
738,REPAIR,وراء,behind; beyond; after,wˈaraːʔ,waraʔ,Normalize broad IPA and preserve vowel length plus hamza,/waraːʔ/,warāʾ
739,REPAIR,حادث,incident; accident; event; spoke/conversed with (verb reading),ħˈaːdiθ,hadayayth,Workbook gloss spans noun حَادِث and past verb حَادَثَ; include both readings,/ħaːdiθ/ / /ħaːdaθa/,ḥādith / ḥādatha
740,REPAIR,نقاط,points; dots,nqˈaːt̪,nqat̪,Machine candidate omits lexical short vowels and fails to mark emphatic ṭ,/niqaːtˤ/,niqāṭ
741,REPAIR,انتظار,waiting; expectation,ˈintiðˌaːr,ayayntayaydhar,Machine hint is unusable; restore isolated onset and mark emphatic ẓ,/ʔintiðˤaːr/,ʾintiẓār
742,REPAIR,قاعدة,rule; base; foundation,qˈaːʕidˌa,qa‘ayayda,Machine hint is unusable; normalize ʿayn and vowel length,/qaːʕida/,qāʿida
743,REPAIR,حظ,luck; fortune,ħˈaðð,hadhdh,Machine candidate fails to mark emphatic geminated ẓ; normalize ḥ,/ħaðˤdˤ/,ḥaẓẓ
744,REPAIR,مهم,important,mˈuhimm,mohohhayaymm,Machine hint is unusable; normalize standard MSA form,/muhimm/,muhimm
745,REPAIR,تعامل,dealing; interaction; dealt/interacted,tˈaʕaːmˌul,ta‘amohohl,Workbook gloss spans verbal noun تَعَامُل and past verb تَعَامَلَ; include both readings,/taʕaːmul/ / /taʕaːmala/,taʿāmul / taʿāmala
746,REPAIR,ثقافة,culture,θˈaqaːfˌa,thaqafa,Normalize broad IPA and preserve vowel length,/θaqaːfa/,thaqāfa
747,REPAIR,إجراءات,procedures; measures; actions,ʔdʒrˈaːʔaːt,ʔyraʔat,Machine candidate omits lexical short vowels and hint is unusable,/ʔidʒraːʔaːt/,ʾijrāʾāt
748,REPAIR,قضايا,issues; cases; causes,qdˤˈa.ːjaː,qdˤa.ya,Machine candidate omits the initial short vowel and has malformed syllabification,/qadˤaːjaː/,qaḍāyā
749,REPAIR,طعام,food,t̪ˈaʕaːm,t̪a‘am,Machine consonant quality is wrong for emphatic ṭ and hint loses vowel length,/tˤaʕaːm/,ṭaʿām
750,REPAIR,سواء,equal; alike; whether...or; equally,sˈawaːʔ,sawaʔ,Normalize broad IPA and preserve vowel length plus hamza,/sawaːʔ/,sawāʾ
