rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
401,PENDING,ساحل,"coast; shore; Sahil (given name, context-dependent)",sˈaːhɪl,sahayayl,,,
402,PENDING,چیز,thing (ie. object; item),cˈiːz,cayayz,,,
403,PENDING,پورا,"complete; fulfilled; whole, entire",pˈuːraː,pohohra,,,
404,PENDING,امیدوار,"hopeful; expectant; candidate, contestant (in an election or examination etc.)",ʊmˈiːdʋaːr,ohohmayaydʋar,,,
405,PENDING,بس,"bus; enough; that's enough; only/just; stop!; dwell/settle (verb stem, context-dependent)",bˈʌs,bʌs,,,
406,PENDING,طاقت,strength; power; ability,tˈaːqət,taqohohht,,,
407,PENDING,ذمہ,responsibility; obligation; charge,zˈɪma,zayayma,,,
408,PENDING,فائدہ,benefit; advantage; usefulness; profit; gain,fˈaɪda,faayayda,,,
409,PENDING,ہاں,yes,hˈãː,hã,,,
410,PENDING,آبادی,population; settlement,aːbˈaːdi,abadayay,,,
411,PENDING,کارروائی,"measure; management; procedure, conduct, action, process, proceeding, investigation",kˈaːrraʋˌaːi,karraʋaayay,,,
412,PENDING,آواز,"voice; report, fame; sound, noise",aːʋˈaːz,aʋaz,,,
413,PENDING,حقوق,rights,hʊqˈuːq,hohohqohohq,,,
414,PENDING,دنوں,days (oblique plural),dɪnˈoːn,dayaynohn,,,
415,PENDING,جدید,"modern, recent",ɟədˈiːd,gyohohhdayayd,,,
416,PENDING,ارب,billion,ˈarəb,arohohhb,,,
417,PENDING,ذرائع,sources; means; resources,ðarˈaːeː,dharaay,,,
418,PENDING,عرب,Arab,ˈarəb,arohohhb,,,
419,PENDING,جاوید,"eternal, undying, everlasting, perpetual; a male given name, Javed, Jawed, or Jaweed, from Persian",ɟaːʋˈeːd,gyaʋayd,,,
420,PENDING,خدا,God; god; Lord; deity,xˈʊdaː,khohohda,,,
421,PENDING,حملے,"attacks; attack (oblique/vocative singular, context-dependent)",hˈʌmlˌeː,hʌmlay,,,
422,PENDING,اقوام,nations; peoples,ˈaqʋaːm,aqʋam,,,
423,PENDING,دورہ,visit; tour; round; attack/fit (medical/context-dependent),dˈoːrˌa,dohra,,,
424,PENDING,بالکل,"absolutely (quite, wholly, at all, clearly)",bˈɪlkˌʊl,bayaylkohohl,,,
425,PENDING,جسے,whom; which; to whom; to which,ɟˌɪseː,gyayaysay,,,
426,PENDING,دینا,"to let; to deliver; to give, to grant",dˈeːnaː,dayna,,,
427,PENDING,محنت,"hardship; toil, labour; hard work, effort",mɛhnˈat,mayhnat,,,
428,PENDING,مرکزی,central,mˈarkazˌi,markazayay,,,
429,PENDING,بنیاد,"principle; foundation, basis",bˌʊniˈaːd,bohohnayayad,,,
430,PENDING,والدین,parents,ʋˌaːlɪdˈeːn,ʋalayaydayn,,,
431,PENDING,اجازت,"leave; consent; permission, authorisation, clearance",ɪɟˈaːzat,ayaygyazat,,,
432,PENDING,واقع,located; situated; occurring; actual (context-dependent),ʋˈaːqeː,ʋaqay,,,
433,PENDING,شام,"evening; Syria / the Levant (proper name, context-dependent)",ʃˈaːm,sham,,,
434,PENDING,جیت,"victory, win",ɟˈiːt,gyayayt,,,
435,PENDING,گفتگو,conversation; discussion; dialogue,ɡˈʊftˌʊɡuː,gohohftohohgohoh,,,
436,PENDING,تیل,oil,tˈeːl,tayl,,,
437,PENDING,از,"from, by",ˈaz,az,,,
438,PENDING,مقدار,"amount, quantity",mɪqdˈaːr,mayayqdar,,,
439,PENDING,ملکوں,countries (oblique plural),mˌʊlkˈoːn,mohohlkohn,,,
440,PENDING,عالم,world; realm; scholar; learned person (depending on vocalization/context),ˈaːləm,alohohhm,,,
441,PENDING,عورت,woman; wife (context-dependent),aˈoːrət,aohrohohht,,,
442,PENDING,آئندہ,"the future; coming, future",aːˈɪndˌa,aayaynda,,,
443,PENDING,دوسرا,second; other; another,dˈuːsraː,dohohsra,,,
444,PENDING,طریقہ,"method; tariqa; manner, way",tərˈiːqˌa,tohohhrayayqa,,,
445,PENDING,باقی,"extra; remainder, rest; outstanding balance",bˈaːqi,baqayay,,,
446,PENDING,قدر,"value, worth; fate, destiny",qˈadr,qadr,,,
447,PENDING,صبح,dawn; morning,ʂˌəbˈah,ʂohohhbah,,,
448,PENDING,فٹ,"foot/feet (unit of measure); fit; fitted (loanword, context-dependent)",fˈɪʈ,fayayt,,,
449,PENDING,ہمارا,our; ours (masculine singular form),həmˈaːraː,hohohhmara,,,
450,PENDING,صحیح,"right, correct, accurate",ʂəhˈiːh,ʂohohhhayayh,,,
