rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
751,REPAIR,يسمح,allows; permits,jsmħ,ysmh,Machine candidate omits lexical short vowels,/jasmaħ/,yasmaḥ
752,REPAIR,أهداف,goals; objectives,ʔhdˈaːf,ʔhdaf,Machine candidate omits lexical short vowels and hint loses vowel length,/ʔahdaːf/,ʾahdāf
753,REPAIR,يسأل,asks; questions,jsʔl,ysʔl,Machine candidate omits lexical short vowels,/jasʔal/,yasʾal
754,REPAIR,ملعب,stadium; playing field,mˈalʕab,mal‘ab,Normalize broad IPA and ʿayn transliteration,/malʕab/,malʿab
755,REPAIR,دقائق,minutes,dqˈaːʔq,dqaʔq,Machine candidate omits lexical short vowels and hint is unusable,/daqaːʔiq/,daqāʾiq
756,REPAIR,فعلا,really; indeed; actually,fʕlaː,f‘la,Machine candidate misreads adverbial فِعْلًا and omits vowels/tanwin,/fiʕlan/,fiʿlan
757,REPAIR,عسكرية,military,ʕˌaskarˈijjah,‘askarayayyyah,Machine hint is unusable; normalize feminine nisba form,/ʕaskarijja/,ʿaskariyya
758,REPAIR,معرض,exhibition; fair; display; exposed; susceptible (depending on vocalization/use),mˈaʕridˤ,ma‘rayaydˤ,Workbook gloss spans noun مَعْرِض and adjective مُعَرَّض; include both readings,/maʕridˤ/ / /muʕarradˤ/,maʿriḍ / muʿarraḍ
759,REPAIR,بقاء,remaining; survival; staying,bˈaqaːʔ,baqaʔ,Normalize broad IPA and preserve vowel length plus hamza,/baqaːʔ/,baqāʾ
760,REPAIR,اتصالات,communications; contacts,ˈats̪a.ːlˌaːt,ats̪a.lat,Machine candidate is lexically malformed for اِتِّصَالَات and fails to mark emphatic ṣ,/ʔittisˤaːlaːt/,ʾittiṣālāt
761,REPAIR,حفل,ceremony; party; event,ħˈafl,hafl,Normalize broad IPA and distinguish ḥ,/ħafl/,ḥafl
762,REPAIR,شؤون,affairs; matters,ʃʔˈuːna,shʔohohna,Machine candidate omits the initial vowel and adds a context-dependent ending,/ʃuʔuːn/,shuʾūn
763,REPAIR,حجم,size; volume,ħˈadʒm,haym,Machine hint is unusable; normalize ḥ and standard MSA form,/ħadʒm/,ḥajm
764,REPAIR,يرغب,wants; desires; wishes,jrɣb,yrghb,Machine candidate omits lexical short vowels,/jarɣab/,yarghab
765,REPAIR,زمن,time; era,zˈaman,zaman,Normalize broad MSA IPA,/zaman/,zaman
