rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
301,REPAIR,Y vas-tu souvent ?,Do you go there often?,i vˈaty suvˈɑ̃ ?,ayay vaty sohohvan ?,Remove artificial stresses; vas-tu is /va ty/ and souvent ends in nasal /ɑ̃/.,/i va ty suvɑ̃/,ee vah tü soo-vahn (vahn nasal)
302,REPAIR,Vas-tu à l’école ?,Do you go to school?,vˈaty a lekˈɔl ?,vaty a laykohl ?,Remove artificial stresses; vas-tu is /va ty/ and école has open /ɔ/.,/va ty a lekɔl/,vah tü ah lay-kawl
303,REPAIR,Disposez-vous de suffisamment de temps ?,Do you have enough time?,dispozˈevu də- syfizamˈɑ̃ də- tˈɑ̃ ?,dayayspohzayvohoh dohohh- syfayayzaman dohohh- tan ?,Disposez-vous is /dispoze vu/ without /z/ liaison after the inverted subject; remove machine hyphens/stresses and mark nasal vowels.,/dispoze vu də syfizamɑ̃ də tɑ̃/,dees-poh-zay voo duh sü-fee-zah-mahn duh tahn (nasal vowels)
304,REPAIR,As-tu mon livre ?,Do you have my book?,atˈy mɔ̃ lˈivʁ ?,aty mohn layayvr ?,As-tu is /a ty/; remove artificial stresses and mark mon nasal.,/a ty mɔ̃ livʁ/,ah tü mohn leevr (mohn nasal)
305,REPAIR,Est-ce que tu as des parents ici ?,Do you have relatives here?,ɛs kə ty a de- paʁˈɑ̃z isˈi ?,ays kohohh ty a day- paranz ayaysayay ?,Machine incorrectly inserts /z/ after plural noun parents before ici; noun-to-adverb liaison is not made. Remove hyphen/stress artifacts.,/ɛs kə ty a de paʁɑ̃ isi/,es kuh tü ah day pah-rahn ee-see (rahn nasal)
306,REPAIR,Vous avez le temps maintenant ?,Do you have time now?,vuz avˈe lə- tˈɑ̃ mɛ̃tnˈɑ̃ ?,vohohz avay lohohh- tan mayayntnan ?,Keep mandatory liaison vous avez /vu zave/; remove artificial stresses/hyphen and mark nasal vowels.,/vu zave lə tɑ̃ mɛ̃tnɑ̃/,voo zah-vay luh tahn mehn-tahn (nasal vowels)
307,REPAIR,Est-ce que tu dois partir ?,Do you have to go?,ɛs kə ty dwˈa paʁtˈiʁ ?,ays kohohh ty dwa partayayr ?,Remove artificial stresses; learner hint is corrupted and /y/ should be distinguished.,/ɛs kə ty dwa paʁtiʁ/,es kuh tü dwa par-teer
308,REPAIR,Avez-vous une expérience professionnelle ?,Do you have work experience?,avˈevuz yn ɛkspeʁjˈɑ̃s pʁofɛsjɔnˈɛl ?,avayvohohz yn aykspayryans prohfaysyohnayl ?,Machine incorrectly inserts /z/ after inverted subject vous before une. Avez-vous is /ave vu/; expérience ends with nasal /ɑ̃s/, and professionnelle begins /pʁɔ/.,/ave vu yn ɛkspeʁjɑ̃s pʁɔfɛsjɔnɛl/,ah-vay voo ün eks-pay-ryahns praw-feh-syaw-nel (yahns nasal)
309,REPAIR,As-tu tes clefs ?,Do you have your keys?,atˈy te- klˈe ?,aty tay- klay ?,As-tu is /a ty/; remove machine hyphen/artificial stresses.,/a ty te kle/,ah tü tay klay
310,REPAIR,Avez-vous votre passeport ?,Do you have your passport?,avˈevu votʁ paspˈɔʁ ?,avayvohoh vohtr paspohr ?,Avez-vous is /ave vu/ without /z/ liaison; correct votre to /vɔtʁ/ and remove stresses.,/ave vu vɔtʁ paspɔʁ/,ah-vay voo vawtr pahs-pawr
311,REPAIR,"Connaissez-vous quiconque, ici ?",Do you know anyone here?,"kɔnɛsˈevu kikˈɔ̃k, isˈi ?","kohnaysayvohoh kayaykohnk, ayaysayay ?",Connaissez-vous is /kɔnɛse vu/ without /z/ liaison; remove artificial stresses and cue quiconque's nasal vowel.,/kɔnɛse vu kikɔ̃k isi/,kaw-neh-say voo kee-kohnk ee-see (kohn nasal)
312,REPAIR,Connaissez-vous mon mari ?,Do you know my husband?,kɔnɛsˈevu mɔ̃ maʁˈi ?,kohnaysayvohoh mohn marayay ?,Connaissez-vous is /kɔnɛse vu/ without /z/ liaison; remove stresses and mark mon nasal.,/kɔnɛse vu mɔ̃ maʁi/,kaw-neh-say voo mohn mah-ree (mohn nasal)
313,REPAIR,Connais-tu mon nom ?,Do you know my name?,kɔnˈɛty mɔ̃ nˈɔ̃ ?,kohnayty mohn nohn ?,Connais-tu is /kɔnɛ ty/; remove artificial stresses and mark mon/nom nasal vowels.,/kɔnɛ ty mɔ̃ nɔ̃/,kaw-neh tü mohn nohn (nasal vowels)
314,REPAIR,Connaissez-vous ma femme ?,Do you know my wife?,kɔnɛsˈevu ma- fˈam ?,kohnaysayvohoh ma- fam ?,Connaissez-vous is /kɔnɛse vu/ without /z/ liaison; remove machine hyphen/artificial stresses.,/kɔnɛse vu ma fam/,kaw-neh-say voo mah fam
315,REPAIR,Sais-tu ce qui est arrivé ?,Do you know what happened?,sˈɛty sə- ki ɛt aʁivˈe ?,sayty sohohh- kayay ayt arayayvay ?,Sais-tu is /sɛ ty/. Keep standard linking /t/ in est arrivé; remove machine hyphen/artificial stresses.,/sɛ ty sə ki ɛ taʁive/,seh tü suh kee eh tah-ree-vay
316,REPAIR,Connaissez-vous vos droits ?,Do you know your rights?,kɔnɛsˈevu vo dʁwˈa ?,kohnaysayvohoh voh drwa ?,Connaissez-vous is /kɔnɛse vu/ without /z/ liaison; remove artificial stresses.,/kɔnɛse vu vo dʁwa/,kaw-neh-say voo voh drwa
317,REPAIR,Connaissez-vous votre taille ?,Do you know your size?,kɔnɛsˈevu votʁ tˈaj ?,kohnaysayvohoh vohtr tay ?,Connaissez-vous is /kɔnɛse vu/ without /z/ liaison; correct votre /vɔtʁ/ and taille /taj/.,/kɔnɛse vu vɔtʁ taj/,kaw-neh-say voo vawtr tahy
318,REPAIR,M'apprécies-tu aussi ?,"Do you like me, too?",mapʁesˈity osˈi ?,mapraysayayty ohsayay ?,Apprécies-tu is /apʁesi ty/ with no /z/ liaison; remove artificial stresses.,/mapʁesi ty osi/,mah-pray-see tü oh-see
319,REPAIR,Est-ce que ma voiture vous plaît ?,Do you like my car?,ɛs kə ma- vwatˈyʁ vu plˈɛ ?,ays kohohh ma- vwatyr vohoh play ?,Remove machine hyphen/artificial stresses; voiture contains French /y/ and plaît has /ɛ/.,/ɛs kə ma vwatyʁ vu plɛ/,es kuh mah vwah-tür voo pleh
320,REPAIR,Aimes-tu mes cheveux ?,Do you like my hair?,ˈɛmty me- ʃəvˈø ?,aymty may- shohohhveu ?,Aimes-tu is /ɛm ty/; remove machine hyphen/stresses and cue final /ø/ in cheveux.,/ɛm ty me ʃəvø/,em tü may shuh-veu
321,REPAIR,Est-ce que tu aimes mes chaussures ?,Do you like my shoes?,ɛs kə ty ˈɛm me- ʃosˈyʁ ?,ays kohohh ty aym may- shohsyr ?,Remove machine hyphen/artificial stresses; chaussures contains French /y/.,/ɛs kə ty ɛm me ʃosyʁ/,es kuh tü em may shoh-sür
322,REPAIR,Aimes-tu tes camarades de classe ?,Do you like your classmates?,ˈɛmty te- kamaʁˈad də- klˈas ?,aymty tay- kamarad dohohh- klas ?,Aimes-tu is /ɛm ty/; remove machine hyphens/artificial stresses and cue open /a/ vowels.,/ɛm ty te kamaʁad də klas/,em tü tay kah-mah-rahd duh klahs
323,REPAIR,Aimes-tu tes collègues ?,Do you like your coworkers?,ˈɛmty te- kɔlˈɛɡ ?,aymty tay- kohlayg ?,Aimes-tu is /ɛm ty/; remove machine hyphen/artificial stresses and cue collègue /kɔlɛɡ/.,/ɛm ty te kɔlɛɡ/,em tü tay kaw-leg
324,REPAIR,Aimes-tu ta soupe ?,Do you like your soup?,ˈɛmty ta- sˈup ?,aymty ta- sohohp ?,Aimes-tu is /ɛm ty/; remove machine hyphen/artificial stresses.,/ɛm ty ta sup/,em tü tah soop
325,REPAIR,Aimez-vous votre travail ?,Do you like your work?,ɛmˈevu votʁ tʁavˈaj ?,aymayvohoh vohtr travay ?,Aimez-vous is /eme vu/ without /z/ liaison; correct votre /vɔtʁ/ and remove stresses.,/eme vu vɔtʁ tʁavaj/,ay-may voo vawtr trah-vahy
326,REPAIR,Avez-vous besoin de plus de temps ?,Do you need more time?,avˈevu bəzwˈɛ̃ də- ply də- tˈɑ̃ ?,avayvohoh bohohhzwayayn dohohh- ply dohohh- tan ?,Avez-vous is /ave vu/ without /z/ liaison; remove machine hyphens/stresses and mark nasal vowels.,/ave vu bəzwɛ̃ də ply də tɑ̃/,ah-vay voo buh-zwehn duh plü duh tahn (nasal vowels)
327,REPAIR,As-tu besoin de mon aide ?,Do you need my assistance?,atˈy bəzwˈɛ̃ də- mɔ̃n ˈɛd ?,aty bohohhzwayayn dohohh- mohnn ayd ?,As-tu is /a ty/; keep natural liaison /n/ in mon aide, remove machine hyphen/stresses, and cue besoin nasal.,/a ty bəzwɛ̃ də mɔ̃ nɛd/,ah tü buh-zwehn duh mohn ned (nasal vowels)
328,REPAIR,As-tu besoin de notre aide ?,Do you need our help?,atˈy bəzwˈɛ̃ də- notʁ ˈɛd ?,aty bohohhzwayayn dohohh- nohtr ayd ?,As-tu is /a ty/; notre is /nɔtʁ/ and aide /ɛd/. Remove machine hyphen/artificial stresses.,/a ty bəzwɛ̃ də nɔtʁ ɛd/,ah tü buh-zwehn duh nawtr ed (zwehn nasal)
329,REPAIR,Est-ce que tu as toujours besoin de moi ?,Do you still need me?,ɛs kə ty a tuʒˌuʁ bəzwˈɛ̃ də- mwˈa ?,ays kohohh ty a tohohzhohohr bohohhzwayayn dohohh- mwa ?,Remove artificial stresses/machine hyphen; learner hint is corrupted and besoin is nasal.,/ɛs kə ty a tuʒuʁ bəzwɛ̃ də mwa/,es kuh tü ah too-zhoor buh-zwehn duh mwa (zwehn nasal)
330,REPAIR,Penses-tu que ça va marcher ?,Do you think that'll work?,pˈɑ̃sty kə sa vˈa maʁʃˈe ?,pansty kohohh sa va marshay ?,Penses-tu is /pɑ̃s ty/; remove artificial stresses and mark nasal first vowel.,/pɑ̃s ty kə sa va maʁʃe/,pahns tü kuh sah vah mar-shay (pahns nasal)
331,REPAIR,Pensez-vous que ceci va fonctionner ?,Do you think this'll work?,pɑ̃sˈevu kə səsˌi vˈa fɔ̃ksjɔnˈe ?,pansayvohoh kohohh sohohhsayay va fohnksyohnay ?,Pensez-vous is /pɑ̃se vu/ without /z/ liaison; remove stresses and mark nasal vowels.,/pɑ̃se vu kə səsi va fɔ̃ksjɔne/,pahn-say voo kuh suh-see vah fohn-ksyaw-nay (nasal vowels)
332,REPAIR,Tu veux ma photo ?,Do you want my picture?,ty vˈø ma- fotˈo ?,ty veu ma- fohtoh ?,Remove machine hyphen/artificial stresses; distinguish French /y/.,/ty vø ma foto/,tü veu mah foh-toh
333,REPAIR,Tu veux de l'aide ?,Do you want some help?,ty vˈø də- lˈɛd ?,ty veu dohohh- layd ?,Remove machine hyphen/artificial stresses; aide is /ɛd/.,/ty vø də lɛd/,tü veu duh led
334,REPAIR,Tu veux venir ?,Do you want to come?,ty vˈø vənˈiʁ ?,ty veu vohohhnayayr ?,Remove artificial stresses; learner hint is corrupted.,/ty vø vəniʁ/,tü veu vuh-neer
335,REPAIR,Veux-tu boire ?,Do you want to drink?,vˈøty bwˈaʁ ?,veuty bwar ?,Veux-tu is /vø ty/; remove artificial stresses.,/vø ty bwaʁ/,veu tü bwar
336,REPAIR,Voulez-vous manger ?,Do you want to eat?,vulˈevu mɑ̃ʒˈe ?,vohohlayvohoh manzhay ?,Voulez-vous is /vule vu/ without /z/ liaison; remove stresses and mark manger nasal.,/vule vu mɑ̃ʒe/,voo-lay voo mahn-zhay (mahn nasal)
337,REPAIR,Veux-tu partir ?,Do you want to go?,vˈøty paʁtˈiʁ ?,veuty partayayr ?,Veux-tu is /vø ty/; remove artificial stresses.,/vø ty paʁtiʁ/,veu tü par-teer
338,REPAIR,Tu veux aider ?,Do you want to help?,ty vˈøz ɛdˈe ?,ty veuz ayday ?,Machine incorrectly inserts /z/ after finite veux before aider; aider is /ede/. Remove stresses.,/ty vø ede/,tü veu ay-day
339,REPAIR,Est-ce que tu veux savoir ?,Do you want to know?,ɛs kə ty vˈø savwˈaʁ ?,ays kohohh ty veu savwar ?,Remove artificial stresses; distinguish French /y/.,/ɛs kə ty vø savwaʁ/,es kuh tü veu sah-vwar
340,REPAIR,"N'avez-vous pas de travail, aujourd'hui ?",Don't you have work today?,"navˈevu pa də- tʁavˈaj, oʒuʁdyˈi ?","navayvohoh pa dohohh- travay, ohzhohohrdyayay ?",N'avez-vous is /nave vu/ without /z/ liaison; machine misses /ɥ/ in aujourd'hui. Remove stress/hyphen artifacts.,/nave vu pa də tʁavaj oʒuʁdɥi/,nah-vay voo pah duh trah-vahy oh-zhoor-dwee
341,REPAIR,Avez-vous fini votre travail ?,Have you finished your work?,avˈevu finˈi votʁ tʁavˈaj ?,avayvohoh fayaynayay vohtr travay ?,Avez-vous is /ave vu/ without /z/ liaison; correct votre /vɔtʁ/ and remove artificial stresses.,/ave vu fini vɔtʁ tʁavaj/,ah-vay voo fee-nee vawtr trah-vahy
342,REPAIR,"Aide-moi, veux-tu ?","Help me, will you?","ˈɛdmwˈa, vˈøtˈy ?","aydmwa, veuty ?",Remove artificial stresses; veux-tu is /vø ty/.,/ɛd mwa vø ty/,ed mwa veu tü
343,REPAIR,"Comment nous sentons-nous, aujourd'hui ?",How are we feeling today?,"kɔmˌɑ̃ nu sɑ̃tˈɔ̃nˈu, oʒuʁdyˈi ?","kohman nohoh santohnnohoh, ohzhohohrdyayay ?",Sentons-nous is /sɑ̃tɔ̃ nu/ without extra consonant; machine misses /ɥ/ in aujourd'hui. Remove stresses.,/kɔmɑ̃ nu sɑ̃tɔ̃ nu oʒuʁdɥi/,koh-mahn noo sahn-tohn noo oh-zhoor-dwee (nasal vowels)
344,REPAIR,Comment te sens-tu aujourd'hui ?,How are you feeling today?,kɔmˌɑ̃ tə- sˈɑ̃ty oʒuʁdyˈi ?,kohman tohohh- santy ohzhohohrdyayay ?,Sens-tu is /sɑ̃ ty/ and aujourd'hui requires /ɥ/; remove machine hyphen/artificial stresses.,/kɔmɑ̃ tə sɑ̃ ty oʒuʁdɥi/,koh-mahn tuh sahn tü oh-zhoor-dwee (nasal vowels)
