rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
401,REPAIR,جيش,army,dʒˈajʃ,yaysh,Machine hint is unusable; normalize broad monosyllabic IPA,/dʒajʃ/,jaysh
402,REPAIR,مدة,duration; period,mˈudːa,mohohda,Machine hint is unusable; preserve gemination,/mudda/,mudda
403,REPAIR,أهل,family; people; inhabitants; people of,ʔˈahl,ʔahl,Normalize broad IPA and learner hamza marker,/ʔahl/,ʾahl
404,REPAIR,يعيش,lives; resides,jʕˈiːʃ,y‘ayaysh,Machine candidate omits the initial short vowel and hint is unusable,/jaʕiːʃ/,yaʿīsh
405,REPAIR,قول,saying; speech; statement,qˈawl,qawl,Normalize broad monosyllabic IPA,/qawl/,qawl
406,REPAIR,رقم,number; figure,rˈaqm,raqm,Normalize broad MSA IPA,/raqm/,raqm
407,REPAIR,كتاب,book,kitˈaːb,kayaytab,Machine hint is unusable; preserve vowel length,/kitaːb/,kitāb
408,REPAIR,اقتصادي,economic,ˌiqtis̪a.ːdˈijj,ayayqtayays̪a.dayayyy,Machine consonant quality is wrong for emphatic ṣ and isolated pronunciation requires the initial onset,/ʔiqtisˤaːdijj/,ʾiqtiṣādiyy
409,REPAIR,مكتب,office; desk,mˈaktab,maktab,Normalize broad MSA IPA,/maktab/,maktab
410,REPAIR,نظر,view; consideration; looked/considered,nˈaða.r,nadha.r,Workbook gloss spans noun نَظَر and past verb نَظَرَ; machine also fails to mark emphatic ẓ,/naðˤar/ / /naðˤara/,naẓar / naẓara
411,REPAIR,زيادة,increase; addition,zˈiːaːdˌa,zayayada,Machine candidate misrepresents the glide/vowel sequence in زِيَادَة,/zijaːda/,ziyāda
412,REPAIR,حل,solution; solving; solved,ħˈall,hall,Workbook gloss spans noun حَلّ and past verb حَلَّ; include both readings,/ħall/ / /ħalla/,ḥall / ḥalla
413,REPAIR,بلد,country; town; land,bˈalad,balad,Normalize broad MSA IPA,/balad/,balad
414,REPAIR,عائلة,family,ʕˈaːʔilˌa,‘aʔayayla,Machine hint is unusable; normalize long vowel hamza and ʿayn,/ʕaːʔila/,ʿāʾila
415,REPAIR,إعادة,return; repetition; redoing,ʔˈiʕaːdˌa,ʔayay‘ada,Machine hint is unusable; normalize hamza ʿayn and vowel length,/ʔiʕaːda/,ʾiʿāda
416,REPAIR,حد,limit; boundary; extent,ħˈadː,had,Normalize broad IPA and preserve ḥ plus gemination,/ħadd/,ḥadd
417,REPAIR,يرجو,hopes; wishes; asks/request politely (يرجو),jrdʒˈuː,yryohoh,Machine candidate omits the initial short vowel and hint is unusable,/jardʒuː/,yarjū
418,REPAIR,مؤتمر,conference,mˈuʔtamˌar,mohohʔtamar,Machine hint is unusable; normalize hamza and standard vowels,/muʔtamar/,muʾtamar
419,REPAIR,باب,door; gate,bˈaːb,bab,Normalize broad IPA and preserve vowel length,/baːb/,bāb
420,REPAIR,يفهم,understands,jfhˈum,yfhohohm,Machine candidate has the wrong lexical vowels; standard is يَفْهَم,/jafham/,yafham
421,REPAIR,موضوع,subject; topic,mawdˤˈuːʕ,mawdˤohoh‘,Machine hint is unusable; normalize emphatic consonant ʿayn and vowel length,/mawdˤuːʕ/,mawḍūʿ
422,REPAIR,واقع,reality; actual situation; occurring/present,wˈaːqiʕ,waqayay‘,Machine hint is unusable; normalize ʿayn and vowel length,/waːqiʕ/,wāqiʿ
423,REPAIR,مقابل,opposite; counterpart; in exchange for; versus,muqˈaːbil,mohohqabayayl,Machine hint is unusable; normalize vowel length,/muqaːbil/,muqābil
424,REPAIR,محكمة,court; tribunal,mˈaħkamˌa,mahkama,Normalize broad IPA and distinguish ḥ,/maħkama/,maḥkama
