rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
201,REPAIR,Je peux t'entendre.,I can hear you.,ʒə- pˈø tɑ̃tˈɑ̃dʁ.,zhohohh- peu tantandr.,Remove machine hyphen/artificial stresses; t'entendre contains two nasal /ɑ̃/ vowels.,/ʒə pø tɑ̃tɑ̃dʁ/,zhuh peu tahn-tahn-dr (nasal vowels)
202,REPAIR,"Je peux me débrouiller, merci.","I can manage, thanks.","ʒə- pˈø mə- debʁujˈe, mɛʁsˈi.","zhohohh- peu mohohh- daybrohohyay, mayrsayay.",Remove machine hyphens/artificial stresses; learner hint is corrupted and débrouiller retains /j/ glide.,/ʒə pø mə debʁuje mɛʁsi/,zhuh peu muh day-broo-yay mehr-see
203,REPAIR,Je peux payer d'avance.,I can pay upfront.,ʒə- pˈø pɛjˈe davˈɑ̃s.,zhohohh- peu payyay davans.,Normalize payer to /peje/; remove artificial stresses and mark d'avance nasal vowel.,/ʒə pø peje davɑ̃s/,zhuh peu pay-yay dah-vahns (nasal final vowel)
204,REPAIR,Je peux te protéger.,I can protect you.,ʒə- pˈø tə- pʁoteʒˈe.,zhohohh- peu tohohh- prohtayzhay.,Remove machine hyphens/artificial stresses; learner hint is corrupted.,/ʒə pø tə pʁoteʒe/,zhuh peu tuh proh-tay-zhay
205,REPAIR,Je parle anglais.,I speak English.,ʒə- pˈaʁl ɑ̃ɡlˈɛ.,zhohohh- parl anglay.,Remove machine hyphen/artificial stresses; anglais begins with nasal /ɑ̃/ and ends /ɛ/.,/ʒə paʁl ɑ̃ɡlɛ/,zhuh parl ahn-gleh (ahn nasal)
206,REPAIR,Je peux parler français.,I can speak French.,ʒə- pˈø paʁlˈe fʁɑ̃sˈɛ.,zhohohh- peu parlay fransay.,Remove machine hyphen/artificial stresses; français contains nasal /ɑ̃/ and final /ɛ/.,/ʒə pø paʁle fʁɑ̃sɛ/,zhuh peu par-lay frahn-seh (frahn nasal)
207,REPAIR,Je peux le comprendre.,I can understand it.,ʒə- pˈø lə- kɔ̃pʁˈɑ̃dʁ.,zhohohh- peu lohohh- kohnprandr.,Remove machine hyphens/artificial stresses; comprendre has nasal vowels.,/ʒə pø lə kɔ̃pʁɑ̃dʁ/,zhuh peu luh kohn-prahn-dr (nasal vowels)
208,REPAIR,Je peux comprendre ça.,I can understand that.,ʒə- pˈø kɔ̃pʁˈɑ̃dʁ sˈa.,zhohohh- peu kohnprandr sa.,Remove machine hyphen/artificial stresses; comprendre is nasal and ça has open /a/.,/ʒə pø kɔ̃pʁɑ̃dʁ sa/,zhuh peu kohn-prahn-dr sah (nasal vowels)
209,REPAIR,Je ne peux pas rentrer chez moi.,I can't go home.,ʒə- nə- pˈø pa ʁɑ̃tʁˈe ʃe mwˈa.,zhohohh- nohohh- peu pa rantray shay mwa.,Remove machine hyphens/artificial stresses; rentrer begins with nasal /ɑ̃/.,/ʒə nə pø pa ʁɑ̃tʁe ʃe mwa/,zhuh nuh peu pah rahn-tray shay mwa (rahn nasal)
210,REPAIR,Je ne peux vous aider.,I can't help you.,ʒə- nə- pˈø vuz ɛdˈe.,zhohohh- nohohh- peu vohohz ayday.,Keep mandatory /z/ liaison from object clitic vous before aider, but aider is /ede/, not /ɛde/. Remove stress/hyphen artifacts.,/ʒə nə pø vu zede/,zhuh nuh peu voo zay-day
211,REPAIR,Je ne peux pas vous le dire.,I can't tell you.,ʒə- nə- pˈø pa vu lə- dˈiʁ.,zhohohh- nohohh- peu pa vohoh lohohh- dayayr.,Remove machine hyphens/artificial stresses; learner hint is corrupted.,/ʒə nə pø pa vu lə diʁ/,zhuh nuh peu pah voo luh deer
212,REPAIR,Je ne peux pas travailler aujourd'hui.,I can't work today.,ʒə- nə- pˈø pa tʁavajˈe oʒuʁdyˈi.,zhohohh- nohohh- peu pa travayay ohzhohohrdyayay.,Machine treats travailler as /tʁavaje/ rather than standard infinitive /tʁavaje/ with /j/ glide and misses /ɥ/ in aujourd'hui; remove stress/hyphen artifacts.,/ʒə nə pø pa tʁavaje oʒuʁdɥi/,zhuh nuh peu pah trah-vah-yay oh-zhoor-dwee
213,REPAIR,Je reviens à la maison à 14 h 30.,I come home at 2:30.,ʒə- ʁəvjˈɛ̃z a la- mɛzˈɔ̃ a katˈɔʁz ˈaʃ tʁˈɑ̃t.,zhohohh- rohohhvyayaynz a la- mayzohn a katohrz ash trant.,Machine falsely inserts /z/ after finite reviens before à and reads the time notation literally with the letter h. Natural French reads 14 h 30 as quatorze heures trente.,/ʒə ʁəvjɛ̃ a la mɛzɔ̃ a katɔʁz œʁ tʁɑ̃t/,zhuh ruh-vyehn ah lah meh-zohn ah kah-tawrz uhr trahnt (nasal vowels)
214,REPAIR,Je pouvais à peine parler.,I could barely speak.,ʒə- puvˈɛz a pˈɛn paʁlˈe.,zhohohh- pohohvayz a payn parlay.,Machine incorrectly inserts /z/ after finite pouvais before à; remove artificial stresses/hyphen.,/ʒə puvɛ a pɛn paʁle/,zhuh poo-veh ah pen par-lay
215,REPAIR,Je pourrais le faire.,I could do it.,ʒə- puʁˈɛ lə- fˈɛʁ.,zhohohh- pohohray lohohh- fayr.,Remove machine hyphens/artificial stresses; learner hint is corrupted.,/ʒə puʁɛ lə fɛʁ/,zhuh poo-reh luh fehr
216,REPAIR,Je ne pouvais rien faire.,I could do nothing.,ʒə- nə- puvˈɛ ʁjˌɛ̃ fˈɛʁ.,zhohohh- nohohh- pohohvay ryayayn fayr.,Remove machine hyphens/artificial stresses; rien has nasal /ɛ̃/.,/ʒə nə puvɛ ʁjɛ̃ fɛʁ/,zhuh nuh poo-veh ryehn fehr (ryehn nasal)
217,REPAIR,J'aurais pu aider.,I could have helped.,ʒoʁˈɛ pˈy ɛdˈe.,zhohray py ayday.,Aider is /ede/, not /ɛde/; remove artificial stresses and distinguish French /y/ in pu.,/ʒoʁɛ py ede/,zhoh-reh pü ay-day
218,REPAIR,Je pourrais t'embrasser.,I could kiss you.,ʒə- puʁˈɛ tɑ̃bʁasˈe.,zhohohh- pohohray tanbrasay.,Remove machine hyphen/artificial stresses; t'embrasser begins with nasal /ɑ̃/.,/ʒə puʁɛ tɑ̃bʁase/,zhuh poo-reh tahn-brah-say (tahn nasal)
219,REPAIR,Je pourrais ne rien dire.,I could say nothing.,ʒə- puʁˈɛ nə- ʁjˌɛ̃ dˈiʁ.,zhohohh- pohohray nohohh- ryayayn dayayr.,Remove machine hyphens/artificial stresses; rien has nasal /ɛ̃/.,/ʒə puʁɛ nə ʁjɛ̃ diʁ/,zhuh poo-reh nuh ryehn deer (ryehn nasal)
220,REPAIR,Je pourrais vous enseigner.,I could teach you.,ʒə- puʁˈɛ vuz ɑ̃sɛnjˈe.,zhohohh- pohohray vohohz ansaynyay.,Keep mandatory /z/ from object clitic vous before vowel-initial enseigner; machine uses /nj/ instead of palatal /ɲ/. Remove stress artifacts.,/ʒə puʁɛ vu zɑ̃sɛɲe/,zhuh poo-reh voo zahn-seh-nyay (zahn nasal)
