rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
551,REPAIR,مدرب,coach; trainer,mˈudarrˌib,mohohdarrayayb,Machine hint is unusable; normalize standard MSA form,/mudarrib/,mudarrib
552,REPAIR,يترك,leaves; abandons,jtrkˈa,ytrka,Machine candidate has the wrong vowel pattern and drops lexical vowels,/jatruk/,yatruk
553,REPAIR,فهم,understanding; comprehension; understood (depending on vocalization/use),fˈahim,fahayaym,Workbook gloss spans noun فَهْم and past verb فَهِمَ; include both readings,/fahm/ / /fahima/,fahm / fahima
554,REPAIR,أساسي,basic; fundamental,ʔˈasaːsˌiːj,ʔasasayayy,Machine hint is unusable; normalize final nisba gemination,/ʔasaːsijj/,ʾasāsiyy
555,REPAIR,أشخاص,people; persons,ʔʃχˈaːs̪,ʔshkhas̪,Machine candidate omits the initial short vowel and fails to mark final emphatic ṣ,/ʔaʃxaːsˤ/,ʾashkhāṣ
556,REPAIR,جنوب,south,dʒanˈuːb,yanohohb,Machine hint is unusable; preserve vowel length,/dʒanuːb/,janūb
557,REPAIR,يسمع,hears; listens,jsmʕ,ysm‘,Machine candidate omits lexical short vowels,/jasmaʕ/,yasmaʿ
558,REPAIR,سجن,prison; imprisonment; imprisoned,sˈidʒn,sayayyn,Workbook gloss spans noun سِجْن and past verb سَجَنَ; include both readings,/sidʒn/ / /sadʒana/,sijn / sajana
559,REPAIR,تحديد,determination; specification; identification,tˈaħdiːd,tahdayayd,Machine hint is unusable; normalize ḥ and vowel length,/taħdiːd/,taḥdīd
560,REPAIR,وطن,homeland; nation; country,wˈat̪an,wat̪an,Machine consonant quality is wrong for emphatic ṭ,/watˤan/,waṭan
561,REPAIR,ظل,shade; shadow; remained/continued,ðˈill,dhayayll,Workbook gloss spans noun ظِلّ and past verb ظَلَّ; include both readings and mark emphatic ẓ,/ðˤill/ / /ðˤalla/,ẓill / ẓalla
562,REPAIR,ولد,boy; son; child; gave birth; was born (depending on vocalization/use),wˈalad,walad,Workbook gloss spans noun وَلَد and active وَلدَ and passive وُلِدَ readings; include all relevant forms,/walad/ / /walada/ / /wulida/,walad / walada / wulida
563,REPAIR,إعلان,announcement; advertisement,ʔˈiʕlaːn,ʔayay‘lan,Machine hint is unusable; normalize hamza ʿayn and vowel length,/ʔiʕlaːn/,ʾiʿlān
564,REPAIR,شارع,street,ʃˈaːriʕ,sharayay‘,Machine hint is unusable; normalize ʿayn and vowel length,/ʃaːriʕ/,shāriʿ
565,REPAIR,جولة,tour; round; trip,dʒˈawla,yawla,Machine hint is unusable; normalize standard MSA form,/dʒawla/,jawla
566,REPAIR,ينتهي,ends; finishes,jnthˈiː,ynthayay,Machine candidate omits lexical short vowels and hint is unusable,/jantahiː/,yantahī
567,REPAIR,تغيير,change; alteration,tˈaɣjiːr,taghyayayr,Machine hint is unusable; normalize vowel length,/taɣjiːr/,taghyīr
568,REPAIR,أمين,trustworthy; honest; faithful; secretary; custodian,ʔˈamiːn,ʔamayayn,Machine hint is unusable; normalize hamza and vowel length,/ʔamiːn/,ʾamīn
569,REPAIR,قدر,fate; destiny; amount; value; ability; was able to; estimated; decreed/determined (depending on vocalization/use),qˈadːar,qadar,Workbook gloss spans قَدَر and قَدْر and قَدَرَ and قَدَّرَ; include the distinct readings,/qadar/ / /qadr/ / /qadara/ / /qaddara/,qadar / qadr / qadara / qaddara
