rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
651,REPAIR,Je ne pense pas que tu me comprennes.,I don't think you understand me.,ʒə- nə- pˈɑ̃s pa kə ty mə- kɔ̃pʁˈɛn.,zhohohh- nohohh- pans pa kohohh ty mohohh- kohnprayn.,Remove stress/hyphen artifacts; pense is nasal.,/ʒə nə pɑ̃s pa kə ty mə kɔ̃pʁɛn/,zhuh nuh pahns pah kuh tü muh kohn-pren
652,REPAIR,Je ne vois pas ce que tu veux dire.,I don't understand what you mean.,ʒə- nə- vwˈa pa sə- kə ty vˈø dˈiʁ.,zhohohh- nohohh- vwa pa sohohh- kohohh ty veu dayayr.,Remove stress/hyphen artifacts.,/ʒə nə vwa pa sə kə ty vø diʁ/,zhuh nuh vwa pah suh kuh tü veu deer
653,REPAIR,Comment oses-tu me traiter d'hypocrite ?,How dare you call me a hypocrite!,kɔmˌɑ̃ ˈozty mə- tʁɛtˈe dipɔkʁˈit ?,kohman ohzty mohohh- traytay dayaypohkrayayt ?,Oses-tu is /oz ty/; remove artifacts and normalize traiter /tʁɛte/.,/kɔmɑ̃ oz ty mə tʁɛte dipɔkʁit/,koh-mahn ohz tü muh treh-tay dee-paw-kreet
654,REPAIR,Comment oses-tu me faire ça ?,How dare you do that to me!,kɔmˌɑ̃ ˈozty mə- fˈɛʁ sˈa ?,kohman ohzty mohohh- fayr sa ?,Oses-tu is /oz ty/; remove artifacts.,/kɔmɑ̃ oz ty mə fɛʁ sa/,koh-mahn ohz tü muh fehr sah
655,REPAIR,Comment oses-tu me le dire !,How dare you say that to me!,kɔmˌɑ̃ ˈozty mə- lə- dˈiʁ !,kohman ohzty mohohh- lohohh- dayayr !,Oses-tu is /oz ty/; remove artifacts.,/kɔmɑ̃ oz ty mə lə diʁ/,koh-mahn ohz tü muh luh deer
656,REPAIR,J'espère que vous passez du bon temps !,I hope you're having a good time!,ʒɛspˈɛʁ kə vu pasˈe dy- bˈɔ̃ tˈɑ̃ !,zhayspayr kohohh vohoh pasay dy- bohn tan !,Remove artifacts; bon/temps are nasal.,/ʒɛspɛʁ kə vu pase dy bɔ̃ tɑ̃/,zhes-pehr kuh voo pah-say dü bohn tahn
657,REPAIR,Comment oses-tu raconter de telles choses sur moi !,How dare you tell such things about me!,kɔmˌɑ̃ ˈozty ʁakɔ̃tˈe də- tɛl ʃˈoz syʁ mwˈa !,kohman ohzty rakohntay dohohh- tayl shohz syr mwa !,Oses-tu is /oz ty/; chose is /ʃoz/. Remove artifacts.,/kɔmɑ̃ oz ty ʁakɔ̃te də tɛl ʃoz syʁ mwa/,koh-mahn ohz tü rah-kohn-tay duh tel shohz sür mwa
658,REPAIR,Comment oses-tu te montrer ici ?,How dare you show your face around here!,kɔmˌɑ̃ ˈozty tə- mɔ̃tʁˈe isˈi ?,kohman ohzty tohohh- mohntray ayaysayay ?,Oses-tu is /oz ty/; remove artifacts and mark montrer nasal.,/kɔmɑ̃ oz ty tə mɔ̃tʁe isi/,koh-mahn ohz tü tuh mohn-tray ee-see
659,REPAIR,Comment oses-tu me parler comme ça !,How dare you speak like that to me!,kɔmˌɑ̃ ˈozty mə- paʁlˈe kɔm sˈa !,kohman ohzty mohohh- parlay kohm sa !,Oses-tu is /oz ty/; remove artifacts.,/kɔmɑ̃ oz ty mə paʁle kɔm sa/,koh-mahn ohz tü muh par-lay kom sah
660,REPAIR,Comment oses-tu me parler ainsi !,How dare you speak to me like that!,kɔmˌɑ̃ ˈozty mə- paʁlˈe ɛ̃sˈi !,kohman ohzty mohohh- parlay ayaynsayay !,Oses-tu is /oz ty/; ainsi begins with nasal /ɛ̃/.,/kɔmɑ̃ oz ty mə paʁle ɛ̃si/,koh-mahn ohz tü muh par-lay ehn-see
