rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
851,REPAIR,میں آج فارغ ہوں۔,I am free today.,mˈẽ ˈaːɟ fˈaːrɪɣ huːn,mẽ agy farayaygh hohohn,Correct nasal pronoun/auxiliary and /d͡ʒ/ in آج; remove machine stress.,/mɛ̃ː aːd͡ʒ faːrɪɣ ɦũː/,main aaj faa-righ hoon
852,REPAIR,ہم آج فارغ ہیں۔,We are free today.,ham ˈaːɟ fˈaːrɪɣ hẽ,ham agy farayaygh hẽ,Correct /d͡ʒ/ and nasal auxiliary; normalize phrase.,/ɦəm aːd͡ʒ faːrɪɣ ɦɛ̃ː/,hum aaj faa-righ hain
853,REPAIR,کیا آپ آج فارغ ہیں؟,Are you free today?,kjˈaː ˌaːp ˈaːɟ fˈaːrɪɣ hẽ,kya ap agy farayaygh hẽ,Correct /d͡ʒ/ and nasal auxiliary; normalize phrase.,/kjaː aːp aːd͡ʒ faːrɪɣ ɦɛ̃ː/,kya aap aaj faa-righ hain
854,REPAIR,کیا ہم آج ملیں؟,Shall we meet today?,kjˈaː ham ˈaːɟ mɪlˈeːn,kya ham agy mayaylayn,Correct /d͡ʒ/ and nasal subjunctive ending.,/kjaː ɦəm aːd͡ʒ mɪlẽː/,kya hum aaj mi-lain
855,REPAIR,ہم آج بات کر سکتے ہیں۔,We can talk today.,ham ˈaːɟ bˈaːt kar sˈʌktˌeː hẽ,ham agy bat kar sʌktay hẽ,Correct dental /t̪/, /d͡ʒ/, and nasal auxiliary.,/ɦəm aːd͡ʒ baːt̪ kəɾ səkt̪eː ɦɛ̃ː/,hum aaj baat kar suk-tay hain
856,REPAIR,میں آج صبح فارغ ہوں۔,I am free this morning.,mˈẽ ˈaːɟ ʂˌəbˈah fˈaːrɪɣ huːn,mẽ agy ʂohohhbah farayaygh hohohn,Use standard Urdu /s/ in صبح; correct nasal forms and /d͡ʒ/.,/mɛ̃ː aːd͡ʒ sʊbəɦ faːrɪɣ ɦũː/,main aaj su-bah faa-righ hoon
857,REPAIR,ہم آج صبح فارغ ہیں۔,We are free this morning.,ham ˈaːɟ ʂˌəbˈah fˈaːrɪɣ hẽ,ham agy ʂohohhbah farayaygh hẽ,Use standard Urdu /s/; correct nasal auxiliary.,/ɦəm aːd͡ʒ sʊbəɦ faːrɪɣ ɦɛ̃ː/,hum aaj su-bah faa-righ hain
858,REPAIR,کیا آپ آج صبح فارغ ہیں؟,Are you free this morning?,kjˈaː ˌaːp ˈaːɟ ʂˌəbˈah fˈaːrɪɣ hẽ,kya ap agy ʂohohhbah farayaygh hẽ,Use standard Urdu /s/; correct /d͡ʒ/ and nasal auxiliary.,/kjaː aːp aːd͡ʒ sʊbəɦ faːrɪɣ ɦɛ̃ː/,kya aap aaj su-bah faa-righ hain
859,REPAIR,کیا ہم آج صبح ملیں؟,Shall we meet this morning?,kjˈaː ham ˈaːɟ ʂˌəbˈah mɪlˈeːn,kya ham agy ʂohohhbah mayaylayn,Correct صبح and nasal subjunctive ending.,/kjaː ɦəm aːd͡ʒ sʊbəɦ mɪlẽː/,kya hum aaj su-bah mi-lain
860,REPAIR,ہم آج صبح بات کر سکتے ہیں۔,We can talk this morning.,ham ˈaːɟ ʂˌəbˈah bˈaːt kar sˈʌktˌeː hẽ,ham agy ʂohohhbah bat kar sʌktay hẽ,Correct صبح, dental consonants, and nasal auxiliary.,/ɦəm aːd͡ʒ sʊbəɦ baːt̪ kəɾ səkt̪eː ɦɛ̃ː/,hum aaj su-bah baat kar suk-tay hain
861,REPAIR,میں آج دوپہر فارغ ہوں۔,I am free this afternoon.,mˈẽ ˈaːɟ dˈoːpəhˌər fˈaːrɪɣ huːn,mẽ agy dohpohohhhohohhr farayaygh hohohn,Normalize دوپہر and nasal pronoun/auxiliary.,/mɛ̃ː aːd͡ʒ d̪oːpəɦəɾ faːrɪɣ ɦũː/,main aaj do-puh-har faa-righ hoon
862,REPAIR,ہم آج دوپہر فارغ ہیں۔,We are free this afternoon.,ham ˈaːɟ dˈoːpəhˌər fˈaːrɪɣ hẽ,ham agy dohpohohhhohohhr farayaygh hẽ,Normalize دوپہر and nasal auxiliary.,/ɦəm aːd͡ʒ d̪oːpəɦəɾ faːrɪɣ ɦɛ̃ː/,hum aaj do-puh-har faa-righ hain
863,REPAIR,کیا آپ آج دوپہر فارغ ہیں؟,Are you free this afternoon?,kjˈaː ˌaːp ˈaːɟ dˈoːpəhˌər fˈaːrɪɣ hẽ,kya ap agy dohpohohhhohohhr farayaygh hẽ,Normalize دوپہر and nasal auxiliary.,/kjaː aːp aːd͡ʒ d̪oːpəɦəɾ faːrɪɣ ɦɛ̃ː/,kya aap aaj do-puh-har faa-righ hain
864,REPAIR,کیا ہم آج دوپہر ملیں؟,Shall we meet this afternoon?,kjˈaː ham ˈaːɟ dˈoːpəhˌər mɪlˈeːn,kya ham agy dohpohohhhohohhr mayaylayn,Normalize دوپہر and nasal subjunctive ending.,/kjaː ɦəm aːd͡ʒ d̪oːpəɦəɾ mɪlẽː/,kya hum aaj do-puh-har mi-lain
865,REPAIR,ہم آج دوپہر بات کر سکتے ہیں۔,We can talk this afternoon.,ham ˈaːɟ dˈoːpəhˌər bˈaːt kar sˈʌktˌeː hẽ,ham agy dohpohohhhohohhr bat kar sʌktay hẽ,Normalize دوپہر plus dental consonants and nasal auxiliary.,/ɦəm aːd͡ʒ d̪oːpəɦəɾ baːt̪ kəɾ səkt̪eː ɦɛ̃ː/,hum aaj do-puh-har baat kar suk-tay hain
