rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
501,PENDING,مسجد کہاں ہے؟,Where is the mosque?,mˈasɟˌɪd kˈʌhãː hɛ,masgyayayd kʌhã hay,,,
502,PENDING,کیا مسجد قریب ہے؟,Is the mosque nearby?,kjˈaː mˈasɟˌɪd qərˈiːb hɛ,kya masgyayayd qohohhrayayb hay,,,
503,PENDING,مسجد کتنی دور ہے؟,How far is the mosque?,mˈasɟˌɪd kˈɪtni dˈuːr hɛ,masgyayayd kayaytnayay dohohr hay,,,
504,PENDING,ہمیں مسجد جانا ہے۔,We need to go to the mosque.,hˈʌmẽː mˈasɟˌɪd ɟˈaːnaː hɛ,hʌmẽ masgyayayd gyana hay,,,
505,PENDING,چلیے، مسجد چلیں۔,Let's go to the mosque.,cˈʌljeː mˈasɟˌɪd cˈʌlẽː,cʌlyay masgyayayd cʌlẽ,,,
506,PENDING,میوزیم کہاں ہے؟,Where is the museum?,mjˌuːziˈam kˈʌhãː hɛ,myohohzayayam kʌhã hay,,,
507,PENDING,کیا میوزیم قریب ہے؟,Is the museum nearby?,kjˈaː mjˌuːziˈam qərˈiːb hɛ,kya myohohzayayam qohohhrayayb hay,,,
508,PENDING,میوزیم کتنی دور ہے؟,How far is the museum?,mjˌuːziˈam kˈɪtni dˈuːr hɛ,myohohzayayam kayaytnayay dohohr hay,,,
509,PENDING,ہمیں میوزیم جانا ہے۔,We need to go to the museum.,hˈʌmẽː mjˌuːziˈam ɟˈaːnaː hɛ,hʌmẽ myohohzayayam gyana hay,,,
510,PENDING,چلیے، میوزیم چلیں۔,Let's go to the museum.,cˈʌljeː mjˌuːziˈam cˈʌlẽː,cʌlyay myohohzayayam cʌlẽ,,,
511,PENDING,سینما کہاں ہے؟,Where is the cinema?,sˈeːnmˌaː kˈʌhãː hɛ,saynma kʌhã hay,,,
512,PENDING,کیا سینما قریب ہے؟,Is the cinema nearby?,kjˈaː sˈeːnmˌaː qərˈiːb hɛ,kya saynma qohohhrayayb hay,,,
513,PENDING,سینما کتنی دور ہے؟,How far is the cinema?,sˈeːnmˌaː kˈɪtni dˈuːr hɛ,saynma kayaytnayay dohohr hay,,,
514,PENDING,ہمیں سینما جانا ہے۔,We need to go to the cinema.,hˈʌmẽː sˈeːnmˌaː ɟˈaːnaː hɛ,hʌmẽ saynma gyana hay,,,
515,PENDING,چلیے، سینما چلیں۔,Let's go to the cinema.,cˈʌljeː sˈeːnmˌaː cˈʌlẽː,cʌlyay saynma cʌlẽ,,,
516,PENDING,تھیٹر کہاں ہے؟,Where is the theater?,tʰˈeːʈər kˈʌhãː hɛ,tʰaytohohhr kʌhã hay,,,
517,PENDING,کیا تھیٹر قریب ہے؟,Is the theater nearby?,kjˈaː tʰˈeːʈər qərˈiːb hɛ,kya tʰaytohohhr qohohhrayayb hay,,,
518,PENDING,تھیٹر کتنی دور ہے؟,How far is the theater?,tʰˈeːʈər kˈɪtni dˈuːr hɛ,tʰaytohohhr kayaytnayay dohohr hay,,,
519,PENDING,ہمیں تھیٹر جانا ہے۔,We need to go to the theater.,hˈʌmẽː tʰˈeːʈər ɟˈaːnaː hɛ,hʌmẽ tʰaytohohhr gyana hay,,,
520,PENDING,چلیے، تھیٹر چلیں۔,Let's go to the theater.,cˈʌljeː tʰˈeːʈər cˈʌlẽː,cʌlyay tʰaytohohhr cʌlẽ,,,
521,PENDING,پولیس اسٹیشن کہاں ہے؟,Where is the police station?,pʊlˈiːs ˌɪsʈeːʃˈan kˈʌhãː hɛ,pohohlayays ayaystayshan kʌhã hay,,,
522,PENDING,کیا پولیس اسٹیشن قریب ہے؟,Is the police station nearby?,kjˈaː pʊlˈiːs ˌɪsʈeːʃˈan qərˈiːb hɛ,kya pohohlayays ayaystayshan qohohhrayayb hay,,,
523,PENDING,پولیس اسٹیشن کتنی دور ہے؟,How far is the police station?,pʊlˈiːs ˌɪsʈeːʃˈan kˈɪtni dˈuːr hɛ,pohohlayays ayaystayshan kayaytnayay dohohr hay,,,
524,PENDING,ہمیں پولیس اسٹیشن جانا ہے۔,We need to go to the police station.,hˈʌmẽː pʊlˈiːs ˌɪsʈeːʃˈan ɟˈaːnaː hɛ,hʌmẽ pohohlayays ayaystayshan gyana hay,,,
525,PENDING,چلیے، پولیس اسٹیشن چلیں۔,Let's go to the police station.,cˈʌljeː pʊlˈiːs ˌɪsʈeːʃˈan cˈʌlẽː,cʌlyay pohohlayays ayaystayshan cʌlẽ,,,
526,PENDING,سفارت خانہ کہاں ہے؟,Where is the embassy?,sɪfˈaːrat xˈaːnˌa kˈʌhãː hɛ,sayayfarat khana kʌhã hay,,,
527,PENDING,کیا سفارت خانہ قریب ہے؟,Is the embassy nearby?,kjˈaː sɪfˈaːrat xˈaːnˌa qərˈiːb hɛ,kya sayayfarat khana qohohhrayayb hay,,,
528,PENDING,سفارت خانہ کتنی دور ہے؟,How far is the embassy?,sɪfˈaːrat xˈaːnˌa kˈɪtni dˈuːr hɛ,sayayfarat khana kayaytnayay dohohr hay,,,
529,PENDING,ہمیں سفارت خانہ جانا ہے۔,We need to go to the embassy.,hˈʌmẽː sɪfˈaːrat xˈaːnˌa ɟˈaːnaː hɛ,hʌmẽ sayayfarat khana gyana hay,,,
530,PENDING,چلیے، سفارت خانہ چلیں۔,Let's go to the embassy.,cˈʌljeː sɪfˈaːrat xˈaːnˌa cˈʌlẽː,cʌlyay sayayfarat khana cʌlẽ,,,
531,PENDING,ڈاک خانہ کہاں ہے؟,Where is the post office?,ɖˈaːk xˈaːnˌa kˈʌhãː hɛ,dak khana kʌhã hay,,,
532,PENDING,کیا ڈاک خانہ قریب ہے؟,Is the post office nearby?,kjˈaː ɖˈaːk xˈaːnˌa qərˈiːb hɛ,kya dak khana qohohhrayayb hay,,,
