rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
301,PENDING,مجھے کانٹا چاہیے۔,I need the fork.,mˌʊɟʰeː kˈaːnʈaː cˈaːhjeː,mohohgyʰay kanta cahyay,,,
302,PENDING,مجھے کانٹا نہیں چاہیے۔,I don't need the fork.,mˌʊɟʰeː kˈaːnʈaː nahˈiːn cˈaːhjeː,mohohgyʰay kanta nahayayn cahyay,,,
303,PENDING,کیا آپ کو کانٹا چاہیے؟,Do you need the fork?,kjˈaː ˌaːp kˈoː kˈaːnʈaː cˈaːhjeː,kya ap koh kanta cahyay,,,
304,PENDING,ہمیں کانٹا چاہیے۔,We need the fork.,hˈʌmẽː kˈaːnʈaː cˈaːhjeː,hʌmẽ kanta cahyay,,,
305,PENDING,کانٹا کہاں ہے؟,Where is the fork?,kˈaːnʈaː kˈʌhãː hɛ,kanta kʌhã hay,,,
306,PENDING,کیا کانٹا یہاں ہے؟,Is the fork here?,kjˈaː kˈaːnʈaː jˈʌhãː hɛ,kya kanta yʌhã hay,,,
307,PENDING,براہِ کرم کانٹا لے آئیے۔,Please bring the fork.,bˌəraːhˈeː kˈʌrəm kˈaːnʈaː lˈeː ˈaːjeː,bohohhrahay kʌrohohhm kanta lay ayay,,,
308,PENDING,براہِ کرم مجھے کانٹا دیجیے۔,Please give me the fork.,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː kˈaːnʈaː diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay kanta dayaygyayayay,,,
309,PENDING,میرے پاس کانٹا ہے۔,I have the fork.,mˈeːreː pˈaːs kˈaːnʈaː hɛ,mayray pas kanta hay,,,
310,PENDING,کیا آپ کے پاس کانٹا ہے؟,Do you have the fork?,kjˈaː ˌaːp keː pˈaːs kˈaːnʈaː hɛ,kya ap kay pas kanta hay,,,
311,PENDING,مجھے چاقو چاہیے۔,I need the knife.,mˌʊɟʰeː cˈaːqoː cˈaːhjeː,mohohgyʰay caqoh cahyay,,,
312,PENDING,مجھے چاقو نہیں چاہیے۔,I don't need the knife.,mˌʊɟʰeː cˈaːqoː nahˈiːn cˈaːhjeː,mohohgyʰay caqoh nahayayn cahyay,,,
313,PENDING,کیا آپ کو چاقو چاہیے؟,Do you need the knife?,kjˈaː ˌaːp kˈoː cˈaːqoː cˈaːhjeː,kya ap koh caqoh cahyay,,,
314,PENDING,ہمیں چاقو چاہیے۔,We need the knife.,hˈʌmẽː cˈaːqoː cˈaːhjeː,hʌmẽ caqoh cahyay,,,
315,PENDING,چاقو کہاں ہے؟,Where is the knife?,cˈaːqoː kˈʌhãː hɛ,caqoh kʌhã hay,,,
316,PENDING,کیا چاقو یہاں ہے؟,Is the knife here?,kjˈaː cˈaːqoː jˈʌhãː hɛ,kya caqoh yʌhã hay,,,
