rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
451,REPAIR,لماذا اشتريت هذه السيارة؟,Why did you buy this car?,lˈimaːðˌaː ˈaʃtriːt hˈaːðihˌi ʔassajjˈaːra.,layaymadha ashtrayayt hadhayayhayay ʔassayyara.,Machine misvocalizes past اِشْتَرَيْتَ and hint is unusable,/limaːðaː ʔiʃtarajta haːðihi as-sajjaːra/,limādhā ʾishtarayta hādhihi as-sayyāra
452,REPAIR,لماذا عصيت أمري؟,Why did you disobey my order?,lˈimaːðˌaː ʕs̪ˈi.ːt ʔmrˈiː,layaymadha ‘s̪ayay.t ʔmrayay,Machine misvocalizes past عَصَيْتَ and fails to mark emphatic ṣ plus lexical vowel in أَمْرِي,/limaːðaː ʕasˤajta ʔamriː/,limādhā ʿaṣayta ʾamrī
453,REPAIR,لماذا كذبت علي؟,Why did you lie to me?,lˈimaːðˌaː kðbt ʕˈaliːj,layaymadha kdhbt ‘alayayy,Machine omits lexical vowels in كَذَبْتَ and misreads first-person عَلَيَّ,/limaːðaː kaðabta ʕalajja/,limādhā kadhabta ʿalayya
454,REPAIR,لماذا تركت وظيفتك؟,Why did you quit your job?,lˈimaːðˌaː trkt wði.ːftkˌa,layaymadha trkt wdhayay.ftka,Machine omits lexical vowels in تَرَكْتَ and possessive vowels in وَظِيفَتَكَ; mark emphatic ẓ,/limaːðaː tarakta waðˤiːfataka/,limādhā tarakta waẓīfataka
455,REPAIR,لماذا لم تتصل بي مسبقًا؟,Why didn't you call me earlier?,lˈimaːðˌaː lˈam tts̪l bˈiː mˈusbaqˌan,layaymadha lam tts̪l bayay mohohsbaqan,Machine omits lexical vowels/gemination and emphatic ṣ in تَتَّصِلْ; hint is unusable,/limaːðaː lam tattasˤil biː musbaqan/,limādhā lam tattaṣil bī musbaqan
456,REPAIR,لماذا تحتاج سكينا؟,Why do you need a knife?,lˈimaːðˌaː tħtˈaːdʒ skiːnˌaː,layaymadha thtay skayayna,Machine omits lexical vowels in تَحْتَاجُ and misreads سِكِّينًا without gemination/tanwin,/limaːðaː taħtaːdʒu sikkiːnan/,limādhā taḥtāju sikkīnan
457,REPAIR,لماذا لن تكون هنا غدًا؟,Why won't you be here tomorrow?,lˈimaːðˌaː lˈan tˈakawwˌan hˈunaː ɣˈadan,layaymadha lan takawwan hohohna ghadan,Machine misreads subjunctive تَكُونَ as form-II-like takawwan,/limaːðaː lan takuːna hunaː ɣadan/,limādhā lan takūna hunā ghadan
458,REPAIR,هل تود أن تأتي بالداخِل؟,Would you like to come inside?,hˈal tˈuːd ʔn tʔtˈiː biddˈaːχil,hal tohohd ʔn tʔtayay bayayddakhayayl,Machine misvocalizes تَوَدُّ and fails to realize subjunctive تَأْتِيَ; hint is unusable,/hal tawaddu ʔan taʔtija bid-daːxil/,hal tawaddu ʾan taʾtiya bid-dākhil
459,REPAIR,كل ما يمكنك فعله هو الانتظار.,All you can do is wait.,kˈull mˈaː jmkˈunnakˌa fˈiʕlh hˈuwa alˈintiðˌaːr.,kohohll ma ymkohohnnaka fayay‘lh hohohwa alayayntayaydhar.,Machine misvocalizes يُمْكِنُكَ and omits object-clitic vowel plus emphatic ẓ in الِانْتِظَار,/kullu maː jumkinuka fiʕluhu huwa al-ʔintizˤaːr/,kullu mā yumkinuka fiʿluhu huwa al-ʾintiẓār
460,REPAIR,هل يمكنك الدخول إلى هنا، رجاءً؟,"Could you come in here, please?",hˈal jmkˈunnakˌa ʔaddˈuχuːl ʔˈilaː hˈunaː rdʒˈaːʔan,hal ymkohohnnaka ʔaddohohkhohohl ʔayayla hohohna ryaʔan,Machine misvocalizes يُمْكِنُكَ and hint is unusable; normalize verbal noun and رجاءً,/hal jumkinuka ad-duxuːl ʔilaː hunaː radʒaːʔan/,hal yumkinuka ad-dukhūl ʾilā hunā rajāʾan
461,REPAIR,سأذهب إلى هناك اليوم.,I am to go there today.,sʔðhb ʔˈilaː hunˈaːka ʔaljˈawm.,sʔdhhb ʔayayla hohohnaka ʔalyawm.,Machine omits lexical vowels in future سَأَذْهَبُ,/saʔaðhabu ʔilaː hunaːka al-jawm/,saʾadhhabu ʾilā hunāka al-yawm
462,REPAIR,أنا أصدق أنك تريد أن تساعد,I believe you want to help.,ˈana ʔˈas̪daq ʔnkˈa trˈiːd ʔn tsˈaːʕd,ana ʔas̪daq ʔnka trayayd ʔn tsa‘d,Machine reads أُصَدِّقُ I believe as أَصْدَق and omits gemination/vowels in أَنَّكَ and subjunctive تُسَاعِدَ,/ʔanaː ʔusˤaddiqu ʔannaka turiːdu ʔan tusaːʕida/,ʾanā ʾuṣaddiqu ʾannaka turīdu ʾan tusāʿida
463,REPAIR,يمكنني أن أفعلها من أجلك.,I can do it for you.,jmknnˈiː ʔn ʔˈafʕalhˌaː mˈin ʔˈadʒlka.,ymknnayay ʔn ʔaf‘alha mayayn ʔaylka.,Machine misvocalizes يُمْكِنُنِي and omits object/pronoun vowel plus genitive ending in أَجْلِكَ,/jumkinuniː ʔan ʔafʕalahaː min ʔadʒlika/,yumkinunī ʾan ʾafʿalahā min ʾajlika
464,REPAIR,آتي إلى المدرسة بالحافلة.,I come to school by bus.,ʔˈaːtiː ʔˈilaː ʔalmˈadrasˌa bilħˈaːfilˌa.,ʔatayay ʔayayla ʔalmadrasa bayaylhafayayla.,Machine hint is unusable; normalize broad MSA and preserve long vowels,/ʔaːtiː ʔilaː al-madrasa bil-ħaːfila/,ʾātī ʾilā al-madrasa bil-ḥāfila
465,REPAIR,لا أعرف ما الذي سأفعله.,I don't know what I'll do.,lˈaː ʔˈaʕraf mˈaː ʔˈallaðˌiː sʔfʕlh.,la ʔa‘raf ma ʔalladhayay sʔf‘lh.,Machine misvocalizes أَعْرِف and omits lexical/object vowels in سَأَفْعَلُهُ,/laː ʔaʕrif maː allaðiː saʔafʕaluhu/,lā ʾaʿrif mā alladhī saʾafʿaluhu
466,REPAIR,أنا لا أعرف ما يحصل هنا.,I don't know what happens here.,ˈana lˈaː ʔˈaʕraf mˈaː jħs̪l hˈunaː.,ana la ʔa‘raf ma yhs̪l hohohna.,Machine misvocalizes أَعْرِف and omits lexical vowels/emphatic ṣ in يَحْصُلُ,/ʔanaː laː ʔaʕrif maː jaħsˤulu hunaː/,ʾanā lā ʾaʿrif mā yaḥṣulu hunā
467,REPAIR,لا أعرف ماذا أفعل.,I don't know what to do.,lˈaː ʔˈaʕraf mˈaːðaː ʔˈafʕal.,la ʔa‘raf madha ʔaf‘al.,Machine misvocalizes أَعْرِف; normalize broad MSA,/laː ʔaʕrif maːðaː ʔafʕal/,lā ʾaʿrif mādhā ʾafʿal
468,REPAIR,أنا لا أعرف ما تقصده.,I don't know what you mean.,ˈana lˈaː ʔˈaʕraf mˈaː tˈaqas̪s̪ˌadh.,ana la ʔa‘raf ma taqas̪s̪adh.,Machine misvocalizes أَعْرِف and catastrophically reads تَقْصِدُهُ as form-V تَقَصَّد; mark emphatic ṣ,/ʔanaː laː ʔaʕrif maː taqsˤiduhu/,ʾanā lā ʾaʿrif mā taqṣiduhu
469,REPAIR,أذهب إلى المدرسة بالحافلة.,I go to school by bus.,ʔˈaðhab ʔˈilaː ʔalmˈadrasˌa bilħˈaːfilˌa.,ʔadhhab ʔayayla ʔalmadrasa bayaylhafayayla.,Machine omits indicative vowel in أَذْهَبُ and hint is unusable,/ʔaðhabu ʔilaː al-madrasa bil-ħaːfila/,ʾadhhabu ʾilā al-madrasa bil-ḥāfila
470,REPAIR,أعتقد بأنه لا يمكننا الرفض.,I guess we can't say no.,ʔʕtqd bʔnh lˈaː jmknnˈaː ʔarrˈafadˤ.,ʔ‘tqd bʔnh la ymknna ʔarrafadˤ.,Machine omits lexical vowels in أَعْتَقِدُ/بِأَنَّهُ misvocalizes يُمْكِنُنَا and reads رَفْض as past-like rafad; preserve emphatic ḍ,/ʔaʕtaqidu biʔannahu laː jumkinunaː ar-rafdˤ/,ʾaʿtaqidu biʾannahu lā yumkinunā ar-rafḍ
471,REPAIR,لم يكن لديّ وقت للأكل.,I had no time to eat.,lˈam ikˈunna ldiː wˈaqt llʔkl.,lam ayaykohohnna ldayay waqt llʔkl.,Machine misvocalizes jussive يَكُنْ and first-person لَدَيَّ and omits vowels in لِلْأَكْل,/lam jakun ladajja waqt lil-ʔakl/,lam yakun ladayya waqt lil-ʾakl
472,REPAIR,ليس معي نقود,I have no money on me.,lˈajsa mˈaʕj nqwd,laysa ma‘y nqwd,Machine misreads first-person مَعِي and omits all lexical vowels in نُقُود,/lajsa maʕiː nuquːd/,laysa maʿī nuqūd
473,REPAIR,ليس معي أي مال.,I have no money with me.,lˈajsa mˈaʕj ʔˈajj mˈaːl.,laysa ma‘y ʔayy mal.,Machine misreads first-person مَعِي and hint loses vowel length,/lajsa maʕiː ʔajj maːl/,laysa maʿī ʾayy māl
