rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
351,REPAIR,أنا أعتقد أنه غاضب.,I think he is angry.,ˈana ʔʕtqd ʔnh ɣˈaːdˤib.,ana ʔ‘tqd ʔnh ghadˤayayb.,Machine omits lexical vowels in أَعْتَقِدُ and أَنَّهُ; learner hint is unusable,/ʔanaː ʔaʕtaqidu ʔannahu ɣaːdˤib/,ʾanā ʾaʿtaqidu ʾannahu ghāḍib
352,REPAIR,أظنّ أن هذا ما حدث.,I think that's what happened.,ʔðnn ʔn hˈaːðaː mˈaː ħˈadaθ.,ʔdhnn ʔn hadha ma hadath.,Machine omits lexical vowels and emphatic ẓ in أَظُنُّ plus gemination in أَنَّ,/ʔaðˤunnu ʔanna haːðaː maː ħadaθ/,ʾaẓunnu ʾanna hādhā mā ḥadath
353,REPAIR,أظن أنهم قد رأوني,I think they saw me.,ʔðn ʔnhˈum qˈad rʔˈuːniː,ʔdhn ʔnhohohm qad rʔohohnayay,Machine omits vowels/gemination in أَظُنُّ and أَنَّهُمْ and misvocalizes رَأَوْنِي,/ʔaðˤunnu ʔannahum qad raʔawniː/,ʾaẓunnu ʾannahum qad raʾawnī
354,REPAIR,أريد أن أكون هنا,I want to be here.,ʔrˈiːd ʔn ʔkaˈuːna hˈunaː,ʔrayayd ʔn ʔkaohohna hohohna,Machine omits lexical vowels in أُرِيدُ and misreads أَكُونَ,/ʔuriːdu ʔan ʔakuːna hunaː/,ʾurīdu ʾan ʾakūna hunā
355,REPAIR,أريد أن آتي أيضاً,"I want to come, too.",ʔrˈiːd ʔn ʔˈaːtiː ʔˈiːdˤa.ː,ʔrayayd ʔn ʔatayay ʔayaydˤa.,Machine omits lexical vowels and fails to realize subjunctive آتِيَ plus adverbial أَيْضًا,/ʔuriːdu ʔan ʔaːtija ʔajdˤan/,ʾurīdu ʾan ʾātiya ʾayḍan
356,REPAIR,أريد أن أتعلم كيف.,I want to learn how.,ʔrˈiːd ʔn ʔtʕlm kˈajfa.,ʔrayayd ʔn ʔt‘lm kayfa.,Machine omits lexical vowels/gemination and subjunctive ending in أَتَعَلَّمَ,/ʔuriːdu ʔan ʔataʕallama kajfa/,ʾurīdu ʾan ʾataʿallama kayfa
357,REPAIR,أريد العيش هنا.,I want to live here.,ʔrˈiːd ʔalʕˈajʃ hˈunaː.,ʔrayayd ʔal‘aysh hohohna.,Machine omits lexical vowels in أُرِيدُ and hint is unusable,/ʔuriːdu al-ʕajʃ hunaː/,ʾurīdu al-ʿaysh hunā
358,REPAIR,أُريد أن أتزوجكِ.,I want to marry you.,ʔˈuriːd ʔn ʔtzˈuːdʒki.,ʔohohrayayd ʔn ʔtzohohykayay.,Machine omits lexical vowels/gemination in أَتَزَوَّجَكِ and hint mistransliterates ج,/ʔuriːdu ʔan ʔatazawwadʒaki/,ʾurīdu ʾan ʾatazawwajaki
359,REPAIR,سوف أكون سعيدًا بمساعدتك.,I will gladly help you.,sˈawfa ʔkaˈuːna sˈaʕiːdˌan bmsaːʕdtkˌa.,sawfa ʔkaohohna sa‘ayaydan bmsa‘dtka.,Machine misreads أَكُونُ and omits lexical/construct vowels in بِمُسَاعَدَتِكَ,/sawfa ʔakuːnu saʕiːdan bimusaːʕadatika/,sawfa ʾakūnu saʿīdan bimusāʿadatika
360,REPAIR,إنه تمامًا ما نحتاج إليه.,It's just what we need.,ʔˈinh tˈamaːmˌan mˈaː nħtˈaːdʒ ʔlˈiːh.,ʔayaynh tamaman ma nhtay ʔlayayh.,Machine misvocalizes إِنَّهُ and omits lexical vowels/pronominal form in نَحْتَاجُ إِلَيْهِ,/ʔinnahu tamaːman maː naħtaːdʒu ʔilajhi/,ʾinnahu tamāman mā naḥtāju ʾilayhi
361,REPAIR,الحب هو كل ما تحتاجه .,Love is all you need.,ʔalħˈubː hˈuwa kˈull mˈaː tħtˈaːdʒh .,ʔalhohohb hohohwa kohohll ma thtayh .,Machine omits lexical/object-clitic vowels in تَحْتَاجُهُ and hint is unusable,/al-ħubb huwa kullu maː taħtaːdʒuhu/,al-ḥubb huwa kullu mā taḥtājuhu
362,REPAIR,نعرف الآن ما حدث.,Now we know what happened.,nʕrf alʔˈaːn mˈaː ħˈadaθ.,n‘rf alʔan ma hadath.,Machine omits lexical vowels in نَعْرِفُ and hint is unusable,/naʕrifu al-ʔaːn maː ħadaθ/,naʿrifu al-ʾān mā ḥadath
363,REPAIR,أرِنِي جواز سفرك، لو سمحت.,"Show me your passport, please.",ʔrˈiniː dʒˈawaːz sˈafarkˌa lˈaw smħt.,ʔrayaynayay yawaz safarka law smht.,Machine omits imperative vowels and possessive/genitive ending; hint mistransliterates ج and is unusable,/ʔariniː dʒawaːza safarika law samaħta/,ʾarinī jawāza safarika law samaḥta
364,REPAIR,أخبرني عن طفولتك.,Tell me about your childhood.,ʔχbrnˈiː ʕˈan t̪fˈuːltka.,ʔkhbrnayay ‘an t̪fohohltka.,Machine omits imperative vowels and fails to mark emphatic ṭ plus possessive ending in طُفُولَتِكَ,/ʔaxbirniː ʕan tˤufuːlatika/,ʾakhbirnī ʿan ṭufūlatika
365,REPAIR,أخبرني بما تفكر فيه.,Tell me what you're thinking.,ʔχbrnˈiː bmaː tˈafakːˌur fˈiːh.,ʔkhbrnayay bma tafakohohr fayayh.,Machine omits imperative vowels and misreads finite تُفَكِّرُ as verbal noun تَفَكُّر,/ʔaxbirniː bimaː tufakkiru fiːhi/,ʾakhbirnī bimā tufakkiru fīhi
366,REPAIR,أشكرك على نصيحتك.,Thank you for your advice.,ʔʃkrkˈa ʕˈalaː ns̪ˈi.ːħtka.,ʔshkrka ‘ala ns̪ayay.htka.,Machine omits lexical/object vowels and fails to mark emphatic ṣ/ḥ plus possessive ending,/ʔaʃkuruka ʕalaː nasˤiːħatika/,ʾashkuruka ʿalā naṣīḥatika
367,REPAIR,شكرًا لك على اهتمامك.,Thank you for your interest.,ʃˈukran lkˈa ʕˈalaː ihtˈimaːmkˌa.,shohohkran lka ‘ala ayayhtayaymamka.,Machine omits lexical vowels in لَكَ and اِهْتِمَامِكَ; hint is unusable,/ʃukran laka ʕalaː ʔihtimaːmika/,shukran laka ʿalā ʾihtimāmika
368,REPAIR,شكراً لكَ على لطفك.,Thank you for your kindness.,ʃkrˈaː lka ʕˈalaː lˈut̪fka.,shkra lka ‘ala lohoht̪fka.,Machine misreads شُكْرًا as a long-vowel form and omits lexical/possessive vowels in لُطْفِكَ,/ʃukran laka ʕalaː lutˤfika/,shukran laka ʿalā luṭfika
369,REPAIR,لهذا السبب جئت إلى هنا.,That's why I came here.,lhðaː ʔassˈabab dʒʔt ʔˈilaː hˈunaː.,lhdha ʔassabab yʔt ʔayayla hohohna.,Machine omits lexical vowels in لِهَذَا and جِئْتُ; hint mistransliterates ج,/lihaːðaː as-sabab dʒiʔtu ʔilaː hunaː/,lihādhā as-sabab jiʾtu ʾilā hunā
370,REPAIR,هؤلاء كل من لدي.,These are all I have.,haːʔˈulaːʔˌi kˈull mˈin ldiː.,haʔohohlaʔayay kohohll mayayn ldayay.,Machine misreads relative مَنْ as preposition مِنْ and first-person لَدَيَّ as ladī,/haːʔulaːʔi kullu man ladajja/,hāʾulāʾi kullu man ladayya
371,REPAIR,هذا كل ما لدي,This is all I have.,hˈaːðaː kˈull mˈaː ldiː,hadha kohohll ma ldayay,Machine misreads first-person لَدَيَّ and hint is unusable,/haːðaː kullu maː ladajja/,hādhā kullu mā ladayya
372,REPAIR,هذا ما وجدناه.,This is what we found.,hˈaːðaː mˈaː wdʒdnaːh.,hadha ma wydnah.,Machine omits lexical/object-clitic vowels in وَجَدْنَاهُ and hint mistransliterates ج,/haːðaː maː wadʒadnaːhu/,hādhā mā wajadnāhu
373,REPAIR,انظر كيف أقوم بذلك,Watch how I do it.,ˈanðr kˈajfa ʔˈaqwam bˈaðalkˌa,andhr kayfa ʔaqwam badhalka,Machine misvocalizes imperative اُنْظُرْ and finite أَقُومُ and omits vowels in بِذَلِكَ,/ʔunðˤur kajfa ʔaquːmu biðaːlika/,ʾunẓur kayfa ʾaqūmu bidhālika
374,REPAIR,يمكننا الاختباء هنا.,We can hide in here.,jmknnˈaː alˈiχtibˌaːʔ hˈunaː.,ymknna alayaykhtayaybaʔ hohohna.,Machine misvocalizes يُمْكِنُنَا and omits isolated onset in الِاخْتِبَاء; hint is unusable,/jumkinunaː al-ʔixtibaːʔ hunaː/,yumkinunā al-ʾikhtibāʾ hunā
375,REPAIR,ما فعلته أنا كان خاطئاً.,What I did was wrong.,mˈaː fʕlth ˈana kˈaːn χˈaːt̪ʔaː.,ma f‘lth ana kan khat̪ʔa.,Machine omits lexical/object vowels in فَعَلْتُهُ and misreads خَاطِئًا without emphatic ṭ/tanwin,/maː faʕaltuhu ʔanaː kaːna xaːtˤiʔan/,mā faʿaltuhu ʾanā kāna khāṭiʾan
376,REPAIR,ما فعلته أنتَ كان خاطئاً.,What you did was wrong.,mˈaː fʕlth ʔntˈa kˈaːn χˈaːt̪ʔaː.,ma f‘lth ʔnta kan khat̪ʔa.,Machine omits lexical/object vowels in فَعَلْتَهُ and misreads خَاطِئًا without emphatic ṭ/tanwin,/maː faʕaltahu ʔanta kaːna xaːtˤiʔan/,mā faʿaltahu ʾanta kāna khāṭiʾan
377,REPAIR,نعم، على الأرجح أنها سوف تأتي إلى المنزل.,"Yes, she'll probably come home.",nˈaʕam ʕˈalaː ʔalʔˈardʒaħ ʔnhˈaː sˈawfa tʔtˈiː ʔˈilaː ʔalmˈanzil.,na‘am ‘ala ʔalʔaryah ʔnha sawfa tʔtayay ʔayayla ʔalmanzayayl.,Machine omits gemination/vowels in أَنَّهَا and lexical vowels in تَأْتِي; hint mistransliterates ج,/naʕam ʕalaː al-ʔardʒaħ ʔannahaː sawfa taʔtiː ʔilaː al-manzil/,naʿam ʿalā al-ʾarjaḥ ʾannahā sawfa taʾtī ʾilā al-manzil
378,REPAIR,أنت دائما تقول لي ذلك.,You always tell me that.,ʔˈanta dˈaːʔmaː tˈaqawwˌul lˈajj ðˈaːlikˌa.,ʔanta daʔma taqawwohohl layy dhalayayka.,Machine misreads دَائِمًا without tanwin finite تَقُولُ as verbal noun morphology and لِي as layy,/ʔanta daːʔiman taquːlu liː ðaːlika/,ʾanta dāʾiman taqūlu lī dhālika
379,REPAIR,أنت تقف في طريقي.,You are in my way.,ʔˈanta tqf fˈiː t̪arˈiːqi.,ʔanta tqf fayay t̪arayayqayay.,Machine omits lexical vowels and fails to mark emphatic ṭ in تَقِفُ/طَرِيقِي,/ʔanta taqifu fiː tˤariːqiː/,ʾanta taqifu fī ṭarīqī
380,REPAIR,أنتِ يمكنكِ أن تأتي معنا.,You can come with us.,ʔntˈi jmknkˈi ʔn tʔtˈiː mʕnˈaː.,ʔntayay ymknkayay ʔn tʔtayay m‘na.,Machine omits initial/lexical vowels misvocalizes يُمْكِنُكِ and subjunctive تَأْتِيَ,/ʔanti jumkinuki ʔan taʔtija maʕanaː/,ʾanti yumkinuki ʾan taʾtiya maʿanā
381,REPAIR,يمكنك أن تفتح عينيك الآن.,You can open your eyes now.,jmkˈunnakˌa ʔn tˈafatːˌaħ ʕˈajniːjkˌa alʔˈaːn.,ymkohohnnaka ʔn tafatah ‘aynayayyka alʔan.,Machine misvocalizes يُمْكِنُكَ and reads تَفْتَحَ as form-V; normalize dual عَيْنَيْكَ,/jumkinuka ʔan taftaħa ʕajnajka al-ʔaːn/,yumkinuka ʾan taftaḥa ʿaynayka al-ʾān
382,REPAIR,لقد وصلت إلى وجهتك.,You have reached your destination.,lqd ws̪lt ʔˈilaː wdʒhtka.,lqd ws̪lt ʔayayla wyhtka.,Machine omits lexical vowels and emphatic ṣ in لَقَدْ وَصَلْتَ plus vowels in وِجْهَتِكَ,/laqad wasˤalta ʔilaː widʒhatika/,laqad waṣalta ʾilā wijhatika
383,REPAIR,عليك العودة.,You have to come back.,ʕˈaliːjkˌa ʔalʕˈawda.,‘alayayyka ʔal‘awda.,Machine misvocalizes عَلَيْكَ and hint is unusable,/ʕalajka al-ʕawda/,ʿalayka al-ʿawda
384,REPAIR,عليك أن تسامحني.,You have to forgive me.,ʕˈaliːjkˌa ʔn tsˈaːmħniː.,‘alayayyka ʔn tsamhnayay.,Machine misvocalizes عَلَيْكَ and omits subjunctive/object-clitic vowels in تُسَامِحَنِي,/ʕalajka ʔan tusaːmiħaniː/,ʿalayka ʾan tusāmiḥanī
385,REPAIR,أنت تشبه والدك.,You look like your father.,ʔˈanta tˈaʃabːˌuh waddˈakː.,ʔanta tashabohohh waddak.,Machine misreads finite تُشْبِهُ as تَشَبُّه and corrupts وَالِدَكَ,/ʔanta tuʃbihu waːlidaka/,ʾanta tushbihu wālidaka
386,REPAIR,كلامك يذكرني بزوجتي.,What you say reminds me of my wife.,kˈalaːmkˌa jðkrnˈiː bzuːdʒtˌiː.,kalamka ydhkrnayay bzohohytayay.,Machine omits possessive/object vowels and form-II gemination in يُذَكِّرُنِي; misvocalizes بِزَوْجَتِي,/kalaːmuka juðakkiruniː bizawdʒatiː/,kalāmuka yudhakkirunī bizawjatī
387,REPAIR,أأشتري لك شرابا آخر؟,Can I buy you another drink?,ʔʔʃtrˈiː lkˈa ʃrˈaːbaː ʔˈaːxar,ʔʔshtrayay lka shraba ʔakhar,Machine omits interrogative/lexical vowels and misreads accusative شَرَابًا; normalize adjective آخَر,/ʔa-ʔaʃtariː laka ʃaraːban ʔaːxara/,ʾa-ʾashtarī laka sharāban ʾākhara
388,REPAIR,هلّا أعطيتني اسمك الكامل؟,Can I have your full name?,hllˈaː ʔʕt̪ˈi.ːtniː ˈismka ʔalkˈaːmil,hlla ʔ‘t̪ayay.tnayay ayaysmka ʔalkamayayl,Machine omits lexical vowels/emphatic ṭ and object-clitic vowel in أَعْطَيْتَنِي; hint is unusable,/hallaː ʔaʕtˤajtaniː ʔismaka al-kaːmil/,hallā ʾaʿṭaytanī ʾismaka al-kāmil
389,REPAIR,هل يمكننا تحمّل تكلفة الأكل هنا؟,Can we afford to eat here?,hˈal jmknnˈaː tħmml tˈaklifˌa ʔalʔˈakal hˈunaː,hal ymknna thmml taklayayfa ʔalʔakal hohohna,Machine misvocalizes يُمْكِنُنَا and omits lexical vowels/gemination in تَحَمُّل; realize ta marbuta in construct تَكْلِفَةِ الأَكْل,/hal jumkinunaː taħammul taklifat al-ʔakl hunaː/,hal yumkinunā taḥammul taklifat al-ʾakl hunā
390,REPAIR,هلا طلبت لي سيارة أجرة؟,Can you call me a taxi?,hlˈaː t̪lbt lˈajj sajjˈaːra. ʔˈudʒra,hla t̪lbt layy sayyara. ʔohohyra,Machine omits lexical vowels/emphatic ṭ and misreads لِي as layy; realize ta marbuta in construct سَيَّارَة أُجْرَة,/hallaː tˤalabta liː sajjaːrat ʔudʒra/,hallā ṭalabta lī sayyārat ʾujra
391,REPAIR,أيمكنك أن تحزر ما لديّ؟,Can you guess what I have?,ʔiːmkˈunnakˌa ʔn tħzr mˈaː ldiː,ʔayaymkohohnnaka ʔn thzr ma ldayay,Machine misreads interrogative أَ + يُمْكِنُكَ omits subjunctive vowels and reads first-person لَدَيَّ as ladī,/ʔa-jumkinuka ʔan taħzura maː ladajja/,ʾa-yumkinuka ʾan taḥzura mā ladayya
392,REPAIR,هل لك أن تسدي إلي معروفاً؟,Could you do me a favor?,hˈal lkˈa ʔn tsdˈiː ʔlˈiː mʕrˈuːfaː,hal lka ʔn tsdayay ʔlayay m‘rohohfa,Machine omits lexical vowels and subjunctive glide in تُسْدِيَ and misreads إِلَيَّ; adverbial/object tanwin is lost,/hal laka ʔan tusdija ʔilajja maʕruːfan/,hal laka ʾan tusdiya ʾilayya maʿrūfan
393,REPAIR,أذهبت إلى المدرسة اليوم؟,Did you go to school today?,ʔðhbt ʔˈilaː ʔalmˈadrasˌa ʔaljˈawm,ʔdhhbt ʔayayla ʔalmadrasa ʔalyawm,Machine drops interrogative vowel and lexical vowels in ذَهَبْتَ,/ʔa-ðahabta ʔilaː al-madrasa al-jawm/,ʾa-dhahabta ʾilā al-madrasa al-yawm
