rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
901,REPAIR,ليس هناك حاجة للاستعجال. لدينا متسع من الوقت.,There's no need to hurry. We have plenty of time.,lˈajsa hunˈaːka ħˈaːdʒa llaːstʕdʒˌaːl. ldiːnˌaː mˈutːasˌaʕ mˈin ʔalwˈaqt.,laysa hohohnaka haya llast‘yal. ldayayna mohohtasa‘ mayayn ʔalwaqt.,Machine omits onset/lexical vowels in لِلِاسْتِعْجَال and misreads لَدَيْنَا; under-marks gemination in مُتَّسَع and hint mistransliterates ج,/lajsa hunaːka ħaːdʒa lil-ʔistiʕdʒaːl. ladajnaː muttasaʕ min al-waqt/,laysa hunāka ḥāja lil-ʾistiʿjāl. ladaynā muttasaʿ min al-waqt
902,REPAIR,فكّر كيف ستشعر إن حدث ذلك لك.,Think about how you'd feel if that happened to you.,fkːr kˈajfa stʃʕr ʔˈin ħˈadaθ ðˈaːlikˌa lkˈa.,fkr kayfa sch‘r ʔayayn hadath dhalayayka lka.,Machine omits imperative vowels/gemination in فَكِّرْ and uses wrong consonant/omits vowels in سَتَشْعُرُ; omits lexical vowel in لَكَ,/fakkir kajfa sataʃʕuru ʔin ħadaθa ðaːlika laka/,fakkir kayfa satashʿuru ʾin ḥadatha dhālika laka
903,REPAIR,هذا أمر علينا أن نعمل معًا على حلّه.,This is something we need to work together to solve.,hˈaːðaː ʔˈamr ʕlˈiːnaː ʔn nʕml mˈaʕan ʕˈalaː ħllh.,hadha ʔamr ‘layayna ʔn n‘ml ma‘an ‘ala hllh.,Machine misvocalizes عَلَيْنَا and omits subjunctive vowels in نَعْمَلَ plus pronominal vowels in حَلِّهِ,/haːðaː ʔamr ʕalajnaː ʔan naʕmala maʕan ʕalaː ħallihi/,hādhā ʾamr ʿalaynā ʾan naʿmala maʿan ʿalā ḥallihi
904,REPAIR,لا نملك من المال ما يكفي لشراء كل ما نحتاج إليه.,We don't have enough money to buy everything we need.,lˈaː nˈamlka mˈin ʔalmˈaːl mˈaː jkfˈiː lʃraːʔ kˈull mˈaː nħtˈaːdʒ ʔlˈiːh.,la namlka mayayn ʔalmal ma ykfayay lshraʔ kohohll ma nhtay ʔlayayh.,Machine misvocalizes نَمْلِكُ and omits lexical vowels in يَكْفِي/نَحْتَاجُ plus pronominal form إِلَيْهِ,/laː namliku min al-maːl maː jakfiː liʃiraːʔi kulli maː naħtaːdʒu ʔilajhi/,lā namliku min al-māl mā yakfī lishirāʾi kulli mā naḥtāju ʾilayhi
905,REPAIR,ما تقوله ليس له أيُ معنىً لي.,What you say does not make any sense to me.,mˈaː tˈaqawwˌulh lˈajsa lh ʔˈiːu mʕnˈa lˈajj.,ma taqawwohohlh laysa lh ʔayayohoh m‘na layy.,Machine reads finite تَقُولُهُ as verbal-noun morphology and corrupts أَيُّ مَعْنًى; misreads لِي as layy,/maː taquːluhu lajsa lahu ʔajju maʕnan liː/,mā taqūluhu laysa lahu ʾayyu maʿnan lī
906,REPAIR,لست أحسن في تذكر الأشياء مني.,You are no better at remembering things than I am.,lst ʔˈaħsan fˈiː tˈaðakːˌar ʔalʔʃˈiːʔ mnˈiː.,lst ʔahsan fayay tadhakar ʔalʔshayayʔ mnayay.,Machine omits second-person vowel in لَسْتَ and misvocalizes verbal noun تَذَكُّر plus first-person مِنِّي; hint is unusable,/lasta ʔaħsana fiː taðakkur al-ʔaʃjaːʔ minniː/,lasta ʾaḥsana fī tadhakkur al-ʾashyāʾ minnī
907,REPAIR,أنت الوحيد الذي يستطيع إنقاذ العالم.,You are the only one who can save the world.,ʔˈanta ʔalwˈaħiːd ʔˈallaðˌiː jstt̪ˈi.ːʕ ʔˈinqaːð ʔalʕˈaːlam.,ʔanta ʔalwahayayd ʔalladhayay ystt̪ayay.‘ ʔayaynqadh ʔal‘alam.,Machine omits lexical vowels/emphatic ṭ in يَسْتَطِيعُ and hint is unusable,/ʔanta al-waħiːd allaðiː jastatˤiːʕu ʔinqaːða al-ʕaːlam/,ʾanta al-waḥīd alladhī yastaṭīʿu ʾinqādha al-ʿālam
908,REPAIR,يمكنك الذهاب للبيت بعد انتهائك من هذا العمل.,You can go home after you have finished this work.,jmkˈunnakˌa ʔaððˈahaːb llbiːt bˈaʕd ˈanthaːʔkˌa mˈin hˈaːðaː ʔalʕˈamal.,ymkohohnnaka ʔadhdhahab llbayayt ba‘d anthaʔka mayayn hadha ʔal‘amal.,Machine misvocalizes يُمْكِنُكَ and corrupts اِنْتِهَائِكَ; omits vowels in لِلْبَيْت,/jumkinuka að-ðahaːb lil-bajt baʕda ʔintihaːʔika min haːðaː al-ʕamal/,yumkinuka adh-dhahāb lil-bayt baʿda ʾintihāʾika min hādhā al-ʿamal
909,REPAIR,ليس أمامنا وقت لهذا كما تعلم.,"As you know, we don't have time for this.",lˈajsa ʔmˈaːmnaː wˈaqt lhðaː kˈamaː tˈaʕallˌam.,laysa ʔmamna waqt lhdha kama ta‘allam.,Machine omits lexical vowels in أَمَامَنَا/لِهَذَا and reads finite تَعْلَمُ as تَعَلَّم,/lajsa ʔamaːmanaː waqt lihaːðaː kamaː taʕlam/,laysa ʾamāmanā waqt lihādhā kamā taʿlam
910,REPAIR,امرأة مثلك لا تستحق رجلًا مثلي.,A woman like you doesn't deserve a man like me.,ˈimraʔˌa mˈiθlka lˈaː tstħq rˈa.dʒulˌan mˈiθliːj.,ayaymraʔa mayaythlka la tsthq ra.yohohlan mayaythlayayy.,Machine under-vocalizes feminine مِثْلِكِ and omits lexical vowels/gemination in تَسْتَحِقُّ; incorrectly adds final glide after مِثْلِي and hint mistransliterates ج,/ʔimraʔa miθluki laː tastaħiqqu radʒulan miθliː/,ʾimraʾa mithluki lā tastaḥiqqu rajulan mithlī
