rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
151,REPAIR,هل تقصدني؟,Do you mean me?,hˈal tqs̪dnˈiː,hal tqs̪dnayay,Machine candidate omits lexical vowels and object-clitic linking vowel; mark emphatic ṣ,/hal taqsˤiduniː/,hal taqṣidunī
152,REPAIR,هل أنت بحاجة إلى المال؟,Do you need money?,hˈal ʔˈanta bħaːdʒt ʔˈilaː ʔalmˈaːl,hal ʔanta bhayt ʔayayla ʔalmal,Machine omits lexical vowels and mishandles ta marbuta in the prepositional phrase,/hal ʔanta biħaːdʒa ʔilaː al-maːl/,hal ʾanta biḥāja ʾilā al-māl
153,REPAIR,هل تذكرني؟,Do you remember me?,hˈal tðkrnˈiː,hal tdhkrnayay,Machine candidate omits lexical vowels and object-clitic linking vowel,/hal taðkuruniː/,hal tadhkurunī
154,REPAIR,هل تتكلم اللغة الإنجليزية؟,Do you speak English?,hˈal ttklm ʔallˈuɣa ʔalʔinɡlˈiːzijˌah,hal ttklm ʔallohohgha ʔalʔayaynglayayzayayyah,Machine omits lexical vowels/gemination in تَتَكَلَّم and hint is unusable,/hal tatakallam al-luɣa al-ʔingliːzijja/,hal tatakallam al-lugha al-ʾinglīziyya
155,REPAIR,هل تتحدث الفرنسية؟,Do you speak French?,hˈal ttħdθ ʔalfrnsˈijjah,hal tthdth ʔalfrnsayayyyah,Machine candidate omits lexical vowels/gemination in تَتَحَدَّث and vowels in الفرنسية,/hal tataħaddaθ al-faransijja/,hal tataḥaddath al-faransiyya
156,REPAIR,أتعتقد ذلك؟,Do you think so?,ʔtʕtqd ðˈaːlikˌa,ʔt‘tqd dhalayayka,Machine drops interrogative vowel and lexical vowels in تَعْتَقِد,/ʔa-taʕtaqid ðaːlika/,ʾa-taʿtaqid dhālika
157,REPAIR,هل تفهَمُها؟,Do you understand her?,hˈal tfhˈamuhˌaː,hal tfhamohohha,Target is explicitly vocalized; normalize broad IPA and preserve final long ā,/hal tafhamuhaː/,hal tafhamuhā
158,REPAIR,أتريد شيئًا؟,Do you want anything?,ʔtrˈiːd ʃˈiːʔan,ʔtrayayd shayayʔan,Machine drops interrogative/lexical vowels and misvocalizes شَيْئًا,/ʔa-turiːd ʃajʔan/,ʾa-turīd shayʾan
159,REPAIR,هل تعمل لوحدك؟,Do you work alone?,hˈal tˈaʕammˌul luːħdkˌa,hal ta‘ammohohl lohohhdka,Machine misreads finite تَعْمَل as verbal noun morphology and misvocalizes لِوَحْدِكَ,/hal taʕmal liwaħdika/,hal taʿmal liwaḥdika
160,REPAIR,هل أكلت اليوم؟,Have you eaten today?,hˈal ʔklt ʔaljˈawm,hal ʔklt ʔalyawm,Machine omits lexical vowels in أَكَلْتَ,/hal ʔakalta al-jawm/,hal ʾakalta al-yawm
161,REPAIR,كيف حالك الآن؟,How are you now?,kˈajfa ħˈaːlik alʔˈaːn,kayfa halayayk alʔan,Machine misvocalizes حَالُكَ and hint is unusable,/kajfa ħaːluka al-ʔaːn/,kayfa ḥāluka al-ʾān
162,REPAIR,كيف جرى الأمر؟,How did it go?,kˈajfa dʒˈaraː ʔalʔˈamr,kayfa yara ʔalʔamr,Machine hint mistransliterates ج; normalize vowel length,/kajfa dʒaraː al-ʔamr/,kayfa jarā al-ʾamr
163,REPAIR,كيف أجبت؟,How did you reply?,kˈajfa ʔdʒbt,kayfa ʔybt,Machine omits lexical vowels in أَجَبْتَ and hint mistransliterates ج,/kajfa ʔadʒabta/,kayfa ʾajabta
164,REPAIR,كم عمرك؟,How old are you?,kiːlˈuː mitˌar ʕˈumrka,kayaylohoh mayaytar ‘ohohmrka,Machine catastrophically misreads كَمْ as the abbreviation km; restore interrogative and possessive vowels,/kam ʕumruka/,kam ʿumruka
165,REPAIR,كيف لي أن أعرف؟,How should I know?,kˈajfa lˈajj ʔn ʔˈaʕraf,kayfa layy ʔn ʔa‘raf,Machine misreads لِي as layy and misvocalizes أَعْرِف,/kajfa liː ʔan ʔaʕrif/,kayfa lī ʾan ʾaʿrif
166,REPAIR,كم يبلغ طولك؟,How tall are you?,kiːlˈuː mitˌar jblɣ t̪ˈuːlka,kayaylohoh mayaytar yblgh t̪ohohlka,Machine catastrophically misreads كَمْ as km and omits vowels/emphatic ṭ,/kam jabluɣ tˤuːluka/,kam yablugh ṭūluka
167,REPAIR,يا لك من محظوظ!,How lucky you are!,jˈaː lkˈa mˈin mˈaħðuːð!,ya lka mayayn mahdhohohdh!,Machine omits lexical vowels and emphatic ẓ sounds; hint is unusable,/jaː laka min maħðˤuːðˤ/,yā laka min maḥẓūẓ
168,REPAIR,ما أطولك!,How tall you are!,mˈaː ʔˈat̪walkˌa!,ma ʔat̪walka!,Machine fails to mark emphatic ṭ and omits object-suffix vowel in exclamative pattern,/maː ʔatˤwalaka/,mā ʾaṭwalaka
169,REPAIR,قف مكانك!,Stand where you are!,qˈaff mˈakaːnkˌa!,qaff makanka!,Machine misreads imperative قِفْ as qaff and omits possessive vowel,/qif makaːnaka/,qif makānaka
