rank,status,target,english,ipa_candidate,learner_hint_candidate,issue,proposed_ipa,proposed_learner_hint
151,REPAIR,tes,your (informal singular possessor; before a plural noun),te-,tay,Trailing hyphen is not part of isolated citation form.,/te/,tay
152,REPAIR,heure,hour; time; o'clock,ˈœʁ,eur,Remove inappropriate lexical stress; learner hint should cue rounded /œ/.,/œʁ/,uhr (rounded vowel)
153,REPAIR,maison,house; home,mɛzˈɔ̃,mayzohn,Remove inappropriate lexical stress; final vowel is nasal /ɔ̃/.,/mɛzɔ̃/,meh-zohn (nasal)
154,REPAIR,fait,fact; deed; done / made (past participle of faire),fˈɛ,fay,Remove inappropriate lexical stress; learner hint should cue /ɛ/ rather than /eɪ/.,/fɛ/,feh
155,REPAIR,problème,problem; trouble,pʁɔblˈɛm,prohblaym,Remove inappropriate lexical stress and cue final /ɛ/ accurately.,/pʁɔblɛm/,praw-blem
156,REPAIR,revenir,return; come back,ʁəvnˈiʁ,rohohhvnayayr,Machine suppresses the medial schwa in the careful citation form and adds lexical stress; learner hint is corrupted.,/ʁəvəniʁ/,ruh-vuh-neer
157,REPAIR,voilà,there is/are; there it is; here it is; there you are,vwalˈa,vwala,Remove inappropriate lexical stress; cue open final /a/.,/vwala/,vwah-lah
158,REPAIR,cela,that,səlˈa,sohohhla,Remove inappropriate lexical stress; learner hint is corrupted.,/səla/,suh-lah
159,REPAIR,écouter,listen,ekutˈe,aykohohtay,Remove inappropriate lexical stress; learner hint is corrupted.,/ekute/,ay-koo-tay
160,REPAIR,fille,girl; daughter; female child; young woman (context-dependent),fˈij,fayayy,Remove inappropriate lexical stress; learner hint is corrupted and should cue /ij/.,/fij/,fee-y
161,REPAIR,soir,evening,swˈaʁ,swar,Remove inappropriate lexical stress; IPA otherwise correct.,/swaʁ/,swar
162,REPAIR,nom,name; noun; forms expletive interjections,nˈɔ̃,nohn,Remove inappropriate lexical stress; learner hint should explicitly cue nasalization.,/nɔ̃/,nohn (nasal)
163,REPAIR,premier,first,pʁəmjˈe,prohohhmyay,Remove inappropriate lexical stress; learner hint is corrupted.,/pʁəmje/,pruh-my ay
164,REPAIR,perdre,lose,pˈɛʁdʁ,payrdr,Remove inappropriate lexical stress and cue /ɛ/ accurately.,/pɛʁdʁ/,pehr-dr
165,REPAIR,finir,"to end up; to finish, end, complete",finˈiʁ,fayaynayayr,Remove inappropriate lexical stress; learner hint is corrupted.,/finiʁ/,fee-neer
166,REPAIR,sentir,to feel; to smell; to smell of; to sense,sɑ̃tˈiʁ,santayayr,Remove inappropriate lexical stress; first vowel is nasal /ɑ̃/.,/sɑ̃tiʁ/,sahn-teer (nasal first vowel)
167,REPAIR,raison,reason; logical reasoning,ʁɛzˈɔ̃,rayzohn,Remove inappropriate lexical stress; final vowel is nasal /ɔ̃/.,/ʁɛzɔ̃/,reh-zohn (nasal)
168,REPAIR,jouer,"to play (a role); to bid (money), gamble; to play (engage in games or play)",ʒwˈe,zhway,Remove inappropriate lexical stress; IPA otherwise correct.,/ʒwe/,zhway
169,REPAIR,nuit,night,nyˈi,nyayay,Machine misses the French /ɥ/ glide: nuit is /nɥi/, not /nyi/; learner hint is corrupted.,/nɥi/,nwee
170,REPAIR,travailler,work,tʁavajˈe,travayay,Remove inappropriate lexical stress; learner hint should retain the /j/ glide.,/tʁavaje/,trah-vah-yay
171,REPAIR,moment,moment; point in time; a while; moment/torque (physics),momˈɑ̃,mohman,First vowel is standard /ɔ/, not /o/; remove lexical stress and cue final nasal /ɑ̃/.,/mɔmɑ̃/,maw-mahn (final nasal)
172,REPAIR,dernier,last,dɛʁnjˈe,dayrnyay,Remove inappropriate lexical stress; learner hint is corrupted.,/dɛʁnje/,dehr-nyay
173,REPAIR,commencer,"to begin, commence",kɔmɑ̃sˈe,kohmansay,Remove inappropriate lexical stress; medial /ɑ̃/ is nasal.,/kɔmɑ̃se/,koh-mahn-say (nasal middle vowel)
174,REPAIR,cet,this; that (masculine singular before a vowel or mute h),sɛt,sayt,Learner hint should cue /ɛ/ rather than /eɪ/.,/sɛt/,set
175,REPAIR,beau,beautiful; handsome; fine; nice,bˈo,boh,Remove inappropriate lexical stress; IPA otherwise correct.,/bo/,boh
176,REPAIR,salut,"hi, hello; salvation; bye, goodbye",salˈy,saly,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/saly/,sah-lü
177,REPAIR,rendre,to return; to give back; to make; to render; to yield; to visit (rendre visite),ʁˈɑ̃dʁ,randr,Remove inappropriate lexical stress; vowel is nasal /ɑ̃/.,/ʁɑ̃dʁ/,rahn-dr (nasal)
178,REPAIR,truc,"trick; procedure, technique; thingamajig, thingy, thing",tʁˈyk,tryk,Remove inappropriate lexical stress; learner hint should distinguish French /y/.,/tʁyk/,trük
179,REPAIR,désoler,to sadden; distress; upset,dezolˈe,dayzohlay,Standard metropolitan pronunciation has open /ɔ/ in the middle: /dezɔle/; remove lexical stress.,/dezɔle/,day-zaw-lay
180,REPAIR,argent,money; silver,aʁʒˈɑ̃,arzhan,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/aʁʒɑ̃/,ar-zhahn (nasal)
181,REPAIR,bonjour,hello; good morning; good day,bɔ̃ʒˈuʁ,bohnzhohohr,Remove inappropriate lexical stress; first vowel is nasal and learner hint is corrupted.,/bɔ̃ʒuʁ/,bohn-zhoor (nasal first vowel)
182,REPAIR,moins,less; fewer; minus; least (in constructions),mwˈɛ̃,mwayayn,Remove inappropriate lexical stress; final vowel is nasal /ɛ̃/.,/mwɛ̃/,mwehn (nasal)
183,REPAIR,plaire,to please; to be pleasing to; to appeal to,plˈɛʁ,playr,Remove inappropriate lexical stress and cue /ɛ/ accurately.,/plɛʁ/,plehr
184,REPAIR,maman,"mummy, mommy, mom, mum",mamˈɑ̃,maman,Remove inappropriate lexical stress; final vowel is nasal /ɑ̃/.,/mamɑ̃/,mah-mahn (nasal final vowel)
185,REPAIR,rentrer,to return; to go/come home; to go back in; to re-enter; to fit; to score (context-dependent),ʁɑ̃tʁˈe,rantray,Remove inappropriate lexical stress; initial vowel is nasal /ɑ̃/.,/ʁɑ̃tʁe/,rahn-tray (nasal first vowel)
186,REPAIR,air,air; appearance; look; manner; tune; aria,ˈɛʁ,ayr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/ɛʁ/,ehr
187,REPAIR,mort,death; dead; dead person,mˈɔʁ,mohr,Remove inappropriate lexical stress; IPA otherwise correct.,/mɔʁ/,mawr
188,REPAIR,tenir,to hold; to keep; to maintain; to hold on; to care about/be attached to (tenir à),tənˈiʁ,tohohhnayayr,Remove inappropriate lexical stress; learner hint is corrupted.,/təniʁ/,tuh-neer
189,REPAIR,affaire,matter; business; affair; case; deal; thing (context-dependent),afˈɛʁ,afayr,Remove inappropriate lexical stress; cue /ɛ/ accurately.,/afɛʁ/,ah-fehr
190,REPAIR,désolé,sorry; saddened; desolate,dezolˈe,dayzohlay,Standard metropolitan pronunciation has open /ɔ/ in the middle: /dezɔle/; remove lexical stress.,/dezɔle/,day-zaw-lay
191,REPAIR,gars,"lad, guy; guys (usually all male)",ɡˈa,ga,Remove inappropriate lexical stress; final written s is silent.,/ɡa/,gah
